position,mae,rmse,spearman,n_predictions
GK,0.6258064516129033,1.4749803560357149,0.6364281692994839,868
DEF,0.9763809910641756,1.899127669686182,0.5753171367838602,2462
MID,0.9736174070716228,2.0277484398384953,0.7332800318972515,3309
FWD,0.9711864406779661,2.0590470552352564,0.73589642403826,1003
