position,mae,rmse,spearman,n_predictions
GK,1.2932930631332815,2.139287027668285,0.6255123788390856,2566
DEF,1.8344692737430166,2.4720627850861354,-0.20363217465800446,8413
MID,1.561032380952381,2.358641949855689,-0.1327057493230425,10500
FWD,1.9262243120863807,2.7674058573653424,0.13174002766263979,2871
