position,MAE,RMSE,Spearman_rho
GK,0.7535184042241588,1.929373865555106,0.0013523774095767383
DEF,1.0249336313526054,2.3772210925228987,0.021907087489687317
MID,1.153080830923103,2.532298912074841,-0.00346028886910789
FWD,1.1062012225689923,2.6200991093908237,-0.006772372218814187
