position,mae,rmse,spearman,n_predictions
GK,0.7823666210670316,1.706924378662782,0.7579232615962799,731
DEF,1.0579525483304042,1.8479926886091567,0.5878427108691364,2276
MID,1.0317281821317696,2.03991036265945,0.7361272863529772,2899
FWD,1.2757564575645757,2.3815253724516556,0.7023390242572296,813
