position,MAE,RMSE,Spearman_rho
GK,0.9692389927076255,2.279405392371129,-0.002779812126467936
DEF,1.173852248928954,2.3860366464842255,-0.020459498385236714
MID,1.3243305473648186,2.6065288547741687,0.0029340730250173664
FWD,1.4703365422141403,3.0072018087634267,-0.006864442754299748
