position,MAE,RMSE,Spearman_rho
GK,0.8916287477068477,2.154634579730724,-0.013679175586846209
DEF,1.0335922148399614,2.2281358110626495,-0.012235814920309535
MID,1.2468571475224697,2.5569482169370317,0.011678246616906567
FWD,1.525169959213652,3.1526285159362692,-0.009789103630947106
