position,MAE,RMSE,Spearman_rho
GK,0.8833403620853942,2.1147487752952614,0.005348581863724059
DEF,1.2021885540450064,2.465968746803376,0.004475597312685593
MID,1.2642859935908781,2.62663131525191,-0.004708682498406752
FWD,1.279966481095056,2.800327685175496,0.013614492406289843
