method,gw,formation,xi_points,captain_id,vice_id,n_truth_matched,n_candidates,budget_used,optimum_points,optimum_formation,optimum_captain_id,efficiency,notes,used_fallback
ma3,8,3-4-3,42.0,516,355,11,15,83.3,136,4-5-1,216,0.3088235294117647,,
pos,8,3-4-3,17.0,82,76,11,15,53.6,136,4-5-1,216,0.125,,
rf,9,3-5-2,73.0,501,504,11,15,87.7,137,3-5-2,423,0.5328467153284672,,
rf_relaxed,9,3-5-2,66.0,501,308,11,15,87.2,137,3-5-2,423,0.48175182481751827,,
rf_optfill,9,3-5-2,73.0,501,504,11,15,87.7,137,3-5-2,423,0.5328467153284672,,False
rf_pos,9,5-3-2,31.0,245,176,11,15,578.0,137,3-5-2,423,0.22627737226277372,,
rf_rank,9,3-4-3,7.0,500,486,11,15,586.0,137,3-5-2,423,0.051094890510948905,,
ma3,9,4-5-1,83.0,430,60,11,15,79.1,137,3-5-2,423,0.6058394160583942,,
pos,9,3-4-3,10.0,541,149,11,15,53.4,137,3-5-2,423,0.072992700729927,,
rf,10,3-5-2,52.0,8,664,11,15,86.80000000000001,132,3-4-3,13,0.3939393939393939,,
rf_relaxed,10,3-5-2,52.0,8,355,11,15,86.8,132,3-4-3,13,0.3939393939393939,,
rf_optfill,10,3-5-2,52.0,8,664,11,15,86.80000000000001,132,3-4-3,13,0.3939393939393939,,False
rf_pos,10,5-4-1,36.0,245,557,11,15,545.0,132,3-4-3,13,0.2727272727272727,,
rf_rank,10,3-4-3,23.0,117,13,11,15,577.0,132,3-4-3,13,0.17424242424242425,,
ma3,10,4-4-2,42.0,60,430,11,15,78.3,132,3-4-3,13,0.3181818181818182,,
pos,10,3-4-3,11.0,720,117,11,15,53.599999999999994,132,3-4-3,13,0.08333333333333333,,
rf,11,4-5-1,62.0,373,664,11,15,79.8,150,4-5-1,678,0.41333333333333333,,
rf_relaxed,11,4-5-1,65.0,373,516,11,15,79.5,150,4-5-1,678,0.43333333333333335,,
rf_optfill,11,4-5-1,62.0,373,664,11,15,79.8,150,4-5-1,678,0.41333333333333333,,False
rf_pos,11,5-4-1,46.0,126,419,11,15,533.0,150,4-5-1,678,0.30666666666666664,,
rf_rank,11,3-4-3,3.0,193,225,11,15,494.0,150,4-5-1,678,0.02,,
ma3,11,4-5-1,48.0,60,308,11,15,76.20000000000002,150,4-5-1,678,0.32,,
pos,11,3-4-3,11.0,76,13,11,15,52.599999999999994,150,4-5-1,678,0.07333333333333333,,
rf,12,3-5-2,63.0,516,308,11,15,91.8,140,3-5-2,355,0.45,,
rf_relaxed,12,3-5-2,63.0,516,308,11,15,91.8,140,3-5-2,355,0.45,,
rf_optfill,12,3-5-2,63.0,516,308,11,15,91.8,140,3-5-2,355,0.45,,False
rf_pos,12,5-3-2,27.0,302,573,11,15,550.0,140,3-5-2,355,0.19285714285714287,,
rf_rank,12,3-4-3,16.0,149,326,11,15,511.0,140,3-5-2,355,0.11428571428571428,,
ma3,12,3-5-2,60.0,308,108,11,15,79.9,140,3-5-2,355,0.42857142857142855,,
pos,12,3-5-2,3.0,15,744,11,15,52.099999999999994,140,3-5-2,355,0.02142857142857143,,
rf,13,3-5-2,56.0,308,516,11,15,88.60000000000001,129,3-5-2,86,0.43410852713178294,,
rf_relaxed,13,3-5-2,56.0,308,516,11,15,88.60000000000001,129,3-5-2,86,0.43410852713178294,,
rf_optfill,13,3-5-2,56.0,308,516,11,15,88.60000000000001,129,3-5-2,86,0.43410852713178294,,False
rf_pos,13,5-3-2,10.0,563,228,11,15,536.0,129,3-5-2,86,0.07751937984496124,,
rf_rank,13,3-4-3,14.0,562,717,11,15,518.0,129,3-5-2,86,0.10852713178294573,,
ma3,13,3-5-2,36.0,108,678,11,15,82.39999999999999,129,3-5-2,86,0.27906976744186046,,
pos,13,3-5-2,0.0,748,747,11,15,35.4,129,3-5-2,86,0.0,,
rf,14,4-5-1,64.0,308,516,11,15,88.8,127,5-3-2,199,0.5039370078740157,,
rf_relaxed,14,4-5-1,64.0,308,355,11,15,88.8,127,5-3-2,199,0.5039370078740157,,
rf_optfill,14,4-5-1,64.0,308,516,11,15,88.8,127,5-3-2,199,0.5039370078740157,,False
rf_pos,14,4-4-2,20.0,522,330,11,15,509.0,127,5-3-2,199,0.15748031496062992,,
rf_rank,14,3-4-3,2.0,593,538,11,15,498.0,127,5-3-2,199,0.015748031496062992,,
ma3,14,3-5-2,46.0,355,344,11,15,78.39999999999999,127,5-3-2,199,0.36220472440944884,,
pos,14,3-5-2,9.0,21,754,11,15,43.8,127,5-3-2,199,0.07086614173228346,,
rf,15,3-5-2,50.0,308,355,11,15,91.8,144,3-5-2,267,0.3472222222222222,,
rf_relaxed,15,3-5-2,50.0,308,355,11,15,91.8,144,3-5-2,267,0.3472222222222222,,
rf_optfill,15,3-5-2,50.0,308,355,11,15,91.8,144,3-5-2,267,0.3472222222222222,,False
rf_pos,15,5-4-1,39.0,234,83,11,15,534.0,144,3-5-2,267,0.2708333333333333,,
rf_rank,15,3-4-3,10.0,468,714,11,15,554.0,144,3-5-2,267,0.06944444444444445,,
ma3,15,3-5-2,23.0,678,355,11,15,78.4,144,3-5-2,267,0.1597222222222222,,
pos,15,3-5-2,2.0,758,757,11,15,35.6,144,3-5-2,267,0.013888888888888888,,
rf,16,3-5-2,47.0,19,308,11,15,83.60000000000001,131,3-5-2,516,0.35877862595419846,,
rf_relaxed,16,3-5-2,47.0,19,516,11,15,83.60000000000001,131,3-5-2,516,0.35877862595419846,,
rf_optfill,16,3-5-2,47.0,19,308,11,15,83.60000000000001,131,3-5-2,516,0.35877862595419846,,False
rf_pos,16,5-3-2,16.0,242,178,11,15,524.0,131,3-5-2,516,0.12213740458015267,,
rf_rank,16,3-4-3,12.0,552,535,11,15,531.0,131,3-5-2,516,0.0916030534351145,,
ma3,16,3-4-3,43.0,355,290,11,15,85.10000000000001,131,3-5-2,516,0.3282442748091603,,
pos,16,3-5-2,14.0,759,758,11,15,46.199999999999996,131,3-5-2,516,0.10687022900763359,,
rf,17,3-5-2,40.0,19,308,11,15,91.89999999999999,138,3-5-2,689,0.2898550724637681,,
rf_relaxed,17,3-5-2,40.0,19,308,11,15,91.89999999999999,138,3-5-2,689,0.2898550724637681,,
rf_optfill,17,3-5-2,40.0,19,308,11,15,91.89999999999999,138,3-5-2,689,0.2898550724637681,,False
rf_pos,17,5-3-2,17.0,238,29,11,15,508.0,138,3-5-2,689,0.12318840579710146,,
rf_rank,17,3-4-3,6.0,297,355,11,15,624.0,138,3-5-2,689,0.043478260869565216,,
ma3,17,3-5-2,34.0,290,256,11,15,60.39999999999999,138,3-5-2,689,0.2463768115942029,,
pos,17,3-5-2,19.0,6,442,11,15,54.3,138,3-5-2,689,0.13768115942028986,,
rf,18,3-5-2,40.0,308,373,11,15,83.30000000000001,117,3-5-2,85,0.3418803418803419,,
rf_relaxed,18,3-5-2,40.0,308,373,11,15,83.30000000000001,117,3-5-2,85,0.3418803418803419,,
rf_optfill,18,3-5-2,40.0,308,373,11,15,83.30000000000001,117,3-5-2,85,0.3418803418803419,,False
rf_pos,18,5-4-1,18.0,595,238,11,15,506.0,117,3-5-2,85,0.15384615384615385,,
rf_rank,18,3-4-3,11.0,60,183,11,15,533.0,117,3-5-2,85,0.09401709401709402,,
ma3,18,3-5-2,33.0,290,516,11,15,65.39999999999999,117,3-5-2,85,0.28205128205128205,,
pos,18,3-5-2,4.0,770,769,11,15,36.1,117,3-5-2,85,0.03418803418803419,,
rf,19,3-5-2,52.0,516,308,11,15,86.79999999999998,138,3-5-2,468,0.37681159420289856,,
rf_relaxed,19,3-5-2,52.0,516,308,11,15,86.79999999999998,138,3-5-2,468,0.37681159420289856,,
rf_optfill,19,3-5-2,52.0,516,308,11,15,86.79999999999998,138,3-5-2,468,0.37681159420289856,,False
rf_pos,19,5-3-2,24.0,89,398,11,15,518.0,138,3-5-2,468,0.17391304347826086,,
rf_rank,19,3-4-3,5.0,193,741,11,15,505.0,138,3-5-2,468,0.036231884057971016,,
ma3,19,4-5-1,40.0,83,509,11,15,63.800000000000004,138,3-5-2,468,0.2898550724637681,,
pos,19,4-5-1,5.0,9,772,11,15,42.3,138,3-5-2,468,0.036231884057971016,,
rf,20,3-5-2,63.0,19,308,11,15,84.50000000000001,143,4-5-1,362,0.4405594405594406,,
rf_relaxed,20,3-5-2,63.0,19,308,11,15,84.5,143,4-5-1,362,0.4405594405594406,,
rf_optfill,20,3-5-2,63.0,19,308,11,15,84.50000000000001,143,4-5-1,362,0.4405594405594406,,False
rf_pos,20,5-3-2,24.0,457,89,11,15,510.0,143,4-5-1,362,0.16783216783216784,,
rf_rank,20,3-4-3,3.0,483,717,11,15,518.0,143,4-5-1,362,0.02097902097902098,,
ma3,20,3-5-2,42.0,83,509,11,15,75.8,143,4-5-1,362,0.2937062937062937,,
pos,20,3-5-2,14.0,12,774,11,15,47.3,143,4-5-1,362,0.0979020979020979,,
rf,21,3-5-2,39.0,19,308,11,15,85.10000000000001,132,3-4-3,294,0.29545454545454547,,
rf_relaxed,21,3-5-2,39.0,19,308,11,15,85.10000000000001,132,3-4-3,294,0.29545454545454547,,
rf_optfill,21,3-5-2,39.0,19,308,11,15,85.10000000000001,132,3-4-3,294,0.29545454545454547,,False
rf_pos,21,5-3-2,17.0,473,228,11,15,514.0,132,3-4-3,294,0.12878787878787878,,
rf_rank,21,3-4-3,17.0,117,645,11,15,562.0,132,3-4-3,294,0.12878787878787878,,
ma3,21,3-5-2,27.0,85,468,11,15,65.99999999999999,132,3-4-3,294,0.20454545454545456,,
pos,21,3-5-2,2.0,788,787,11,15,35.7,132,3-4-3,294,0.015151515151515152,,
rf,22,3-5-2,53.0,19,373,11,15,81.5,153,3-4-3,757,0.3464052287581699,,
rf_relaxed,22,3-5-2,53.0,19,210,11,15,81.5,153,3-4-3,757,0.3464052287581699,,
rf_optfill,22,3-5-2,53.0,19,373,11,15,81.5,153,3-4-3,757,0.3464052287581699,,False
rf_pos,22,5-4-1,16.0,573,576,11,15,608.0,153,3-4-3,757,0.10457516339869281,,
rf_rank,22,3-4-3,8.0,590,174,11,15,515.0,153,3-4-3,757,0.05228758169934641,,
ma3,22,3-5-2,61.0,236,468,11,15,67.5,153,3-4-3,757,0.39869281045751637,,
pos,22,3-4-3,7.0,188,237,11,15,55.099999999999994,153,3-4-3,757,0.0457516339869281,,
rf,23,3-5-2,51.0,19,308,11,15,84.7,154,3-5-2,353,0.33116883116883117,,
rf_relaxed,23,3-5-2,51.0,19,308,11,15,84.7,154,3-5-2,353,0.33116883116883117,,
rf_optfill,23,3-5-2,51.0,19,308,11,15,84.7,154,3-5-2,353,0.33116883116883117,,False
rf_pos,23,5-3-2,14.0,260,294,11,15,582.0,154,3-5-2,353,0.09090909090909091,,
rf_rank,23,3-4-3,17.0,328,225,11,15,499.0,154,3-5-2,353,0.11038961038961038,,
ma3,23,3-5-2,39.0,294,362,11,15,63.8,154,3-5-2,353,0.2532467532467532,,
pos,23,3-4-3,-1.0,1,61,11,15,50.3,154,3-5-2,353,-0.006493506493506494,,
rf,24,3-5-2,78.0,14,540,11,15,72.0,143,3-5-2,540,0.5454545454545454,,
rf_relaxed,24,3-5-2,78.0,14,19,11,15,72.0,143,3-5-2,540,0.5454545454545454,,
rf_optfill,24,3-5-2,78.0,14,540,11,15,72.0,143,3-5-2,540,0.5454545454545454,,False
rf_pos,24,5-3-2,35.0,173,711,11,15,603.0,143,3-5-2,540,0.24475524475524477,,
rf_rank,24,3-4-3,6.0,135,658,11,15,542.0,143,3-5-2,540,0.04195804195804196,,
ma3,24,3-5-2,37.0,294,236,11,15,60.599999999999994,143,3-5-2,540,0.25874125874125875,,
pos,24,3-4-3,17.0,704,154,11,15,50.3,143,3-5-2,540,0.11888111888111888,,
rf,25,3-5-2,51.0,349,19,11,15,72.7,134,3-4-3,122,0.3805970149253731,,
rf_relaxed,25,3-5-2,45.0,349,19,11,15,74.10000000000001,134,3-4-3,122,0.3358208955223881,,
rf_optfill,25,3-5-2,51.0,349,19,11,15,72.7,134,3-4-3,122,0.3805970149253731,,False
rf_pos,25,5-4-1,16.0,220,142,11,15,527.0,134,3-4-3,122,0.11940298507462686,,
rf_rank,25,3-4-3,12.0,193,85,10,15,511.0,134,3-4-3,122,0.08955223880597014,,
ma3,25,3-4-3,44.0,509,757,11,15,69.6,134,3-4-3,122,0.3283582089552239,,
pos,25,3-4-3,26.0,61,60,11,15,55.4,134,3-4-3,122,0.19402985074626866,,
rf,26,3-5-2,29.0,349,19,11,15,71.99999999999999,140,4-5-1,526,0.20714285714285716,,
rf_relaxed,26,3-5-2,29.0,349,117,11,15,71.99999999999999,140,4-5-1,526,0.20714285714285716,,
rf_optfill,26,3-5-2,29.0,349,19,11,15,71.99999999999999,140,4-5-1,526,0.20714285714285716,,False
rf_pos,26,5-4-1,37.0,29,522,11,15,556.0,140,4-5-1,526,0.2642857142857143,,
rf_rank,26,3-4-3,11.0,117,13,11,15,551.0,140,4-5-1,526,0.07857142857142857,,
ma3,26,3-4-3,55.0,19,353,11,15,72.49999999999999,140,4-5-1,526,0.39285714285714285,,
pos,26,3-4-3,5.0,127,82,11,15,48.2,140,4-5-1,526,0.03571428571428571,,
rf,27,3-5-2,53.0,19,396,11,15,73.3,138,3-5-2,353,0.38405797101449274,,
rf_relaxed,27,3-5-2,62.0,19,396,11,15,74.99999999999999,138,3-5-2,353,0.4492753623188406,,
rf_optfill,27,3-5-2,53.0,19,396,11,15,73.3,138,3-5-2,353,0.38405797101449274,,False
rf_pos,27,4-5-1,26.0,511,395,11,15,526.0,138,3-5-2,353,0.18840579710144928,,
rf_rank,27,3-4-3,13.0,590,326,11,15,536.0,138,3-5-2,353,0.09420289855072464,,
ma3,27,3-4-3,58.0,19,60,11,15,64.3,138,3-5-2,353,0.42028985507246375,,
pos,27,3-4-3,8.0,785,100,11,15,49.7,138,3-5-2,353,0.057971014492753624,,
rf,28,3-5-2,25.0,355,396,11,15,85.60000000000001,125,3-5-2,516,0.2,,
rf_relaxed,28,3-5-2,25.0,355,396,11,15,85.80000000000001,125,3-5-2,516,0.2,,
rf_optfill,28,3-5-2,25.0,355,396,11,15,85.60000000000001,125,3-5-2,516,0.2,,False
rf_pos,28,5-4-1,8.0,639,387,11,15,512.0,125,3-5-2,516,0.064,,
rf_rank,28,3-4-3,6.0,631,207,11,15,512.0,125,3-5-2,516,0.048,,
ma3,28,3-5-2,36.0,19,6,11,15,80.4,125,3-5-2,516,0.288,,
pos,28,3-5-2,10.0,839,838,11,15,39.5,125,3-5-2,516,0.08,,
rf,29,3-5-2,29.0,526,60,11,15,66.8,95,4-3-3,279,0.30526315789473685,,
rf_optfill,29,3-5-2,29.0,526,60,11,15,66.8,95,4-3-3,279,0.30526315789473685,,False
rf_pos,29,5-3-2,29.0,602,90,11,15,537.0,95,4-3-3,279,0.30526315789473685,,
rf_rank,29,3-4-3,6.0,714,631,11,15,484.0,95,4-3-3,279,0.06315789473684211,,
pos,29,3-5-2,8.0,839,21,11,15,54.699999999999996,95,4-3-3,279,0.08421052631578947,,
rf,30,3-5-2,43.0,19,355,11,15,86.50000000000001,140,3-5-2,775,0.30714285714285716,,
rf_relaxed,30,3-5-2,43.0,19,355,11,15,86.5,140,3-5-2,775,0.30714285714285716,,
rf_optfill,30,3-5-2,43.0,19,355,11,15,86.50000000000001,140,3-5-2,775,0.30714285714285716,,False
rf_pos,30,3-5-2,27.0,808,6,11,15,634.0,140,3-5-2,775,0.19285714285714287,,
rf_rank,30,4-3-3,6.0,714,562,11,15,519.0,140,3-5-2,775,0.04285714285714286,,
ma3,30,3-5-2,46.0,6,19,11,15,84.8,140,3-5-2,775,0.32857142857142857,,
pos,30,3-4-3,3.0,61,60,11,15,45.8,140,3-5-2,775,0.02142857142857143,,
rf,31,3-5-2,26.0,355,19,11,15,89.0,135,4-5-1,353,0.1925925925925926,,
rf_relaxed,31,3-5-2,26.0,355,19,11,15,89.0,135,4-5-1,353,0.1925925925925926,,
rf_optfill,31,3-5-2,26.0,355,19,11,15,89.0,135,4-5-1,353,0.1925925925925926,,False
rf_pos,31,3-5-2,71.0,353,344,11,15,693.0,135,4-5-1,353,0.5259259259259259,,
rf_rank,31,4-3-3,8.0,714,168,11,15,524.0,135,4-5-1,353,0.05925925925925926,,
ma3,31,3-5-2,63.0,6,353,11,15,65.5,135,4-5-1,353,0.4666666666666667,,
pos,31,3-5-2,1.0,845,844,11,15,50.3,135,4-5-1,353,0.007407407407407408,,
rf,32,3-5-2,86.0,349,355,11,15,86.89999999999999,126,3-5-2,349,0.6825396825396826,,
rf_relaxed,32,3-5-2,89.0,349,355,11,15,85.39999999999999,126,3-5-2,349,0.7063492063492064,,
rf_optfill,32,3-5-2,86.0,349,355,11,15,86.89999999999999,126,3-5-2,349,0.6825396825396826,,False
rf_pos,32,3-5-2,35.0,309,565,11,15,653.0,126,3-5-2,349,0.2777777777777778,,
rf_rank,32,4-3-3,9.0,331,264,11,15,515.0,126,3-5-2,349,0.07142857142857142,,
ma3,32,3-4-3,46.0,362,29,11,15,65.3,126,3-5-2,349,0.36507936507936506,,
pos,32,3-5-2,4.0,847,846,11,15,39.7,126,3-5-2,349,0.031746031746031744,,
rf,33,3-5-2,63.0,303,516,11,15,83.10000000000001,161,3-5-2,362,0.391304347826087,,
rf_relaxed,33,3-5-2,63.0,303,516,11,15,83.10000000000001,161,3-5-2,362,0.391304347826087,,
rf_optfill,33,3-5-2,63.0,303,516,11,15,83.10000000000001,161,3-5-2,362,0.391304347826087,,False
rf_pos,33,3-5-2,39.0,308,660,11,15,640.0,161,3-5-2,362,0.2422360248447205,,
rf_rank,33,4-3-3,10.0,193,85,11,15,505.0,161,3-5-2,362,0.062111801242236024,,
ma3,33,3-5-2,85.0,362,415,11,15,62.8,161,3-5-2,362,0.5279503105590062,,
pos,33,3-5-2,15.0,26,852,11,15,51.6,161,3-5-2,362,0.09316770186335403,,
rf,34,3-5-2,24.0,308,205,11,15,71.89999999999999,160,4-4-2,29,0.15,,
rf_relaxed,34,3-5-2,24.0,308,205,11,15,71.89999999999999,160,4-4-2,29,0.15,,
rf_optfill,34,3-5-2,24.0,308,205,11,15,71.89999999999999,160,4-4-2,29,0.15,,False
rf_pos,34,3-5-2,46.0,77,603,11,15,662.0,160,4-4-2,29,0.2875,,
rf_rank,34,4-3-3,19.0,631,327,11,15,527.0,160,4-4-2,29,0.11875,,
ma3,34,3-5-2,59.0,362,415,11,15,72.79999999999998,160,4-4-2,29,0.36875,,
pos,34,3-5-2,15.0,857,856,11,15,37.0,160,4-4-2,29,0.09375,,
rf,35,3-5-2,28.0,308,516,11,15,83.3,138,4-4-2,194,0.2028985507246377,,
rf_relaxed,35,3-4-3,25.0,308,516,11,15,81.9,138,4-4-2,194,0.18115942028985507,,
rf_optfill,35,3-5-2,28.0,308,516,11,15,83.3,138,4-4-2,194,0.2028985507246377,,False
rf_pos,35,3-5-2,61.0,6,520,11,15,701.0,138,4-4-2,194,0.4420289855072464,,
rf_rank,35,4-3-3,11.0,314,135,11,15,489.0,138,4-4-2,194,0.07971014492753623,,
ma3,35,3-5-2,41.0,362,373,11,15,67.2,138,4-4-2,194,0.2971014492753623,,
pos,35,3-5-2,18.0,26,860,11,15,42.6,138,4-4-2,194,0.13043478260869565,,
rf,36,3-5-2,69.0,308,19,11,15,82.39999999999999,158,3-5-2,355,0.43670886075949367,,
rf_relaxed,36,3-5-2,63.0,516,308,11,15,82.39999999999999,158,3-5-2,355,0.3987341772151899,,
rf_optfill,36,3-5-2,69.0,308,19,11,15,82.39999999999999,158,3-5-2,355,0.43670886075949367,,False
rf_pos,36,3-5-2,60.0,382,362,11,15,618.0,158,3-5-2,355,0.379746835443038,,
rf_rank,36,4-3-3,25.0,82,486,11,15,502.0,158,3-5-2,355,0.15822784810126583,,
ma3,36,3-5-2,37.0,373,362,11,15,73.5,158,3-5-2,355,0.23417721518987342,,
pos,36,3-5-2,13.0,22,860,11,15,51.800000000000004,158,3-5-2,355,0.08227848101265822,,
rf,37,3-5-2,37.0,516,19,11,15,78.20000000000002,122,3-4-3,355,0.30327868852459017,,
rf_relaxed,37,3-5-2,36.0,516,19,11,15,78.9,122,3-4-3,355,0.29508196721311475,,
rf_optfill,37,3-5-2,37.0,516,19,11,15,78.20000000000002,122,3-4-3,355,0.30327868852459017,,False
rf_pos,37,3-5-2,47.0,6,208,11,15,597.0,122,3-4-3,355,0.38524590163934425,,
rf_rank,37,4-3-3,3.0,593,468,9,15,535.0,122,3-4-3,355,0.02459016393442623,,
ma3,37,3-5-2,64.0,373,616,11,15,74.5,122,3-4-3,355,0.5245901639344263,,
pos,37,3-5-2,25.0,26,862,11,15,42.5,122,3-4-3,355,0.20491803278688525,,
rf,38,3-5-2,63.0,14,355,11,15,90.60000000000001,165,3-5-2,232,0.38181818181818183,,
rf_relaxed,38,3-5-2,55.0,355,14,11,15,90.60000000000001,165,3-5-2,232,0.3333333333333333,,
rf_optfill,38,3-5-2,63.0,14,355,11,15,90.60000000000001,165,3-5-2,232,0.38181818181818183,,False
rf_pos,38,3-5-2,35.0,382,303,11,15,579.0,165,3-5-2,232,0.21212121212121213,,
rf_rank,38,4-3-3,1.0,848,225,11,15,480.0,165,3-5-2,232,0.006060606060606061,,
ma3,38,4-4-2,32.0,6,540,11,15,77.5,165,3-5-2,232,0.19393939393939394,,
pos,38,3-5-2,2.0,9,866,11,15,44.8,165,3-5-2,232,0.012121212121212121,,
