method,gw,formation,xi_points,captain_id,vice_id,n_truth_matched,n_candidates,budget_used,optimum_points,optimum_formation,optimum_captain_id,efficiency,notes,used_fallback
pos,10,3-4-3,30.0,326,323,11,15,58.9,130,3-5-2,306,0.23076923076923078,,
rf,11,3-4-3,33.0,160,318,11,15,84.6,117,3-4-3,142,0.28205128205128205,,
rf_relaxed,11,3-4-3,33.0,160,318,11,15,84.6,117,3-4-3,142,0.28205128205128205,,
rf_optfill,11,3-4-3,33.0,160,318,11,15,84.6,117,3-4-3,142,0.28205128205128205,,False
rf_pos,11,4-5-1,33.0,420,465,11,15,668.0,117,3-4-3,142,0.28205128205128205,,
rf_rank,11,3-4-3,12.0,288,394,11,15,579.0,117,3-4-3,142,0.10256410256410256,,
ma3,11,3-5-2,37.0,318,111,11,15,84.7,117,3-4-3,142,0.3162393162393162,,
pos,11,3-4-3,7.0,11,137,11,15,58.0,117,3-4-3,142,0.05982905982905983,,
rf,12,3-4-3,51.0,283,279,11,15,85.1,110,4-5-1,281,0.4636363636363636,,
rf_relaxed,12,3-4-3,51.0,283,261,11,15,85.1,110,4-5-1,281,0.4636363636363636,,
rf_optfill,12,3-4-3,51.0,283,279,11,15,85.1,110,4-5-1,281,0.4636363636363636,,False
rf_pos,12,4-5-1,37.0,64,480,11,15,607.0,110,4-5-1,281,0.33636363636363636,,
rf_rank,12,3-4-3,9.0,528,242,11,15,535.0,110,4-5-1,281,0.08181818181818182,,
ma3,12,3-5-2,32.0,111,428,11,15,78.5,110,4-5-1,281,0.2909090909090909,,
pos,12,3-4-3,14.0,123,95,11,15,46.099999999999994,110,4-5-1,281,0.12727272727272726,,
rf,13,3-4-3,39.0,283,285,11,15,94.30000000000001,129,3-4-3,461,0.3023255813953488,,
rf_relaxed,13,3-4-3,39.0,283,285,11,15,95.2,129,3-4-3,461,0.3023255813953488,,
rf_optfill,13,3-4-3,39.0,283,285,11,15,94.30000000000001,129,3-4-3,461,0.3023255813953488,,False
rf_pos,13,4-5-1,30.0,465,312,11,15,680.0,129,3-4-3,461,0.23255813953488372,,
rf_rank,13,3-4-3,14.0,237,80,11,15,558.0,129,3-4-3,461,0.10852713178294573,,
ma3,13,3-5-2,54.0,314,318,11,15,76.8,129,3-4-3,461,0.4186046511627907,,
pos,13,3-4-3,15.0,597,496,11,15,51.7,129,3-4-3,461,0.11627906976744186,,
rf,14,3-4-3,41.0,314,318,11,15,92.3,137,3-4-3,356,0.29927007299270075,,
rf_relaxed,14,3-4-3,41.0,314,318,11,15,92.3,137,3-4-3,356,0.29927007299270075,,
rf_optfill,14,3-4-3,41.0,314,318,11,15,92.3,137,3-4-3,356,0.29927007299270075,,False
rf_pos,14,3-5-2,36.0,130,526,11,15,642.0,137,3-4-3,356,0.26277372262773724,,
rf_rank,14,3-4-3,28.0,397,594,11,15,596.0,137,3-4-3,356,0.20437956204379562,,
ma3,14,3-5-2,37.0,314,318,11,15,76.2,137,3-4-3,356,0.27007299270072993,,
pos,14,3-4-3,10.0,596,585,11,15,51.3,137,3-4-3,356,0.072992700729927,,
rf,15,3-5-2,70.0,28,283,11,15,86.3,132,3-5-2,535,0.5303030303030303,,
rf_relaxed,15,3-5-2,56.0,28,283,11,15,85.6,132,3-5-2,535,0.42424242424242425,,
rf_optfill,15,3-5-2,70.0,28,283,11,15,86.3,132,3-5-2,535,0.5303030303030303,,False
rf_pos,15,4-5-1,49.0,346,128,11,15,571.0,132,3-5-2,535,0.3712121212121212,,
rf_rank,15,3-4-3,15.0,166,354,11,15,623.0,132,3-5-2,535,0.11363636363636363,,
ma3,15,4-3-3,50.0,281,13,11,15,77.9,132,3-5-2,535,0.3787878787878788,,
pos,15,3-4-3,28.0,619,618,11,15,52.7,132,3-5-2,535,0.21212121212121213,,
rf,16,3-4-3,24.0,318,428,11,15,87.10000000000001,132,3-4-3,7,0.18181818181818182,,
rf_relaxed,16,3-4-3,24.0,318,428,11,15,87.10000000000001,132,3-4-3,7,0.18181818181818182,,
rf_optfill,16,3-4-3,24.0,318,428,11,15,87.10000000000001,132,3-4-3,7,0.18181818181818182,,False
rf_pos,16,4-5-1,11.0,374,3,11,15,552.0,132,3-4-3,7,0.08333333333333333,,
rf_rank,16,3-4-3,15.0,150,166,11,15,517.0,132,3-4-3,7,0.11363636363636363,,
ma3,16,4-5-1,43.0,369,356,11,15,65.9,132,3-4-3,7,0.32575757575757575,,
pos,16,3-4-3,46.0,80,597,11,15,53.2,132,3-4-3,7,0.3484848484848485,,
rf,17,3-5-2,73.0,283,311,11,15,88.50000000000001,138,3-4-3,210,0.5289855072463768,,
rf_relaxed,17,3-5-2,73.0,283,311,11,15,88.50000000000001,138,3-4-3,210,0.5289855072463768,,
rf_optfill,17,3-5-2,73.0,283,311,11,15,88.50000000000001,138,3-4-3,210,0.5289855072463768,,False
rf_pos,17,4-5-1,29.0,124,33,11,15,661.0,138,3-4-3,210,0.21014492753623187,,
rf_rank,17,3-4-3,10.0,671,177,11,15,515.0,138,3-4-3,210,0.07246376811594203,,
ma3,17,3-5-2,59.0,369,301,11,15,80.5,138,3-4-3,210,0.427536231884058,,
pos,17,3-4-3,13.0,80,657,11,15,50.8,138,3-4-3,210,0.09420289855072464,,
rf,18,3-4-3,47.0,283,304,11,15,81.20000000000002,114,4-5-1,7,0.41228070175438597,,
rf_relaxed,18,3-4-3,47.0,283,304,11,15,81.20000000000002,114,4-5-1,7,0.41228070175438597,,
rf_optfill,18,3-4-3,47.0,283,304,11,15,81.20000000000002,114,4-5-1,7,0.41228070175438597,,False
rf_pos,18,4-5-1,21.0,676,261,11,15,598.0,114,4-5-1,7,0.18421052631578946,,
rf_rank,18,3-4-3,2.0,660,447,11,15,520.0,114,4-5-1,7,0.017543859649122806,,
ma3,18,3-5-2,39.0,535,357,11,15,62.7,114,4-5-1,7,0.34210526315789475,,
pos,18,3-4-3,28.0,541,528,11,15,53.6,114,4-5-1,7,0.24561403508771928,,
rf,19,3-5-2,43.0,300,283,11,15,92.8,127,3-4-3,427,0.33858267716535434,,
rf_relaxed,19,3-5-2,43.0,300,318,11,15,92.8,127,3-4-3,427,0.33858267716535434,,
rf_optfill,19,3-5-2,43.0,300,283,11,15,92.8,127,3-4-3,427,0.33858267716535434,,False
rf_pos,19,4-5-1,14.0,464,440,11,15,637.0,127,3-4-3,427,0.11023622047244094,,
rf_rank,19,3-4-3,20.0,237,411,11,15,511.0,127,3-4-3,427,0.15748031496062992,,
ma3,19,3-5-2,52.0,357,535,11,15,77.19999999999999,127,3-4-3,427,0.4094488188976378,,
pos,19,3-5-2,-2.0,690,689,11,15,36.3,127,3-4-3,427,-0.015748031496062992,,
rf,20,3-4-3,77.0,357,254,11,15,92.7,133,3-5-2,107,0.5789473684210527,,
rf_relaxed,20,3-4-3,77.0,357,254,11,15,92.7,133,3-5-2,107,0.5789473684210527,,
rf_optfill,20,3-4-3,77.0,357,254,11,15,92.7,133,3-5-2,107,0.5789473684210527,,False
rf_pos,20,4-5-1,36.0,86,283,11,15,636.0,133,3-5-2,107,0.2706766917293233,,
rf_rank,20,3-4-3,22.0,397,80,11,15,562.0,133,3-5-2,107,0.16541353383458646,,
ma3,20,3-5-2,69.0,7,80,11,15,70.39999999999999,133,3-5-2,107,0.518796992481203,,
pos,20,3-4-3,19.0,671,54,11,15,51.50000000000001,133,3-5-2,107,0.14285714285714285,,
rf,21,3-4-3,67.0,357,152,11,15,85.30000000000001,122,3-4-3,318,0.5491803278688525,,
rf_relaxed,21,3-4-3,67.0,357,152,11,15,85.30000000000001,122,3-4-3,318,0.5491803278688525,,
rf_optfill,21,3-4-3,67.0,357,152,11,15,85.30000000000001,122,3-4-3,318,0.5491803278688525,,False
rf_pos,21,4-5-1,38.0,79,88,11,15,596.0,122,3-4-3,318,0.3114754098360656,,
rf_rank,21,3-4-3,13.0,682,671,11,15,528.0,122,3-4-3,318,0.10655737704918032,,
ma3,21,3-5-2,60.0,332,357,11,15,77.6,122,3-4-3,318,0.4918032786885246,,
pos,21,3-4-3,16.0,80,40,11,15,58.9,122,3-4-3,318,0.13114754098360656,,
rf,22,3-4-3,13.0,225,465,11,15,85.10000000000001,131,4-3-3,199,0.09923664122137404,,
rf_relaxed,22,3-4-3,13.0,225,357,11,15,85.10000000000001,131,4-3-3,199,0.09923664122137404,,
rf_optfill,22,3-4-3,13.0,225,465,11,15,85.10000000000001,131,4-3-3,199,0.09923664122137404,,False
rf_pos,22,3-5-2,26.0,189,88,11,15,553.0,131,4-3-3,199,0.1984732824427481,,
rf_rank,22,3-4-3,5.0,380,237,11,15,531.0,131,4-3-3,199,0.03816793893129771,,
ma3,22,3-5-2,30.0,107,303,11,15,68.8,131,4-3-3,199,0.22900763358778625,,
pos,22,3-4-3,11.0,110,125,11,15,49.500000000000014,131,4-3-3,199,0.08396946564885496,,
rf,23,3-5-2,41.0,318,357,11,15,82.0,117,3-5-2,301,0.3504273504273504,,
rf_relaxed,23,3-4-3,40.0,318,357,11,15,82.89999999999999,117,3-5-2,301,0.3418803418803419,,
rf_optfill,23,3-5-2,41.0,318,357,11,15,82.0,117,3-5-2,301,0.3504273504273504,,False
rf_pos,23,5-4-1,20.0,741,290,11,15,618.0,117,3-5-2,301,0.17094017094017094,,
rf_rank,23,3-4-3,24.0,80,28,11,15,618.0,117,3-5-2,301,0.20512820512820512,,
ma3,23,3-5-2,44.0,107,303,11,15,76.0,117,3-5-2,301,0.37606837606837606,,
pos,23,4-3-3,10.0,345,669,11,15,49.0,117,3-5-2,301,0.08547008547008547,,
rf,24,3-4-3,57.0,318,427,11,15,82.40000000000002,128,4-5-1,335,0.4453125,,
rf_relaxed,24,3-4-3,57.0,318,427,11,15,82.40000000000002,128,4-5-1,335,0.4453125,,
rf_optfill,24,3-4-3,57.0,318,427,11,15,82.40000000000002,128,4-5-1,335,0.4453125,,False
rf_pos,24,5-4-1,28.0,64,388,11,15,627.0,128,4-5-1,335,0.21875,,
rf_rank,24,3-4-3,8.0,659,447,11,15,574.0,128,4-5-1,335,0.0625,,
ma3,24,3-4-3,46.0,133,124,11,15,67.1,128,4-5-1,335,0.359375,,
pos,24,4-3-3,21.0,166,354,11,15,49.3,128,4-5-1,335,0.1640625,,
rf,25,3-5-2,43.0,318,283,11,15,92.69999999999999,139,4-4-2,19,0.30935251798561153,,
rf_relaxed,25,3-5-2,43.0,318,301,11,15,92.7,139,4-4-2,19,0.30935251798561153,,
rf_optfill,25,3-5-2,43.0,318,283,11,15,92.69999999999999,139,4-4-2,19,0.30935251798561153,,False
rf_pos,25,4-5-1,44.0,433,301,11,15,690.0,139,4-4-2,19,0.31654676258992803,,
rf_rank,25,3-4-3,8.0,662,218,11,15,518.0,139,4-4-2,19,0.05755395683453238,,
ma3,25,3-4-3,48.0,262,40,11,15,79.0,139,4-4-2,19,0.34532374100719426,,
pos,25,4-3-3,38.0,700,695,11,15,52.39999999999999,139,4-4-2,19,0.2733812949640288,,
rf,26,3-5-2,49.0,301,357,11,15,89.4,148,3-5-2,283,0.3310810810810811,,
rf_relaxed,26,3-4-3,48.0,301,283,11,15,94.4,148,3-5-2,283,0.32432432432432434,,
rf_optfill,26,3-5-2,49.0,301,357,11,15,89.4,148,3-5-2,283,0.3310810810810811,,False
rf_pos,26,5-4-1,32.0,21,64,11,15,499.0,148,3-5-2,283,0.21621621621621623,,
rf_rank,26,3-4-3,8.0,30,660,11,15,595.0,148,3-5-2,283,0.05405405405405406,,
ma3,26,5-3-2,33.0,262,40,11,15,61.6,148,3-5-2,283,0.22297297297297297,,
pos,26,5-3-2,19.0,17,16,11,15,50.29999999999999,148,3-5-2,283,0.12837837837837837,,
rf,27,3-4-3,64.0,318,301,11,15,92.9,122,3-4-3,111,0.5245901639344263,,
rf_relaxed,27,3-4-3,64.0,318,301,11,15,92.89999999999999,122,3-4-3,111,0.5245901639344263,,
rf_optfill,27,3-4-3,64.0,318,301,11,15,92.9,122,3-4-3,111,0.5245901639344263,,False
rf_pos,27,3-5-2,31.0,7,71,11,15,625.0,122,3-4-3,111,0.2540983606557377,,
rf_rank,27,3-4-3,23.0,255,391,11,15,560.0,122,3-4-3,111,0.1885245901639344,,
ma3,27,5-4-1,40.0,335,13,11,15,74.7,122,3-4-3,111,0.32786885245901637,,
pos,27,4-3-3,8.0,684,685,11,15,41.3,122,3-4-3,111,0.06557377049180328,,
rf,28,3-5-2,47.0,427,261,11,15,76.89999999999999,118,3-5-2,13,0.3983050847457627,,
rf_relaxed,28,3-5-2,47.0,427,261,11,15,76.89999999999999,118,3-5-2,13,0.3983050847457627,,
rf_optfill,28,3-5-2,47.0,427,261,11,15,76.89999999999999,118,3-5-2,13,0.3983050847457627,,False
rf_pos,28,4-5-1,51.0,71,13,11,15,590.0,118,3-5-2,13,0.4322033898305085,,
rf_rank,28,3-4-3,14.0,496,666,11,15,496.0,118,3-5-2,13,0.11864406779661017,,
ma3,28,5-3-2,49.0,19,445,11,15,62.5,118,3-5-2,13,0.4152542372881356,,
pos,28,4-3-3,0.0,11,732,11,15,46.0,118,3-5-2,13,0.0,,
rf,29,3-5-2,47.0,7,318,11,15,91.49999999999999,118,3-4-3,301,0.3983050847457627,,
rf_relaxed,29,3-5-2,47.0,7,318,11,15,91.49999999999999,118,3-4-3,301,0.3983050847457627,,
rf_optfill,29,3-5-2,47.0,7,318,11,15,91.49999999999999,118,3-4-3,301,0.3983050847457627,,False
rf_pos,29,4-5-1,39.0,19,691,11,15,580.0,118,3-4-3,301,0.3305084745762712,,
rf_rank,29,3-4-3,13.0,155,619,9,15,559.0,118,3-4-3,301,0.11016949152542373,,
ma3,29,3-5-2,40.0,283,280,11,15,84.5,118,3-4-3,301,0.3389830508474576,,
pos,29,3-4-3,13.0,690,218,11,15,52.900000000000006,118,3-4-3,301,0.11016949152542373,,
rf,30,3-4-3,52.0,318,407,11,15,74.60000000000001,123,3-5-2,171,0.42276422764227645,,
rf_relaxed,30,3-4-3,52.0,318,407,11,15,74.60000000000001,123,3-5-2,171,0.42276422764227645,,
rf_optfill,30,3-4-3,52.0,318,407,11,15,74.60000000000001,123,3-5-2,171,0.42276422764227645,,False
rf_pos,30,3-5-2,52.0,371,373,11,15,550.0,123,3-5-2,171,0.42276422764227645,,
rf_rank,30,4-3-3,22.0,168,30,11,15,605.0,123,3-5-2,171,0.17886178861788618,,
ma3,30,3-5-2,43.0,283,185,11,15,78.60000000000001,123,3-5-2,171,0.34959349593495936,,
pos,30,3-4-3,11.0,585,237,11,15,53.400000000000006,123,3-5-2,171,0.08943089430894309,,
rf,31,3-4-3,67.0,427,428,11,15,84.29999999999998,146,3-4-3,288,0.4589041095890411,,
rf_relaxed,31,3-4-3,61.0,427,428,11,15,81.89999999999999,146,3-4-3,288,0.4178082191780822,,
rf_optfill,31,3-4-3,67.0,427,428,11,15,84.29999999999998,146,3-4-3,288,0.4589041095890411,,False
rf_pos,31,4-5-1,57.0,283,104,11,15,651.0,146,3-4-3,288,0.3904109589041096,,
rf_rank,31,4-3-3,25.0,591,447,11,15,533.0,146,3-4-3,288,0.17123287671232876,,
ma3,31,3-4-3,34.0,233,594,11,15,71.9,146,3-4-3,288,0.2328767123287671,,
pos,31,3-4-3,4.0,447,714,11,15,50.60000000000001,146,3-4-3,288,0.0273972602739726,,
rf,32,3-5-2,45.0,427,283,11,15,84.7,129,3-5-2,288,0.3488372093023256,,
rf_relaxed,32,3-5-2,45.0,427,283,11,15,84.7,129,3-5-2,288,0.3488372093023256,,
rf_optfill,32,3-5-2,45.0,427,283,11,15,84.7,129,3-5-2,288,0.3488372093023256,,False
rf_pos,32,4-5-1,38.0,423,283,11,15,751.0,129,3-5-2,288,0.29457364341085274,,
rf_rank,32,4-3-3,9.0,662,700,11,15,522.0,129,3-5-2,288,0.06976744186046512,,
ma3,32,3-4-3,80.0,19,594,11,15,71.30000000000001,129,3-5-2,288,0.6201550387596899,,
pos,32,3-4-3,5.0,476,394,11,15,50.0,129,3-5-2,288,0.03875968992248062,,
rf,33,3-4-3,73.0,80,283,11,15,99.79999999999998,140,3-4-3,301,0.5214285714285715,,
rf_relaxed,33,3-4-3,73.0,80,283,11,15,99.79999999999998,140,3-4-3,301,0.5214285714285715,,
rf_optfill,33,3-4-3,73.0,80,283,11,15,99.79999999999998,140,3-4-3,301,0.5214285714285715,,False
rf_pos,33,4-5-1,29.0,104,365,11,15,619.0,140,3-4-3,301,0.20714285714285716,,
rf_rank,33,4-3-3,20.0,453,496,11,15,495.0,140,3-4-3,301,0.14285714285714285,,
ma3,33,3-5-2,48.0,40,169,11,15,72.30000000000001,140,3-4-3,301,0.34285714285714286,,
pos,33,3-4-3,11.0,40,732,11,15,50.80000000000001,140,3-4-3,301,0.07857142857142857,,
rf,34,3-5-2,40.0,427,318,11,15,87.89999999999999,127,3-5-2,308,0.31496062992125984,,
rf_relaxed,34,3-5-2,40.0,427,428,11,15,87.89999999999999,127,3-5-2,308,0.31496062992125984,,
rf_optfill,34,3-5-2,40.0,427,318,11,15,87.89999999999999,127,3-5-2,308,0.31496062992125984,,False
rf_pos,34,4-5-1,22.0,365,13,11,15,608.0,127,3-5-2,308,0.1732283464566929,,
rf_rank,34,4-3-3,9.0,657,319,11,15,537.0,127,3-5-2,308,0.07086614173228346,,
ma3,34,3-5-2,35.0,288,305,11,15,79.60000000000001,127,3-5-2,308,0.2755905511811024,,
pos,34,3-4-3,14.0,191,447,11,15,54.60000000000001,127,3-5-2,308,0.11023622047244094,,
rf,35,4-3-3,43.0,318,448,11,15,92.6,144,3-5-2,534,0.2986111111111111,,
rf_relaxed,35,3-4-3,49.0,318,448,11,15,95.19999999999999,144,3-5-2,534,0.3402777777777778,,
rf_optfill,35,4-3-3,43.0,318,448,11,15,92.6,144,3-5-2,534,0.2986111111111111,,False
rf_pos,35,4-5-1,40.0,186,46,11,15,541.0,144,3-5-2,534,0.2777777777777778,,
rf_rank,35,4-3-3,11.0,297,30,11,15,584.0,144,3-5-2,534,0.0763888888888889,,
ma3,35,3-4-3,38.0,318,301,11,15,85.2,144,3-5-2,534,0.2638888888888889,,
pos,35,3-4-3,2.0,447,714,11,15,50.400000000000006,144,3-5-2,534,0.013888888888888888,,
rf,36,3-4-3,68.0,318,478,11,15,91.99999999999999,144,3-5-2,300,0.4722222222222222,,
rf_relaxed,36,3-4-3,68.0,318,478,11,15,92.0,144,3-5-2,300,0.4722222222222222,,
rf_optfill,36,3-4-3,68.0,318,478,11,15,91.99999999999999,144,3-5-2,300,0.4722222222222222,,False
rf_pos,36,4-5-1,34.0,468,169,11,15,576.0,144,3-5-2,300,0.2361111111111111,,
rf_rank,36,4-3-3,17.0,394,496,11,15,512.0,144,3-5-2,300,0.11805555555555555,,
ma3,36,3-4-3,55.0,318,356,11,15,83.0,144,3-5-2,300,0.3819444444444444,,
pos,36,3-4-3,13.0,191,625,11,15,58.50000000000001,144,3-5-2,300,0.09027777777777778,,
rf,37,3-5-2,33.0,81,261,11,15,90.4,120,3-5-2,95,0.275,,
rf_relaxed,37,3-5-2,33.0,81,261,11,15,90.4,120,3-5-2,95,0.275,,
rf_optfill,37,3-5-2,33.0,81,261,11,15,90.4,120,3-5-2,95,0.275,,False
rf_pos,37,4-5-1,22.0,171,374,11,15,532.0,120,3-5-2,95,0.18333333333333332,,
rf_rank,37,4-3-3,12.0,711,123,11,15,506.0,120,3-5-2,95,0.1,,
ma3,37,3-4-3,35.0,534,703,11,15,83.4,120,3-5-2,95,0.2916666666666667,,
pos,37,3-4-3,7.0,62,714,11,15,53.6,120,3-5-2,95,0.058333333333333334,,
rf,38,3-4-3,41.0,283,427,11,15,98.0,139,3-4-3,427,0.2949640287769784,,
rf_relaxed,38,3-4-3,37.0,283,427,11,15,96.89999999999999,139,3-4-3,427,0.26618705035971224,,
rf_optfill,38,3-4-3,41.0,283,427,11,15,98.0,139,3-4-3,427,0.2949640287769784,,False
rf_pos,38,4-5-1,42.0,239,264,11,15,693.0,139,3-4-3,427,0.302158273381295,,
rf_rank,38,4-3-3,34.0,28,625,11,15,528.0,139,3-4-3,427,0.2446043165467626,,
ma3,38,3-5-2,40.0,283,300,11,15,72.80000000000001,139,3-4-3,427,0.28776978417266186,,
pos,38,3-4-3,11.0,690,619,11,15,50.300000000000004,139,3-4-3,427,0.07913669064748201,,
