method,gw,formation,xi_points,captain_id,vice_id,n_truth_matched,n_candidates,budget_used,optimum_points,optimum_formation,optimum_captain_id,efficiency,notes,used_fallback
rf_relaxed,7,3-5-2,43.0,579.0,230.0,11,15,97.00000000000001,120.0,3-4-3,190.0,0.35833333333333334,,
rf_optfill,7,3-5-2,43.0,579.0,230.0,11,15,97.0,120.0,3-4-3,190.0,0.35833333333333334,,False
rf_pos,7,4-5-1,44.0,125.0,173.0,11,15,684.0,120.0,3-4-3,190.0,0.36666666666666664,,
rf_rank,7,3-5-2,10.0,405.0,336.0,11,15,588.0,120.0,3-4-3,190.0,0.08333333333333333,,
ma3,7,4-4-2,49.0,233.0,579.0,11,15,88.49999999999999,120.0,3-4-3,190.0,0.4083333333333333,,
pos,7,3-4-3,9.0,564.0,591.0,11,15,53.99999999999999,120.0,3-4-3,190.0,0.075,,
rf,8,3-4-3,48.0,579.0,233.0,11,15,100.1,138.0,3-5-2,228.0,0.34782608695652173,,
rf_relaxed,8,3-4-3,49.0,579.0,233.0,11,15,100.49999999999999,138.0,3-5-2,228.0,0.35507246376811596,,
rf_optfill,8,3-4-3,48.0,579.0,233.0,11,15,100.1,138.0,3-5-2,228.0,0.34782608695652173,,False
rf_pos,8,4-5-1,31.0,399.0,233.0,11,15,649.0,138.0,3-5-2,228.0,0.2246376811594203,,
rf_rank,8,3-5-2,11.0,66.0,336.0,11,15,576.0,138.0,3-5-2,228.0,0.07971014492753623,,
ma3,8,3-5-2,47.0,256.0,233.0,11,15,81.89999999999999,138.0,3-5-2,228.0,0.34057971014492755,,
pos,8,3-4-3,14.0,20.0,310.0,11,15,41.6,138.0,3-5-2,228.0,0.10144927536231885,,
rf,9,3-4-3,44.0,579.0,525.0,11,15,86.89999999999999,169.0,3-5-2,233.0,0.2603550295857988,,
rf_relaxed,9,3-4-3,40.0,579.0,525.0,11,15,84.39999999999999,169.0,3-5-2,233.0,0.23668639053254437,,
rf_optfill,9,3-4-3,44.0,579.0,525.0,11,15,86.89999999999999,169.0,3-5-2,233.0,0.2603550295857988,,False
rf_pos,9,4-5-1,30.0,365.0,482.0,11,15,638.0,169.0,3-5-2,233.0,0.17751479289940827,,
rf_rank,9,3-5-2,16.0,66.0,336.0,11,15,566.0,169.0,3-5-2,233.0,0.09467455621301775,,
ma3,9,3-4-3,79.0,233.0,205.0,11,15,77.7,169.0,3-5-2,233.0,0.46745562130177515,,
pos,9,4-3-3,23.0,413.0,20.0,11,15,57.3,169.0,3-5-2,233.0,0.13609467455621302,,
rf,10,3-4-3,70.0,64.0,579.0,11,15,81.6,139.0,4-5-1,142.0,0.5035971223021583,,
rf_relaxed,10,3-4-3,70.0,64.0,579.0,11,15,81.6,139.0,4-5-1,142.0,0.5035971223021583,,
rf_optfill,10,3-4-3,70.0,64.0,579.0,11,15,81.6,139.0,4-5-1,142.0,0.5035971223021583,,False
rf_pos,10,4-5-1,33.0,365.0,171.0,11,15,658.0,139.0,4-5-1,142.0,0.23741007194244604,,
rf_rank,10,3-5-2,19.0,336.0,216.0,11,15,567.0,139.0,4-5-1,142.0,0.1366906474820144,,
ma3,10,3-4-3,38.0,233.0,205.0,11,15,89.2,139.0,4-5-1,142.0,0.2733812949640288,,
pos,10,3-4-3,11.0,20.0,40.0,11,15,62.39999999999999,139.0,4-5-1,142.0,0.07913669064748201,,
rf,11,3-4-3,31.0,233.0,230.0,11,15,96.89999999999999,118.0,3-5-2,256.0,0.2627118644067797,,
rf_relaxed,11,3-4-3,32.0,233.0,230.0,11,15,97.6,118.0,3-5-2,256.0,0.2711864406779661,,
rf_optfill,11,3-4-3,31.0,233.0,230.0,11,15,96.89999999999999,118.0,3-5-2,256.0,0.2627118644067797,,False
rf_pos,11,4-5-1,35.0,421.0,171.0,11,15,538.0,118.0,3-5-2,256.0,0.2966101694915254,,
rf_rank,11,3-5-2,4.0,155.0,336.0,11,15,541.0,118.0,3-5-2,256.0,0.03389830508474576,,
ma3,11,3-5-2,28.0,233.0,135.0,11,15,80.3,118.0,3-5-2,256.0,0.23728813559322035,,
