id,web_name,position,team_id,team_name,team_short,now_cost,selected_by_percent,status,chance_of_playing_next_round,form,points_per_game,influence,creativity,threat,ict_index,opp_team_id,opp_team_short,is_home,fdr,gw
148,F.Kadıoğlu,DEF,6,Brighton,BHA,4.5,0.2,a,,0.0,0.0,0.0,1.3,0.0,0.1,9,EVE,False,3,2
149,Igor,DEF,6,Brighton,BHA,4.5,0.1,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
150,Lamptey,DEF,6,Brighton,BHA,4.5,0.4,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
151,Van Hecke,DEF,6,Brighton,BHA,4.5,1.2,a,,2.0,2.0,28.0,1.3,0.0,2.9,9,EVE,False,3,2
152,Veltman,DEF,6,Brighton,BHA,4.5,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
153,Webster,DEF,6,Brighton,BHA,4.5,0.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
154,Cashin,DEF,6,Brighton,BHA,4.0,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
155,Slater,DEF,6,Brighton,BHA,4.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
156,Tasker,DEF,6,Brighton,BHA,4.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
157,Mitoma,MID,6,Brighton,BHA,6.5,6.6,a,,2.0,2.0,0.0,2.4,8.0,0.6,9,EVE,False,3,2
158,Georginio,MID,6,Brighton,BHA,6.0,1.4,a,,6.0,6.0,2.2,1.2,15.0,1.8,9,EVE,False,3,2
159,March,MID,6,Brighton,BHA,6.0,0.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
160,Minteh,MID,6,Brighton,BHA,6.0,1.1,a,,3.0,3.0,0.4,2.9,12.0,1.5,9,EVE,False,3,2
161,Enciso,MID,6,Brighton,BHA,5.5,0.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
162,Gruda,MID,6,Brighton,BHA,5.5,0.0,a,,1.0,1.0,0.2,0.3,4.0,0.5,9,EVE,False,3,2
163,Hinshelwood,MID,6,Brighton,BHA,5.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
164,O'Riley,MID,6,Brighton,BHA,5.5,1.3,a,,10.0,10.0,45.8,44.3,25.0,11.5,9,EVE,False,3,2
165,Sima,MID,6,Brighton,BHA,5.5,0.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
166,Ayari,MID,6,Brighton,BHA,5.0,0.2,a,,3.0,3.0,7.2,3.2,2.0,1.2,9,EVE,False,3,2
167,Baleba,MID,6,Brighton,BHA,5.0,4.6,a,,3.0,3.0,4.0,11.9,1.0,1.7,9,EVE,False,3,2
168,Buonanotte,MID,6,Brighton,BHA,5.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
169,Gomez,MID,6,Brighton,BHA,5.0,0.1,a,,0.0,0.0,7.6,11.3,7.0,2.6,9,EVE,False,3,2
170,Milner,MID,6,Brighton,BHA,5.0,0.1,a,,1.0,1.0,0.0,0.1,0.0,0.0,9,EVE,False,3,2
171,Sarmiento,MID,6,Brighton,BHA,5.0,0.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
172,Watson,MID,6,Brighton,BHA,5.0,0.0,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
173,Wieffer,MID,6,Brighton,BHA,5.0,0.1,a,,4.0,4.0,24.8,2.8,21.0,4.9,9,EVE,False,3,2
174,Yalcouye,MID,6,Brighton,BHA,5.0,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
175,Knight,MID,6,Brighton,BHA,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
176,Mazilu,MID,6,Brighton,BHA,4.5,0.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
177,Moran,MID,6,Brighton,BHA,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
178,Welbeck,FWD,6,Brighton,BHA,6.5,4.0,a,,1.0,1.0,2.2,0.6,2.0,0.5,9,EVE,False,3,2
179,Ferguson,FWD,6,Brighton,BHA,5.5,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
180,Tzimas,FWD,6,Brighton,BHA,5.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
181,Kostoulas,FWD,6,Brighton,BHA,5.0,0.4,a,,0.0,0.0,0.0,0.0,0.0,0.0,9,EVE,False,3,2
220,Sánchez,GK,7,Chelsea,CHE,5.0,25.4,a,,8.0,8.0,24.4,0.0,0.0,2.4,19,WHU,False,2,2
221,Jörgensen,GK,7,Chelsea,CHE,4.5,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
222,Penders,GK,7,Chelsea,CHE,4.0,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
223,Slonina,GK,7,Chelsea,CHE,4.0,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
224,Cucurella,DEF,7,Chelsea,CHE,6.0,20.4,a,,8.0,8.0,11.6,15.8,13.0,4.0,19,WHU,False,2,2
225,James,DEF,7,Chelsea,CHE,5.5,5.7,a,,5.0,5.0,17.0,46.6,0.0,6.4,19,WHU,False,2,2
226,Chalobah,DEF,7,Chelsea,CHE,5.0,1.3,a,,6.0,6.0,21.4,4.9,4.0,3.0,19,WHU,False,2,2
227,Colwill,DEF,7,Chelsea,CHE,5.0,0.3,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
228,Gusto,DEF,7,Chelsea,CHE,5.0,1.7,a,,1.0,1.0,0.0,1.3,1.0,0.2,19,WHU,False,2,2
229,B.Badiashile,DEF,7,Chelsea,CHE,4.5,0.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
230,Fofana,DEF,7,Chelsea,CHE,4.5,0.2,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
231,M.Sarr,DEF,7,Chelsea,CHE,4.5,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
232,Tosin,DEF,7,Chelsea,CHE,4.5,1.1,d,75.0,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
233,Acheampong,DEF,7,Chelsea,CHE,4.0,1.6,a,,9.0,9.0,16.2,2.3,10.0,2.9,19,WHU,False,2,2
234,Anselmino,DEF,7,Chelsea,CHE,4.0,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
235,Palmer,MID,7,Chelsea,CHE,10.5,60.2,a,,3.0,3.0,4.8,16.9,23.0,4.5,19,WHU,False,2,2
236,Neto,MID,7,Chelsea,CHE,7.0,3.7,a,,3.0,3.0,13.8,37.7,10.0,6.2,19,WHU,False,2,2
237,Enzo,MID,7,Chelsea,CHE,6.5,3.4,a,,3.0,3.0,3.6,16.5,2.0,2.2,19,WHU,False,2,2
238,Estêvão,MID,7,Chelsea,CHE,6.5,1.6,a,,0.0,0.0,1.2,4.9,8.0,1.4,19,WHU,False,2,2
239,Gittens,MID,7,Chelsea,CHE,6.5,0.3,a,,1.0,1.0,7.2,22.8,8.0,3.8,19,WHU,False,2,2
240,Nkunku,MID,7,Chelsea,CHE,6.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
241,Caicedo,MID,7,Chelsea,CHE,5.5,5.4,a,,5.0,5.0,31.2,3.9,2.0,3.7,19,WHU,False,2,2
243,George,MID,7,Chelsea,CHE,5.0,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
244,Lavia,MID,7,Chelsea,CHE,5.0,0.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
245,Mudryk,MID,7,Chelsea,CHE,5.0,0.0,s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
246,Andrey Santos,MID,7,Chelsea,CHE,4.5,0.3,a,,1.0,1.0,0.4,0.3,21.0,2.2,19,WHU,False,2,2
247,D.Essugo,MID,7,Chelsea,CHE,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
248,Paez,MID,7,Chelsea,CHE,4.5,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
249,João Pedro,FWD,7,Chelsea,CHE,7.5,52.9,a,,2.0,2.0,0.0,5.1,16.0,1.9,19,WHU,False,2,2
250,Delap,FWD,7,Chelsea,CHE,6.5,3.8,a,,1.0,1.0,5.4,1.3,19.0,2.6,19,WHU,False,2,2
251,N.Jackson,FWD,7,Chelsea,CHE,6.5,0.1,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
672,Hato,DEF,7,Chelsea,CHE,5.0,0.3,a,,0.0,0.0,0.0,0.0,0.0,0.0,19,WHU,False,2,2
253,Henderson,GK,8,Crystal Palace,CRY,5.0,7.2,a,,6.0,6.0,22.4,10.0,0.0,3.2,16,NFO,True,3,2
254,Benitez,GK,8,Crystal Palace,CRY,4.0,0.4,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
255,Matthews,GK,8,Crystal Palace,CRY,4.0,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
256,Muñoz,DEF,8,Crystal Palace,CRY,5.5,8.6,a,,5.0,5.0,10.0,0.4,6.0,1.6,16,NFO,True,3,2
257,Lacroix,DEF,8,Crystal Palace,CRY,5.0,1.3,a,,8.0,8.0,30.8,0.1,0.0,3.1,16,NFO,True,3,2
258,Mitchell,DEF,8,Crystal Palace,CRY,5.0,1.6,a,,9.0,9.0,26.0,0.3,0.0,2.6,16,NFO,True,3,2
259,Sosa,DEF,8,Crystal Palace,CRY,5.0,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
260,Guéhi,DEF,8,Crystal Palace,CRY,4.5,13.1,a,,6.0,6.0,13.8,10.0,2.0,2.6,16,NFO,True,3,2
261,Richards,DEF,8,Crystal Palace,CRY,4.5,1.5,a,,6.0,6.0,21.8,0.0,4.0,2.6,16,NFO,True,3,2
262,Chadi Riad,DEF,8,Crystal Palace,CRY,4.0,0.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
263,Clyne,DEF,8,Crystal Palace,CRY,4.0,0.7,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
264,Holding,DEF,8,Crystal Palace,CRY,4.0,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
265,Kporha,DEF,8,Crystal Palace,CRY,4.0,0.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
266,Eze,MID,8,Crystal Palace,CRY,7.5,10.8,a,,3.0,3.0,7.2,2.6,26.0,3.6,16,NFO,True,3,2
267,Sarr,MID,8,Crystal Palace,CRY,6.5,4.8,a,,3.0,3.0,10.0,15.5,0.0,2.6,16,NFO,True,3,2
268,Doucouré,MID,8,Crystal Palace,CRY,5.0,0.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
269,Esse,MID,8,Crystal Palace,CRY,5.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
270,Hughes,MID,8,Crystal Palace,CRY,5.0,0.1,a,,2.0,2.0,14.4,0.1,0.0,1.5,16,NFO,True,3,2
271,Kamada,MID,8,Crystal Palace,CRY,5.0,0.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
272,Lerma,MID,8,Crystal Palace,CRY,5.0,0.1,a,,1.0,1.0,1.0,1.0,2.0,0.4,16,NFO,True,3,2
273,Wharton,MID,8,Crystal Palace,CRY,5.0,0.6,a,,3.0,3.0,14.6,22.3,0.0,3.7,16,NFO,True,3,2
274,Agbinone,MID,8,Crystal Palace,CRY,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
275,Ahamada,MID,8,Crystal Palace,CRY,4.5,0.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
276,Devenny,MID,8,Crystal Palace,CRY,4.5,1.8,a,,1.0,1.0,3.0,0.0,2.0,0.5,16,NFO,True,3,2
277,Ebiowei,MID,8,Crystal Palace,CRY,4.5,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
278,J.Rak-Sakyi,MID,8,Crystal Palace,CRY,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
279,M.França,MID,8,Crystal Palace,CRY,4.5,0.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
280,Ozoh,MID,8,Crystal Palace,CRY,4.5,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
281,Rodney,MID,8,Crystal Palace,CRY,4.5,0.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
282,Umeh,MID,8,Crystal Palace,CRY,4.5,0.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
283,Mateta,FWD,8,Crystal Palace,CRY,7.5,9.0,a,,1.0,1.0,16.0,0.8,26.0,4.3,16,NFO,True,3,2
284,Nketiah,FWD,8,Crystal Palace,CRY,5.5,0.3,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
285,Édouard,FWD,8,Crystal Palace,CRY,5.0,0.9,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
286,Marsh,FWD,8,Crystal Palace,CRY,4.5,0.3,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
690,Cardines,MID,8,Crystal Palace,CRY,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,16,NFO,True,3,2
242,Dewsbury-Hall,MID,9,Everton,EVE,5.0,4.5,a,,2.0,2.0,12.6,27.4,2.0,4.2,6,BHA,True,3,2
287,Pickford,GK,9,Everton,EVE,5.5,10.9,a,,2.0,2.0,21.2,0.0,0.0,2.1,6,BHA,True,3,2
288,Travers,GK,9,Everton,EVE,4.5,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
289,Tyrer,GK,9,Everton,EVE,4.0,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
290,Branthwaite,DEF,9,Everton,EVE,5.5,0.5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
291,Tarkowski,DEF,9,Everton,EVE,5.5,6.9,a,,4.0,4.0,31.0,2.1,7.0,4.0,6,BHA,True,3,2
292,Mykolenko,DEF,9,Everton,EVE,5.0,0.8,d,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
293,O'Brien,DEF,9,Everton,EVE,5.0,0.6,a,,2.0,2.0,4.2,1.0,7.0,1.2,6,BHA,True,3,2
294,Coleman,DEF,9,Everton,EVE,4.5,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
295,Keane,DEF,9,Everton,EVE,4.5,0.4,a,,2.0,2.0,19.8,0.4,4.0,2.4,6,BHA,True,3,2
296,Patterson,DEF,9,Everton,EVE,4.5,0.0,d,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
297,Dixon,DEF,9,Everton,EVE,4.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
298,Welch,DEF,9,Everton,EVE,4.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
299,Ndiaye,MID,9,Everton,EVE,6.5,10.6,a,,2.0,2.0,12.6,12.1,2.0,2.7,6,BHA,True,3,2
300,McNeil,MID,9,Everton,EVE,6.0,0.4,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
301,Alcaraz,MID,9,Everton,EVE,5.5,0.2,a,,1.0,1.0,7.6,2.4,21.0,3.1,6,BHA,True,3,2
302,Gana,MID,9,Everton,EVE,5.5,0.1,a,,2.0,2.0,7.2,19.6,3.0,3.0,6,BHA,True,3,2
303,Garner,MID,9,Everton,EVE,5.0,0.1,a,,2.0,2.0,16.4,3.2,2.0,2.2,6,BHA,True,3,2
304,Iroegbunam,MID,9,Everton,EVE,5.0,0.0,a,,2.0,2.0,12.0,1.1,0.0,1.3,6,BHA,True,3,2
305,Armstrong,MID,9,Everton,EVE,4.5,0.1,d,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
306,Bates,MID,9,Everton,EVE,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
307,Ebere,MID,9,Everton,EVE,4.5,0.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
308,Heath,MID,9,Everton,EVE,4.5,0.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
309,Metcalfe,MID,9,Everton,EVE,4.5,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
310,Barry,FWD,9,Everton,EVE,6.0,0.7,a,,1.0,1.0,0.0,1.0,2.0,0.3,6,BHA,True,3,2
311,Beto,FWD,9,Everton,EVE,5.5,8.1,a,,2.0,2.0,10.2,2.8,7.0,2.0,6,BHA,True,3,2
312,Y.Chermiti,FWD,9,Everton,EVE,5.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
313,Sherif,FWD,9,Everton,EVE,4.5,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
419,Grealish,MID,9,Everton,EVE,6.5,3.4,a,,1.0,1.0,5.8,0.8,5.0,1.2,6,BHA,True,3,2
630,King,GK,9,Everton,EVE,4.0,1.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
667,Aznou,DEF,9,Everton,EVE,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,6,BHA,True,3,2
314,Leno,GK,10,Fulham,FUL,5.0,1.6,a,,3.0,3.0,23.6,0.0,0.0,2.4,14,MUN,True,3,2
315,Benda,GK,10,Fulham,FUL,4.0,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,MUN,True,3,2
316,Robinson,DEF,10,Fulham,FUL,5.0,0.7,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,MUN,True,3,2
317,Andersen,DEF,10,Fulham,FUL,4.5,2.9,a,,2.0,2.0,16.4,1.0,4.0,2.1,14,MUN,True,3,2
318,Bassey,DEF,10,Fulham,FUL,4.5,0.5,a,,1.0,1.0,12.4,1.6,0.0,1.4,14,MUN,True,3,2
319,Castagne,DEF,10,Fulham,FUL,4.5,0.1,a,,1.0,1.0,0.2,0.7,2.0,0.3,14,MUN,True,3,2
320,Diop,DEF,10,Fulham,FUL,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,14,MUN,True,3,2
321,J.Cuenca,DEF,10,Fulham,FUL,4.5,0.0,a,,2.0,2.0,9.6,1.2,4.0,1.5,14,MUN,True,3,2
322,Tete,DEF,10,Fulham,FUL,4.5,0.2,a,,2.0,2.0,13.0,1.7,0.0,1.5,14,MUN,True,3,2
323,Amissah,DEF,10,Fulham,FUL,4.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,14,MUN,True,3,2
324,Iwobi,MID,10,Fulham,FUL,6.5,1.4,a,,2.0,2.0,9.6,40.5,1.0,5.1,14,MUN,True,3,2
325,Smith Rowe,MID,10,Fulham,FUL,6.0,0.9,a,,1.0,1.0,0.2,2.0,2.0,0.4,14,MUN,True,3,2
326,Adama,MID,10,Fulham,FUL,5.5,0.3,a,,1.0,1.0,0.0,0.8,0.0,0.0,14,MUN,True,3,2
327,Andreas,MID,10,Fulham,FUL,5.5,0.3,a,,0.0,0.0,0.0,0.0,0.0,0.0,14,MUN,True,3,2
328,Sessegnon,MID,10,Fulham,FUL,5.5,0.0,d,75.0,0.0,0.0,0.0,0.0,0.0,0.0,14,MUN,True,3,2
329,Wilson,MID,10,Fulham,FUL,5.5,1.0,a,,5.0,5.0,3.0,5.4,13.0,2.1,14,MUN,True,3,2
330,Berge,MID,10,Fulham,FUL,5.0,0.1,a,,2.0,2.0,1.2,0.7,0.0,0.2,14,MUN,True,3,2
331,Cairney,MID,10,Fulham,FUL,5.0,0.0,a,,0.0,0.0,0.0,0.4,0.0,0.0,14,MUN,True,3,2
332,Lukić,MID,10,Fulham,FUL,5.0,0.1,a,,2.0,2.0,1.8,13.3,2.0,1.7,14,MUN,True,3,2
333,Godo,MID,10,Fulham,FUL,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,14,MUN,True,3,2
334,Harris,MID,10,Fulham,FUL,4.5,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,MUN,True,3,2
335,King,MID,10,Fulham,FUL,4.5,1.0,a,,2.0,2.0,12.4,14.0,27.0,5.3,14,MUN,True,3,2
336,Reed,MID,10,Fulham,FUL,4.5,0.3,a,,0.0,0.0,0.0,0.0,0.0,0.0,14,MUN,True,3,2
337,Raúl,FWD,10,Fulham,FUL,6.5,2.0,a,,2.0,2.0,0.0,3.3,11.0,0.7,14,MUN,True,3,2
338,Muniz,FWD,10,Fulham,FUL,5.5,2.3,a,,7.0,7.0,31.0,0.0,33.0,6.4,14,MUN,True,3,2
664,Lecomte,GK,10,Fulham,FUL,4.0,0.9,a,,0.0,0.0,0.0,0.0,0.0,0.0,14,MUN,True,3,2
339,Meslier,GK,11,Leeds,LEE,4.5,0.8,a,,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
340,Cairns,GK,11,Leeds,LEE,4.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
341,Darlow,GK,11,Leeds,LEE,4.0,3.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
342,Bogle,DEF,11,Leeds,LEE,4.5,0.2,d,75.0,6.0,6.0,13.4,1.2,2.0,1.7,1,ARS,False,4,2
343,Struijk,DEF,11,Leeds,LEE,4.5,0.4,a,,8.0,8.0,23.2,11.4,9.0,4.4,1,ARS,False,4,2
344,Bijol,DEF,11,Leeds,LEE,4.0,0.2,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
345,Bornauw,DEF,11,Leeds,LEE,4.0,0.1,d,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
346,Byram,DEF,11,Leeds,LEE,4.0,0.3,a,,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
347,Gudmundsson,DEF,11,Leeds,LEE,4.0,3.1,a,,9.0,9.0,30.4,33.6,17.0,8.1,1,ARS,False,4,2
348,Rodon,DEF,11,Leeds,LEE,4.0,2.2,a,,7.0,7.0,14.4,0.6,0.0,1.5,1,ARS,False,4,2
349,Schmidt,DEF,11,Leeds,LEE,4.0,0.2,a,,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
350,Aaronson,MID,11,Leeds,LEE,5.5,0.1,a,,1.0,1.0,9.2,24.9,6.0,4.0,1,ARS,False,4,2
351,Gnonto,MID,11,Leeds,LEE,5.5,0.3,a,,3.0,3.0,6.6,6.3,11.0,2.4,1,ARS,False,4,2
352,Harrison,MID,11,Leeds,LEE,5.5,0.1,a,,1.0,1.0,2.2,1.3,2.0,0.6,1,ARS,False,4,2
353,James,MID,11,Leeds,LEE,5.5,0.5,a,,3.0,3.0,6.2,15.7,11.0,3.3,1,ARS,False,4,2
354,Ampadu,MID,11,Leeds,LEE,5.0,0.1,a,,3.0,3.0,10.8,4.9,2.0,1.8,1,ARS,False,4,2
355,Greenwood,MID,11,Leeds,LEE,5.0,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
356,Gruev,MID,11,Leeds,LEE,5.0,0.0,a,,1.0,1.0,1.6,0.3,0.0,0.2,1,ARS,False,4,2
357,Ramazani,MID,11,Leeds,LEE,5.0,0.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
358,Tanaka,MID,11,Leeds,LEE,5.0,0.3,a,,3.0,3.0,2.2,24.3,9.0,3.6,1,ARS,False,4,2
359,Crew,MID,11,Leeds,LEE,4.5,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
360,Gelhardt,MID,11,Leeds,LEE,4.5,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
361,Gyabi,MID,11,Leeds,LEE,4.5,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
362,Piroe,FWD,11,Leeds,LEE,5.5,1.9,a,,2.0,2.0,2.0,5.6,44.0,5.2,1,ARS,False,4,2
363,Bamford,FWD,11,Leeds,LEE,5.0,1.9,a,,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
364,Mateo Joseph,FWD,11,Leeds,LEE,5.0,0.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
365,Nmecha,FWD,11,Leeds,LEE,5.0,0.5,a,,5.0,5.0,34.0,1.6,22.0,5.8,1,ARS,False,4,2
493,Longstaff,MID,11,Leeds,LEE,5.0,0.2,a,,1.0,1.0,0.2,0.3,0.0,0.1,1,ARS,False,4,2
660,Stach,MID,11,Leeds,LEE,5.0,0.3,a,,8.0,8.0,28.2,63.9,22.0,11.4,1,ARS,False,4,2
665,Perri,GK,11,Leeds,LEE,4.5,0.4,a,,6.0,6.0,11.2,0.0,0.0,1.1,1,ARS,False,4,2
691,Calvert-Lewin,FWD,11,Leeds,LEE,5.5,0.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,1,ARS,False,4,2
366,A.Becker,GK,12,Liverpool,LIV,5.5,11.1,a,,1.0,1.0,13.6,0.0,0.0,1.4,15,NEW,False,4,2
367,Mamardashvili,GK,12,Liverpool,LIV,4.5,0.4,a,,0.0,0.0,0.0,0.0,0.0,0.0,15,NEW,False,4,2
368,Pécsi,GK,12,Liverpool,LIV,4.0,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,15,NEW,False,4,2
369,Woodman,GK,12,Liverpool,LIV,4.0,0.1,a,,0.0,0.0,0.0,0.0,0.0,0.0,15,NEW,False,4,2
370,Frimpong,DEF,12,Liverpool,LIV,6.0,29.2,a,,1.0,1.0,5.4,1.3,2.0,0.9,15,NEW,False,4,2
371,Kerkez,DEF,12,Liverpool,LIV,6.0,6.1,a,,0.0,0.0,8.4,1.3,0.0,1.0,15,NEW,False,4,2
372,Robertson,DEF,12,Liverpool,LIV,6.0,1.3,a,,0.0,0.0,5.4,4.1,2.0,1.2,15,NEW,False,4,2
373,Virgil,DEF,12,Liverpool,LIV,6.0,23.8,a,,3.0,3.0,49.4,0.9,25.0,7.5,15,NEW,False,4,2
374,Konaté,DEF,12,Liverpool,LIV,5.5,2.9,a,,1.0,1.0,21.4,0.6,0.0,2.2,15,NEW,False,4,2
