method,gw,formation,xi_points,captain_id,vice_id,n_truth_matched,n_candidates,budget_used,optimum_points,optimum_formation,optimum_captain_id,efficiency,notes,used_fallback
ma3,5,3-4-3,63.0,41,224,11,15,82.7,132,3-4-3,388,0.4772727272727273,,
pos,5,3-4-3,6.0,51,50,11,15,45.5,132,3-4-3,388,0.045454545454545456,,
rf,6,3-4-3,44.0,117,4,11,15,95.2,115,3-4-3,202,0.3826086956521739,,
rf_relaxed,6,3-4-3,43.0,117,302,11,15,95.50000000000001,115,3-4-3,202,0.3739130434782609,,
rf_optfill,6,3-4-3,44.0,117,4,11,15,95.2,115,3-4-3,202,0.3826086956521739,,False
rf_pos,6,4-5-1,19.0,158,9,11,15,565.0,115,3-4-3,202,0.16521739130434782,,
rf_rank,6,4-5-1,29.0,541,225,11,15,608.0,115,3-4-3,202,0.25217391304347825,,
ma3,6,3-4-3,40.0,390,388,11,15,75.89999999999999,115,3-4-3,202,0.34782608695652173,,
pos,6,3-4-3,15.0,492,539,11,15,57.4,115,3-4-3,202,0.13043478260869565,,
rf,7,3-5-2,64.0,272,508,11,15,90.90000000000002,153,4-4-2,370,0.41830065359477125,,
rf_relaxed,7,3-5-2,64.0,272,508,11,15,90.90000000000002,153,4-4-2,370,0.41830065359477125,,
rf_optfill,7,3-5-2,64.0,272,508,11,15,90.90000000000002,153,4-4-2,370,0.41830065359477125,,False
rf_pos,7,5-3-2,14.0,409,502,11,15,570.0,153,4-4-2,370,0.0915032679738562,,
rf_rank,7,4-5-1,12.0,225,143,11,15,562.0,153,4-4-2,370,0.0784313725490196,,
ma3,7,3-5-2,63.0,388,37,11,15,75.99999999999999,153,4-4-2,370,0.4117647058823529,,
pos,7,3-4-3,29.0,164,132,11,15,61.3,153,4-4-2,370,0.1895424836601307,,
rf,8,3-5-2,46.0,272,4,11,15,88.0,129,3-4-3,302,0.35658914728682173,,
rf_relaxed,8,3-5-2,46.0,272,4,11,15,88.0,129,3-4-3,302,0.35658914728682173,,
rf_optfill,8,3-5-2,46.0,272,4,11,15,88.0,129,3-4-3,302,0.35658914728682173,,False
rf_pos,8,5-4-1,28.0,138,518,11,15,565.0,129,3-4-3,302,0.21705426356589147,,
rf_rank,8,4-5-1,10.0,421,565,11,15,624.0,129,3-4-3,302,0.07751937984496124,,
ma3,8,3-4-3,57.0,390,388,11,15,75.1,129,3-4-3,302,0.4418604651162791,,
pos,8,3-4-3,25.0,303,282,11,15,57.5,129,3-4-3,302,0.1937984496124031,,
rf,9,3-5-2,55.0,302,91,11,15,82.80000000000001,112,3-4-3,164,0.49107142857142855,,
rf_relaxed,9,3-5-2,55.0,302,91,11,15,82.80000000000001,112,3-4-3,164,0.49107142857142855,,
rf_optfill,9,3-5-2,55.0,302,91,11,15,82.80000000000001,112,3-4-3,164,0.49107142857142855,,False
rf_pos,9,5-3-2,11.0,385,138,11,15,560.0,112,3-4-3,164,0.09821428571428571,,
rf_rank,9,4-5-1,16.0,421,565,11,15,622.0,112,3-4-3,164,0.14285714285714285,,
ma3,9,4-3-3,50.0,370,388,11,15,75.6,112,3-4-3,164,0.44642857142857145,,
pos,9,3-4-3,31.0,492,140,11,15,63.8,112,3-4-3,164,0.2767857142857143,,
rf,10,3-4-3,21.0,276,4,11,15,87.1,139,3-4-3,275,0.1510791366906475,,
rf_relaxed,10,3-4-3,21.0,276,4,11,15,87.1,139,3-4-3,275,0.1510791366906475,,
rf_optfill,10,3-4-3,21.0,276,4,11,15,87.1,139,3-4-3,275,0.1510791366906475,,False
rf_pos,10,5-4-1,18.0,518,485,11,15,545.0,139,3-4-3,275,0.12949640287769784,,
rf_rank,10,4-5-1,30.0,302,565,11,15,689.0,139,3-4-3,275,0.2158273381294964,,
ma3,10,3-4-3,65.0,370,114,11,15,76.49999999999999,139,3-4-3,275,0.4676258992805755,,
pos,10,3-4-3,31.0,118,78,11,15,62.199999999999996,139,3-4-3,275,0.22302158273381295,,
rf,11,3-5-2,76.0,302,276,11,15,94.8,135,3-5-2,141,0.562962962962963,,
rf_relaxed,11,3-5-2,77.0,302,276,11,15,95.2,135,3-5-2,141,0.5703703703703704,,
rf_optfill,11,3-5-2,76.0,302,276,11,15,94.8,135,3-5-2,141,0.562962962962963,,False
rf_pos,11,5-4-1,20.0,518,385,11,15,543.0,135,3-5-2,141,0.14814814814814814,,
rf_rank,11,4-5-1,31.0,263,244,11,15,604.0,135,3-5-2,141,0.22962962962962963,,
ma3,11,3-4-3,47.0,302,114,11,15,77.4,135,3-5-2,141,0.34814814814814815,,
pos,11,3-4-3,13.0,303,91,11,15,66.1,135,3-5-2,141,0.0962962962962963,,
rf,12,3-5-2,49.0,202,114,11,15,86.0,121,3-4-3,231,0.4049586776859504,,
rf_relaxed,12,3-5-2,46.0,202,302,11,15,85.8,121,3-4-3,231,0.38016528925619836,,
rf_optfill,12,3-5-2,49.0,202,114,11,15,86.0,121,3-4-3,231,0.4049586776859504,,False
rf_pos,12,5-3-2,12.0,385,518,11,15,537.0,121,3-4-3,231,0.09917355371900827,,
rf_rank,12,4-5-1,9.0,421,565,11,15,630.0,121,3-4-3,231,0.0743801652892562,,
ma3,12,3-4-3,38.0,302,431,11,15,75.8,121,3-4-3,231,0.3140495867768595,,
pos,12,3-4-3,10.0,463,437,11,15,53.5,121,3-4-3,231,0.08264462809917356,,
rf,13,3-5-2,29.0,37,303,11,15,84.50000000000001,123,3-4-3,165,0.23577235772357724,,
rf_relaxed,13,3-5-2,28.0,37,303,11,15,84.20000000000002,123,3-4-3,165,0.22764227642276422,,
rf_optfill,13,3-5-2,29.0,37,303,11,15,84.50000000000001,123,3-4-3,165,0.23577235772357724,,False
rf_pos,13,5-3-2,24.0,385,518,11,15,582.0,123,3-4-3,165,0.1951219512195122,,
rf_rank,13,4-5-1,17.0,421,565,11,15,630.0,123,3-4-3,165,0.13821138211382114,,
ma3,13,3-5-2,35.0,275,302,11,15,84.00000000000001,123,3-4-3,165,0.2845528455284553,,
pos,13,3-4-3,15.0,366,184,11,15,55.8,123,3-4-3,165,0.12195121951219512,,
rf,14,3-5-2,64.0,302,37,11,15,89.80000000000001,151,3-5-2,309,0.423841059602649,,
rf_relaxed,14,3-5-2,72.0,302,37,11,15,92.10000000000001,151,3-5-2,309,0.4768211920529801,,
rf_optfill,14,3-5-2,64.0,302,37,11,15,89.80000000000001,151,3-5-2,309,0.423841059602649,,False
rf_pos,14,5-3-2,18.0,385,518,11,15,531.0,151,3-5-2,309,0.11920529801324503,,
rf_rank,14,4-5-1,18.0,507,141,11,15,608.0,151,3-5-2,309,0.11920529801324503,,
ma3,14,3-5-2,70.0,254,275,11,15,90.39999999999999,151,3-5-2,309,0.46357615894039733,,
pos,14,3-4-3,17.0,579,53,11,15,56.699999999999996,151,3-5-2,309,0.11258278145695365,,
rf,15,3-4-3,37.0,37,388,11,15,92.29999999999998,123,4-5-1,39,0.3008130081300813,,
rf_relaxed,15,3-4-3,39.0,37,388,11,15,92.39999999999998,123,4-5-1,39,0.3170731707317073,,
rf_optfill,15,3-4-3,37.0,37,388,11,15,92.29999999999998,123,4-5-1,39,0.3008130081300813,,False
rf_pos,15,5-3-2,22.0,446,400,11,15,544.0,123,4-5-1,39,0.17886178861788618,,
rf_rank,15,4-5-1,22.0,541,507,11,15,645.0,123,4-5-1,39,0.17886178861788618,,
ma3,15,3-5-2,40.0,254,390,11,15,91.3,123,4-5-1,39,0.3252032520325203,,
pos,15,3-4-3,28.0,22,184,11,15,53.9,123,4-5-1,39,0.22764227642276422,,
rf,16,3-4-3,42.0,217,254,11,15,93.89999999999999,105,5-4-1,88,0.4,,
rf_relaxed,16,3-4-3,42.0,217,254,11,15,93.89999999999999,105,5-4-1,88,0.4,,
rf_optfill,16,3-4-3,42.0,217,254,11,15,93.89999999999999,105,5-4-1,88,0.4,,False
rf_pos,16,5-3-2,19.0,368,246,11,15,534.0,105,5-4-1,88,0.18095238095238095,,
rf_rank,16,4-5-1,4.0,205,421,11,15,567.0,105,5-4-1,88,0.0380952380952381,,
ma3,16,3-4-3,30.0,254,249,11,15,82.00000000000001,105,5-4-1,88,0.2857142857142857,,
pos,16,3-4-3,27.0,569,93,11,15,57.199999999999996,105,5-4-1,88,0.2571428571428571,,
rf,17,3-5-2,62.0,254,390,11,15,95.99999999999999,135,3-5-2,17,0.45925925925925926,,
rf_relaxed,17,3-5-2,62.0,254,272,11,15,95.99999999999999,135,3-5-2,17,0.45925925925925926,,
rf_optfill,17,3-5-2,62.0,254,390,11,15,95.99999999999999,135,3-5-2,17,0.45925925925925926,,False
rf_pos,17,5-4-1,10.0,246,163,11,15,549.0,135,3-5-2,17,0.07407407407407407,,
rf_rank,17,4-5-1,20.0,225,421,11,15,613.0,135,3-5-2,17,0.14814814814814814,,
ma3,17,3-5-2,44.0,302,45,11,15,83.39999999999999,135,3-5-2,17,0.32592592592592595,,
pos,17,3-4-3,5.0,596,359,11,15,48.3,135,3-5-2,17,0.037037037037037035,,
rf,18,3-5-2,31.0,516,390,11,15,96.2,100,5-4-1,156,0.31,,
rf_relaxed,18,3-5-2,31.0,516,390,11,15,95.8,100,5-4-1,156,0.31,,
rf_optfill,18,3-5-2,31.0,516,390,11,15,96.2,100,5-4-1,156,0.31,,False
rf_pos,18,5-4-1,16.0,535,373,11,15,515.0,100,5-4-1,156,0.16,,
rf_rank,18,4-5-1,4.0,143,276,11,15,592.0,100,5-4-1,156,0.04,,
ma3,18,4-5-1,26.0,302,162,11,15,73.9,100,5-4-1,156,0.26,,
pos,18,3-4-3,7.0,564,569,11,15,51.19999999999999,100,5-4-1,156,0.07,,
rf,19,3-5-2,31.0,254,390,11,15,97.39999999999998,119,3-4-3,4,0.2605042016806723,,
rf_relaxed,19,3-5-2,30.0,254,388,11,15,95.09999999999998,119,3-4-3,4,0.25210084033613445,,
rf_optfill,19,3-5-2,31.0,254,390,11,15,97.39999999999998,119,3-4-3,4,0.2605042016806723,,False
rf_pos,19,5-4-1,8.0,339,542,11,15,522.0,119,3-4-3,4,0.06722689075630252,,
rf_rank,19,3-5-2,15.0,421,565,10,15,631.0,119,3-4-3,4,0.12605042016806722,,
ma3,19,4-5-1,47.0,45,302,11,15,65.6,119,3-4-3,4,0.3949579831932773,,
pos,19,3-5-2,15.0,54,52,11,15,54.8,119,3-4-3,4,0.12605042016806722,,
rf,20,3-5-2,35.0,302,306,11,15,89.0,140,4-5-1,277,0.25,,
rf_relaxed,20,3-5-2,52.0,302,251,11,15,90.4,140,4-5-1,277,0.37142857142857144,,
rf_optfill,20,3-5-2,35.0,302,306,11,15,89.0,140,4-5-1,277,0.25,,False
rf_pos,20,5-3-2,18.0,458,484,11,15,531.0,140,4-5-1,277,0.12857142857142856,,
rf_rank,20,4-5-1,14.0,76,33,11,15,557.0,140,4-5-1,277,0.1,,
ma3,20,4-4-2,50.0,128,284,11,15,72.5,140,4-5-1,277,0.35714285714285715,,
pos,20,4-5-1,2.0,644,1,11,15,41.6,140,4-5-1,277,0.014285714285714285,,
rf,21,3-5-2,20.0,251,302,11,15,81.19999999999999,136,3-4-3,254,0.14705882352941177,,
rf_relaxed,21,3-5-2,20.0,251,302,11,15,81.19999999999999,136,3-4-3,254,0.14705882352941177,,
rf_optfill,21,3-5-2,20.0,251,302,11,15,81.19999999999999,136,3-4-3,254,0.14705882352941177,,False
rf_pos,21,5-3-2,20.0,133,195,11,15,526.0,136,3-4-3,254,0.14705882352941177,,
rf_rank,21,4-5-1,2.0,189,205,11,15,628.0,136,3-4-3,254,0.014705882352941176,,
ma3,21,4-5-1,24.0,388,284,11,15,79.60000000000001,136,3-4-3,254,0.17647058823529413,,
pos,21,4-5-1,21.0,630,631,11,15,51.9,136,3-4-3,254,0.15441176470588236,,
rf,22,3-5-2,23.0,388,272,11,15,97.0,134,3-5-2,302,0.17164179104477612,,
rf_relaxed,22,3-5-2,23.0,388,272,11,15,97.0,134,3-5-2,302,0.17164179104477612,,
rf_optfill,22,3-5-2,23.0,388,272,11,15,97.0,134,3-5-2,302,0.17164179104477612,,False
rf_pos,22,4-5-1,26.0,428,104,11,15,610.0,134,3-5-2,302,0.19402985074626866,,
rf_rank,22,4-5-1,12.0,225,244,11,15,623.0,134,3-5-2,302,0.08955223880597014,,
ma3,22,4-5-1,48.0,277,449,11,15,73.2,134,3-5-2,302,0.3582089552238806,,
pos,22,4-5-1,3.0,26,663,11,15,42.8,134,3-5-2,302,0.022388059701492536,,
rf,23,3-5-2,44.0,388,259,11,15,88.69999999999999,126,3-5-2,284,0.3492063492063492,,
rf_relaxed,23,3-5-2,54.0,388,259,11,15,90.49999999999999,126,3-5-2,284,0.42857142857142855,,
rf_optfill,23,3-5-2,44.0,388,259,11,15,88.69999999999999,126,3-5-2,284,0.3492063492063492,,False
rf_pos,23,5-3-2,16.0,663,90,11,15,591.0,126,3-5-2,284,0.12698412698412698,,
rf_rank,23,4-5-1,16.0,421,565,11,15,624.0,126,3-5-2,284,0.12698412698412698,,
ma3,23,5-4-1,52.0,271,277,11,15,61.49999999999999,126,3-5-2,284,0.4126984126984127,,
pos,23,3-5-2,7.0,33,667,11,15,54.2,126,3-5-2,284,0.05555555555555555,,
rf,24,3-5-2,36.0,390,114,11,15,83.00000000000001,132,3-5-2,4,0.2727272727272727,,
rf_relaxed,24,3-5-2,36.0,390,114,11,15,82.80000000000001,132,3-5-2,4,0.2727272727272727,,
rf_optfill,24,3-5-2,36.0,390,114,11,15,83.00000000000001,132,3-5-2,4,0.2727272727272727,,False
rf_pos,24,5-3-2,30.0,234,409,11,15,643.0,132,3-5-2,4,0.22727272727272727,,
rf_rank,24,4-5-1,13.0,141,349,10,15,558.0,132,3-5-2,4,0.09848484848484848,,
ma3,24,3-5-2,42.0,570,102,11,15,71.1,132,3-5-2,4,0.3181818181818182,,
pos,24,3-5-2,22.0,670,1,11,15,44.0,132,3-5-2,4,0.16666666666666666,,
rf,25,3-5-2,62.0,306,96,11,15,89.0,118,3-5-2,200,0.5254237288135594,,
rf_relaxed,25,3-5-2,62.0,306,96,11,15,91.60000000000001,118,3-5-2,200,0.5254237288135594,,
rf_optfill,25,3-5-2,62.0,306,96,11,15,89.0,118,3-5-2,200,0.5254237288135594,,False
rf_pos,25,5-3-2,13.0,210,243,11,15,530.0,118,3-5-2,200,0.11016949152542373,,
rf_rank,25,4-5-1,34.0,421,565,10,15,606.0,118,3-5-2,200,0.288135593220339,,
ma3,25,3-4-3,36.0,313,302,11,15,79.2,118,3-5-2,200,0.3050847457627119,,
pos,25,3-5-2,3.0,673,634,11,15,48.0,118,3-5-2,200,0.025423728813559324,,
rf,26,3-5-2,18.0,251,254,11,15,83.9,117,3-4-3,282,0.15384615384615385,,
rf_relaxed,26,3-5-2,18.0,251,254,11,15,83.9,117,3-4-3,282,0.15384615384615385,,
rf_optfill,26,3-5-2,18.0,251,254,11,15,83.9,117,3-4-3,282,0.15384615384615385,,False
rf_pos,26,5-4-1,26.0,210,198,11,15,568.0,117,3-4-3,282,0.2222222222222222,,
rf_rank,26,3-5-2,9.0,421,671,9,15,555.0,117,3-4-3,282,0.07692307692307693,,
ma3,26,4-5-1,29.0,302,12,11,15,71.6,117,3-4-3,282,0.24786324786324787,,
pos,26,3-5-2,7.0,682,1,11,15,48.099999999999994,117,3-4-3,282,0.05982905982905983,,
rf,27,3-5-2,82.0,302,251,11,15,96.89999999999998,144,4-5-1,388,0.5694444444444444,,
rf_relaxed,27,3-5-2,65.0,302,251,11,15,94.99999999999999,144,4-5-1,388,0.4513888888888889,,
rf_optfill,27,3-5-2,82.0,302,251,11,15,96.89999999999998,144,4-5-1,388,0.5694444444444444,,False
rf_pos,27,4-5-1,15.0,489,44,11,15,555.0,144,4-5-1,388,0.10416666666666667,,
rf_rank,27,4-5-1,3.0,680,570,11,15,565.0,144,4-5-1,388,0.020833333333333332,,
ma3,27,4-5-1,75.0,302,235,11,15,77.7,144,4-5-1,388,0.5208333333333334,,
pos,27,3-5-2,11.0,650,57,11,15,55.3,144,4-5-1,388,0.0763888888888889,,
rf,28,3-5-2,39.0,251,302,11,15,94.10000000000001,127,4-4-2,233,0.30708661417322836,,
rf_relaxed,28,3-5-2,39.0,251,302,11,15,94.10000000000001,127,4-4-2,233,0.30708661417322836,,
rf_optfill,28,3-5-2,39.0,251,302,11,15,94.10000000000001,127,4-4-2,233,0.30708661417322836,,False
rf_pos,28,4-5-1,30.0,98,526,11,15,545.0,127,4-4-2,233,0.23622047244094488,,
rf_rank,28,4-5-1,17.0,672,612,11,15,570.0,127,4-4-2,233,0.13385826771653545,,
ma3,28,3-5-2,19.0,275,235,11,15,81.69999999999999,127,4-4-2,233,0.14960629921259844,,
pos,28,4-5-1,24.0,645,20,11,15,50.5,127,4-4-2,233,0.1889763779527559,,
rf,29,3-4-3,33.0,390,392,11,15,75.7,104,3-4-3,69,0.3173076923076923,,
rf_relaxed,29,3-4-3,39.0,390,392,11,15,76.49999999999999,104,3-4-3,69,0.375,,
rf_optfill,29,3-4-3,33.0,390,392,11,15,75.7,104,3-4-3,69,0.3173076923076923,,False
rf_pos,29,5-3-2,12.0,115,542,11,15,562.0,104,3-4-3,69,0.11538461538461539,,
rf_rank,29,4-5-1,26.0,570,322,11,15,529.0,104,3-4-3,69,0.25,,
ma3,29,5-4-1,39.0,388,213,11,15,69.30000000000001,104,3-4-3,69,0.375,,
pos,29,5-4-1,11.0,685,669,11,15,50.6,104,3-4-3,69,0.10576923076923077,,
rf,30,3-5-2,45.0,302,224,11,15,88.7,141,3-5-2,481,0.3191489361702128,,
rf_relaxed,30,3-5-2,44.0,302,224,11,15,91.7,141,3-5-2,481,0.3120567375886525,,
rf_optfill,30,3-5-2,45.0,302,224,11,15,88.7,141,3-5-2,481,0.3191489361702128,,False
rf_pos,30,3-5-2,32.0,448,326,11,15,690.0,141,3-5-2,481,0.22695035460992907,,
rf_rank,30,4-5-1,12.0,680,570,11,15,557.0,141,3-5-2,481,0.0851063829787234,,
ma3,30,3-5-2,49.0,275,302,11,15,86.4,141,3-5-2,481,0.3475177304964539,,
pos,30,5-3-2,11.0,685,681,11,15,56.9,141,3-5-2,481,0.07801418439716312,,
rf,31,3-4-3,30.0,302,388,11,15,83.49999999999999,142,3-4-3,200,0.2112676056338028,,
rf_relaxed,31,3-4-3,28.0,302,388,11,15,85.39999999999999,142,3-4-3,200,0.19718309859154928,,
rf_optfill,31,3-4-3,30.0,302,388,11,15,83.49999999999999,142,3-4-3,200,0.2112676056338028,,False
rf_pos,31,3-5-2,42.0,12,271,11,14,807.0,142,3-4-3,200,0.29577464788732394,,
rf_rank,31,4-5-1,14.0,680,570,11,15,550.0,142,3-4-3,200,0.09859154929577464,,
ma3,31,4-3-3,43.0,233,275,11,15,72.19999999999999,142,3-4-3,200,0.3028169014084507,,
pos,31,3-4-3,14.0,642,641,11,15,56.8,142,3-4-3,200,0.09859154929577464,,
rf,32,3-4-3,43.0,302,117,11,15,74.7,125,3-5-2,315,0.344,,
rf_relaxed,32,3-4-3,43.0,302,117,11,15,74.7,125,3-5-2,315,0.344,,
rf_optfill,32,3-4-3,43.0,302,117,11,15,74.7,125,3-5-2,315,0.344,,False
rf_pos,32,3-5-2,35.0,254,383,11,15,751.0,125,3-5-2,315,0.28,,
rf_rank,32,4-5-1,9.0,570,204,11,15,537.0,125,3-5-2,315,0.072,,
ma3,32,3-4-3,42.0,233,91,11,15,70.9,125,3-5-2,315,0.336,,
pos,32,3-4-3,4.0,64,103,11,15,54.8,125,3-5-2,315,0.032,,
rf,33,3-5-2,44.0,302,254,11,15,82.80000000000003,119,3-5-2,91,0.3697478991596639,,
rf_relaxed,33,3-5-2,43.0,302,254,11,15,84.60000000000002,119,3-5-2,91,0.36134453781512604,,
rf_optfill,33,3-5-2,44.0,302,254,11,15,82.80000000000003,119,3-5-2,91,0.3697478991596639,,False
rf_pos,33,3-5-2,46.0,252,338,11,15,657.0,119,3-5-2,91,0.3865546218487395,,
rf_rank,33,4-5-1,10.0,124,512,11,15,574.0,119,3-5-2,91,0.08403361344537816,,
ma3,33,3-4-3,72.0,301,481,11,15,68.39999999999999,119,3-5-2,91,0.6050420168067226,,
pos,33,3-4-3,9.0,136,514,11,15,52.29999999999999,119,3-5-2,91,0.07563025210084033,,
rf,34,3-5-2,43.0,276,390,11,15,82.50000000000001,140,3-5-2,543,0.30714285714285716,,
rf_relaxed,34,3-5-2,43.0,276,390,11,15,82.5,140,3-5-2,543,0.30714285714285716,,
rf_optfill,34,3-5-2,43.0,276,390,11,15,82.50000000000001,140,3-5-2,543,0.30714285714285716,,False
rf_pos,34,3-5-2,77.0,120,278,11,15,675.0,140,3-5-2,543,0.55,,
rf_rank,34,4-5-1,6.0,570,204,11,15,525.0,140,3-5-2,543,0.04285714285714286,,
ma3,34,3-4-3,36.0,301,481,11,15,69.7,140,3-5-2,543,0.2571428571428571,,
pos,34,3-4-3,28.0,506,514,11,15,55.099999999999994,140,3-5-2,543,0.2,,
rf,35,3-4-3,58.0,249,224,11,15,80.69999999999999,118,4-3-3,249,0.4915254237288136,,
rf_relaxed,35,3-4-3,58.0,249,276,11,15,80.7,118,4-3-3,249,0.4915254237288136,,
rf_optfill,35,3-4-3,58.0,249,224,11,15,80.69999999999999,118,4-3-3,249,0.4915254237288136,,False
rf_pos,35,3-5-2,44.0,128,390,11,15,759.0,118,4-3-3,249,0.3728813559322034,,
rf_rank,35,4-4-2,22.0,302,466,10,15,621.0,118,4-3-3,249,0.1864406779661017,,
ma3,35,3-5-2,42.0,315,259,11,15,70.0,118,4-3-3,249,0.3559322033898305,,
pos,35,3-4-3,15.0,86,78,11,15,48.6,118,4-3-3,249,0.1271186440677966,,
rf,36,3-4-3,38.0,390,282,11,15,89.29999999999998,138,4-5-1,287,0.2753623188405797,,
rf_relaxed,36,3-4-3,38.0,390,282,11,15,89.29999999999998,138,4-5-1,287,0.2753623188405797,,
rf_optfill,36,3-4-3,38.0,390,282,11,15,89.29999999999998,138,4-5-1,287,0.2753623188405797,,False
rf_pos,36,3-5-2,54.0,390,252,11,15,776.0,138,4-5-1,287,0.391304347826087,,
rf_rank,36,4-5-1,15.0,150,570,11,15,537.0,138,4-5-1,287,0.10869565217391304,,
ma3,36,3-5-2,51.0,543,390,11,15,80.4,138,4-5-1,287,0.3695652173913043,,
pos,36,3-4-3,7.0,692,651,11,15,50.2,138,4-5-1,287,0.050724637681159424,,
rf,37,3-4-3,36.0,388,390,11,15,91.2,123,3-4-3,255,0.2926829268292683,,
rf_relaxed,37,3-4-3,37.0,388,390,11,15,89.3,123,3-4-3,255,0.3008130081300813,,
rf_optfill,37,3-4-3,36.0,388,390,11,15,91.2,123,3-4-3,255,0.2926829268292683,,False
rf_pos,37,3-5-2,52.0,217,481,11,15,768.0,123,3-4-3,255,0.42276422764227645,,
rf_rank,37,4-5-1,23.0,570,244,11,15,655.0,123,3-4-3,255,0.18699186991869918,,
ma3,37,4-4-2,33.0,91,543,11,15,71.1,123,3-4-3,255,0.2682926829268293,,
pos,37,3-4-3,5.0,651,666,11,15,51.7,123,3-4-3,255,0.04065040650406504,,
rf,38,3-4-3,38.0,390,366,11,15,83.7,149,3-5-2,450,0.2550335570469799,,
rf_relaxed,38,3-4-3,35.0,366,390,11,15,83.7,149,3-5-2,450,0.2348993288590604,,
rf_optfill,38,3-4-3,38.0,390,366,11,15,83.7,149,3-5-2,450,0.2550335570469799,,False
rf_pos,38,3-5-2,44.0,481,254,11,13,796.0,149,3-5-2,450,0.2953020134228188,,
rf_rank,38,4-5-1,32.0,570,204,11,15,571.0,149,3-5-2,450,0.21476510067114093,,
ma3,38,3-4-3,44.0,287,543,11,15,79.10000000000001,149,3-5-2,450,0.2953020134228188,,
pos,38,3-4-3,14.0,621,202,11,15,58.19999999999999,149,3-5-2,450,0.09395973154362416,,
