method,avg_xi_points,std_xi_points,n_gw,avg_efficiency
ma3,47.648648648648646,15.483353455703135,37,0.3606516544796994
rf,45.0,14.53157481715821,37,0.33977064104605026
rf_optfill,45.0,14.53157481715821,37,0.33977064104605026
rf_relaxed,44.972972972972975,14.557332032893799,37,0.339618474695755
rf_pos,37.44444444444444,10.71299463120625,36,0.2805796760842491
rf_rank,15.11111111111111,9.269852141763575,36,0.11250587688370592
pos,11.457142857142857,9.475488058647946,35,0.08631621765741923
