method,gw,formation,xi_points,captain_id,vice_id,n_truth_matched,n_candidates,budget_used,optimum_points,optimum_formation,optimum_captain_id,efficiency,notes,used_fallback
rf_pos,37,4-5-1,3.0,532.0,92.0,11,15,0.0,120.0,3-5-2,95.0,0.025,,
rf_rank,37,,0.0,,,0,0,0.0,,,,,Selection failed,
ma3,37,3-4-3,35.0,534.0,703.0,11,15,83.4,120.0,3-5-2,95.0,0.2916666666666667,,
pos,37,3-4-3,7.0,62.0,714.0,11,15,53.6,120.0,3-5-2,95.0,0.058333333333333334,,
rf,38,3-4-3,41.0,283.0,427.0,11,15,98.0,139.0,3-4-3,427.0,0.2949640287769784,,
rf_relaxed,38,3-4-3,37.0,283.0,427.0,11,15,96.89999999999999,139.0,3-4-3,427.0,0.26618705035971224,,
rf_pos,38,4-5-1,2.0,385.0,263.0,11,15,0.0,139.0,3-4-3,427.0,0.014388489208633094,,
rf_rank,38,4-3-3,8.0,376.0,373.0,11,15,0.0,139.0,3-4-3,427.0,0.05755395683453238,,
ma3,38,3-5-2,40.0,283.0,300.0,11,15,72.80000000000001,139.0,3-4-3,427.0,0.28776978417266186,,
pos,38,3-4-3,11.0,690.0,619.0,11,15,50.300000000000004,139.0,3-4-3,427.0,0.07913669064748201,,
