name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,player_id,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,gw,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,points,transfers_balance,transfers_in,transfers_out,price,was_home,winning_goals,yellow_cards,GW,season,pos,team,xP,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
Nathan Redmond,0,,,,0,3,0,,,0.0,,,403,,,8,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,1,,,18,0,,0,0,,0,1,0,5871,,,,1.0,4.0,0.0,1,0,0,0,55,False,,0,1,2022-23,MID,Southampton,1.5,0.0,0.0,0.0,0.0,0.0
Junior Stanislas,0,,,,0,3,0,,,0.0,,,58,,,2,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,1,,,2,0,,0,0,,0,1,0,9491,,,,0.0,2.0,0.0,1,0,0,0,50,True,,0,1,2022-23,MID,Bournemouth,1.1,0.0,0.0,0.0,0.0,0.0
Armando Broja,0,,,,0,3,0,,,0.3,,,150,,,3,,0,0,2.5,,5.2,,2022-08-06T16:30:00Z,,,,15,,,8,0,,0,0,,0,1,0,124903,,,,1.0,0.0,19.0,1,0,0,0,55,False,,0,1,2022-23,FWD,Chelsea,2.0,0.0,0.0,0.0,0.0,0.0
Fabian Schär,0,,,,3,43,1,,,14.6,,,366,,,7,,0,1,10.6,,66.0,,2022-08-06T14:00:00Z,,,,90,,,16,0,,0,0,,0,1,0,40132,,,,0.0,2.0,25.0,15,0,0,0,45,True,,0,1,2022-23,DEF,Newcastle,2.4,0.0,0.0,0.0,0.0,0.0
Jonny Evans,0,,,,0,15,0,,,1.3,,,249,,,6,,2,0,1.5,,14.0,,2022-08-07T13:00:00Z,,,,90,,,4,0,,0,0,,0,1,0,24256,,,,2.0,2.0,0.0,1,0,0,0,45,True,,0,1,2022-23,DEF,Leicester,1.9,0.0,0.0,0.0,0.0,0.0
Brennan Johnson,0,,,,0,3,0,,,0.9,,,394,,,7,,2,0,0.6,,0.0,,2022-08-06T14:00:00Z,,,,90,,,15,0,,0,0,,0,1,0,171887,,,,0.0,2.0,6.0,2,0,0,0,60,False,,0,1,2022-23,FWD,Nott'm Forest,1.3,0.0,0.0,0.0,0.0,0.0
Cheick Doucouré,0,,,,0,16,0,,,3.8,,,514,,,1,,1,0,1.0,,5.8,,2022-08-05T19:00:00Z,,,,74,,,1,0,,0,0,,0,1,0,9875,,,,2.0,0.0,0.0,2,0,0,0,50,True,,0,1,2022-23,MID,Crystal Palace,1.1,0.0,0.0,0.0,0.0,0.0
Oliver Hammond,0,,,,0,0,0,,,0.0,,,553,,,7,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,15,0,,0,0,,0,1,0,3300,,,,0.0,2.0,0.0,0,0,0,0,45,False,,0,1,2022-23,MID,Nott'm Forest,0.5,0.0,0.0,0.0,0.0,0.0
Luke Cundle,0,,,,0,0,0,,,0.0,,,485,,,5,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,11,0,,0,0,,0,1,0,36521,,,,1.0,2.0,0.0,0,0,0,0,45,False,,0,1,2022-23,MID,Wolves,1.5,0.0,0.0,0.0,0.0,0.0
Fin Stevens,0,,,,0,0,0,,,0.0,,,540,,,6,,0,0,0.0,,0.0,,2022-08-07T13:00:00Z,,,,0,,,10,0,,0,0,,0,1,0,15679,,,,2.0,2.0,0.0,0,0,0,0,40,False,,0,1,2022-23,DEF,Brentford,1.0,0.0,0.0,0.0,0.0,0.0
Brandon Austin,0,,,,0,0,0,,,0.0,,,451,,,8,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,17,0,,0,0,,0,1,0,27621,,,,1.0,4.0,0.0,0,0,0,0,40,True,,0,1,2022-23,GK,Spurs,1.5,0.0,0.0,0.0,0.0,0.0
Luka Milivojevic,0,,,,0,3,0,,,1.4,,,158,,,1,,1,0,0.2,,0.8,,2022-08-05T19:00:00Z,,,,15,,,1,0,,0,0,,0,1,0,54854,,,,2.0,0.0,0.0,1,0,0,0,45,True,,0,1,2022-23,MID,Crystal Palace,0.5,0.0,0.0,0.0,0.0,0.0
Wesley Fofana,0,,,,0,12,0,,,3.3,,,272,,,6,,2,0,2.9,,19.2,,2022-08-07T13:00:00Z,,,,90,,,4,0,,0,0,,0,1,0,128115,,,,2.0,2.0,6.0,1,0,0,0,45,True,,0,1,2022-23,DEF,Leicester,1.9,0.0,0.0,0.0,0.0,0.0
Gianluca Scamacca,0,,,,0,1,0,,,0.7,,,529,,,10,,1,0,0.1,,0.0,,2022-08-07T15:30:00Z,,,,33,,,13,0,,0,0,,0,1,0,100675,,,,2.0,0.0,0.0,1,0,0,0,70,True,,0,1,2022-23,FWD,West Ham,0.3,0.0,0.0,0.0,0.0,0.0
Alisson Ramses Becker,0,,,,0,11,0,,,0.0,,,281,,,4,,2,0,0.8,,8.2,,2022-08-06T11:30:00Z,,,,90,,,9,0,,0,0,,0,1,1,1567712,,,,2.0,2.0,0.0,1,0,0,0,55,False,,0,1,2022-23,GK,Liverpool,5.5,0.0,0.0,0.0,0.0,0.0
Che Adams,0,,,,0,0,0,,,0.0,,,411,,,8,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,18,0,,0,0,,0,1,0,61566,,,,1.0,4.0,0.0,0,0,0,0,65,False,,0,1,2022-23,FWD,Southampton,1.5,0.0,0.0,0.0,0.0,0.0
Sam Greenwood,0,,,,0,4,0,,,0.5,,,237,,,5,,0,0,2.2,,0.4,,2022-08-06T14:00:00Z,,,,17,,,20,0,,0,0,,0,1,0,1895580,,,,1.0,2.0,21.0,1,0,0,0,45,True,,0,1,2022-23,FWD,Leeds,0.5,0.0,0.0,0.0,0.0,0.0
Nathaniel Chalobah,0,,,,0,0,0,,,0.0,,,203,,,4,,0,0,0.0,,0.0,,2022-08-06T11:30:00Z,,,,0,,,12,0,,0,0,,0,1,0,12756,,,,2.0,2.0,0.0,0,0,0,0,45,True,,0,1,2022-23,MID,Fulham,0.0,0.0,0.0,0.0,0.0,0.0
Nathaniel Phillips,0,,,,0,0,0,,,0.0,,,501,,,4,,0,0,0.0,,0.0,,2022-08-06T11:30:00Z,,,,0,,,9,0,,0,0,,0,1,0,19157,,,,2.0,2.0,0.0,0,0,0,0,40,False,,0,1,2022-23,DEF,Liverpool,2.5,0.0,0.0,0.0,0.0,0.0
Loïc Mbe Soh,0,,,,0,0,0,,,0.0,,,393,,,7,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,15,0,,0,0,,0,1,0,3761,,,,0.0,2.0,0.0,0,0,0,0,45,False,,0,1,2022-23,DEF,Nott'm Forest,1.4,0.0,0.0,0.0,0.0,0.0
Jason Steele,0,,,,0,0,0,,,0.0,,,102,,,9,,0,0,0.0,,0.0,,2022-08-07T13:00:00Z,,,,0,,,14,0,,0,0,,0,1,0,75605,,,,2.0,1.0,0.0,0,0,0,0,40,False,,0,1,2022-23,GK,Brighton,0.5,0.0,0.0,0.0,0.0,0.0
Tosin Adarabioyo,0,,,,0,11,0,,,0.4,,,209,,,4,,2,0,1.9,,18.4,,2022-08-06T11:30:00Z,,,,90,,,12,0,,0,0,,0,1,0,5971,,,,2.0,2.0,0.0,1,0,0,0,45,True,,0,1,2022-23,DEF,Fulham,0.4,0.0,0.0,0.0,0.0,0.0
Kalvin Phillips,0,,,,0,3,0,,,0.5,,,325,,,10,,0,0,0.1,,0.6,,2022-08-07T15:30:00Z,,,,1,,,19,0,,0,0,,0,1,0,45423,,,,2.0,0.0,0.0,1,0,0,0,50,False,,0,1,2022-23,MID,Man City,2.6,0.0,0.0,0.0,0.0,0.0
Carlos Ribeiro Dias,0,,,,0,0,0,,,0.0,,,383,,,7,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,15,0,,0,0,,0,1,0,42723,,,,0.0,2.0,0.0,0,0,0,0,45,False,,0,1,2022-23,MID,Nott'm Forest,0.5,0.0,0.0,0.0,0.0,0.0
Marek Rodák,0,,,,0,11,0,,,0.0,,,213,,,4,,2,0,1.0,,10.2,,2022-08-06T11:30:00Z,,,,90,,,12,0,,0,0,,0,1,1,12206,,,,2.0,2.0,0.0,1,0,0,0,45,True,,0,1,2022-23,GK,Fulham,0.7,0.0,0.0,0.0,0.0,0.0
Ryan Fraser,0,,,,0,4,0,,,10.3,,,359,,,7,,0,0,1.3,,2.2,,2022-08-06T14:00:00Z,,,,9,,,16,0,,0,0,,0,1,0,14743,,,,0.0,2.0,0.0,1,0,0,0,55,True,,0,1,2022-23,MID,Newcastle,2.5,0.0,0.0,0.0,0.0,0.0
Luke Thomas,0,,,,0,0,0,,,0.0,,,270,,,6,,0,0,0.0,,0.0,,2022-08-07T13:00:00Z,,,,0,,,4,0,,0,0,,0,1,0,8036,,,,2.0,2.0,0.0,0,0,0,0,45,True,,0,1,2022-23,DEF,Leicester,1.9,0.0,0.0,0.0,0.0,0.0
Karl Darlow,0,,,,0,0,0,,,0.0,,,353,,,7,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,16,0,,0,0,,0,1,0,236781,,,,0.0,2.0,0.0,0,0,0,0,40,True,,0,1,2022-23,GK,Newcastle,1.5,0.0,0.0,0.0,0.0,0.0
Rodrigo Hernandez,0,,,,0,18,1,,,5.8,,,315,,,10,,0,0,2.3,,16.0,,2022-08-07T15:30:00Z,,,,88,,,19,0,,0,0,,0,1,0,220268,,,,2.0,0.0,1.0,3,0,0,0,60,False,,0,1,2022-23,MID,Man City,3.2,0.0,0.0,0.0,0.0,0.0
Cristiano Ronaldo dos Santos Aveiro,0,,,,0,3,0,,,11.5,,,326,,,9,,0,0,3.6,,4.6,,2022-08-07T13:00:00Z,,,,37,,,5,0,,0,0,,0,1,0,352984,,,,2.0,1.0,20.0,1,0,0,0,105,True,,0,1,2022-23,FWD,Man Utd,4.1,0.0,0.0,0.0,0.0,0.0
Fraser Forster,0,,,,0,0,0,,,0.0,,,426,,,8,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,17,0,,0,0,,0,1,0,525074,,,,1.0,4.0,0.0,0,0,0,0,40,True,,0,1,2022-23,GK,Spurs,1.5,0.0,0.0,0.0,0.0,0.0
Alex Oxlade-Chamberlain,0,,,,0,0,0,,,0.0,,,278,,,4,,0,0,0.0,,0.0,,2022-08-06T11:30:00Z,,,,0,,,9,0,,0,0,,0,1,0,1145,,,,2.0,2.0,0.0,0,0,0,0,50,False,,0,1,2022-23,MID,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0
Jack Grealish,0,,,,0,19,1,,,29.2,,,305,,,10,,0,0,5.0,,7.2,,2022-08-07T15:30:00Z,,,,90,,,19,0,,0,0,,0,1,0,327616,,,,2.0,0.0,14.0,3,0,0,0,70,False,,0,1,2022-23,MID,Man City,3.4,0.0,0.0,0.0,0.0,0.0
James McAtee,0,,,,0,0,0,,,0.0,,,317,,,10,,0,0,0.0,,0.0,,2022-08-07T15:30:00Z,,,,0,,,19,0,,0,0,,0,1,0,1259,,,,2.0,0.0,0.0,0,0,0,0,45,False,,0,1,2022-23,MID,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Will Smallbone,0,,,,0,0,0,,,0.0,,,415,,,8,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,18,0,,0,0,,0,1,0,2166,,,,1.0,4.0,0.0,0,0,0,0,45,False,,0,1,2022-23,MID,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Chris Wood,0,,,,0,2,0,,,0.0,,,354,,,7,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,1,,,16,0,,0,0,,0,1,0,137537,,,,0.0,2.0,0.0,1,0,0,0,60,True,,0,1,2022-23,FWD,Newcastle,2.3,0.0,0.0,0.0,0.0,0.0
Darren Randolph,0,,,,0,0,0,,,0.0,,,571,,,10,,0,0,0.0,,0.0,,2022-08-07T15:30:00Z,,,,0,,,13,0,,0,0,,0,1,0,0,,,,2.0,0.0,0.0,0,0,0,0,40,True,,0,1,2022-23,GK,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
Leander Dendoncker,0,,,,0,21,0,,,16.5,,,479,,,5,,2,0,7.8,,24.4,,2022-08-06T14:00:00Z,,,,90,,,11,0,,0,0,,0,1,0,13096,,,,1.0,2.0,37.0,2,0,0,0,50,False,,0,1,2022-23,MID,Wolves,2.1,0.0,0.0,0.0,0.0,0.0
Allan Marques Loureiro,0,,,,0,0,0,,,0.0,,,183,,,3,,0,0,0.0,,0.0,,2022-08-06T16:30:00Z,,,,0,,,6,0,,0,0,,0,1,0,11086,,,,1.0,0.0,0.0,0,0,0,0,50,True,,0,1,2022-23,MID,Everton,1.1,0.0,0.0,0.0,0.0,0.0
Ibrahima Konaté,0,,,,0,0,0,,,0.0,,,290,,,4,,0,0,0.0,,0.0,,2022-08-06T11:30:00Z,,,,0,,,9,0,,0,0,,0,1,0,57031,,,,2.0,2.0,0.0,0,0,0,0,50,False,,0,1,2022-23,DEF,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Mitrović,0,,,,3,57,0,,,14.7,,,210,,,4,,2,2,15.5,,82.0,,2022-08-06T11:30:00Z,,,,90,,,12,0,,0,0,,0,1,0,509091,,,,2.0,2.0,58.0,13,0,0,0,65,True,,0,1,2022-23,FWD,Fulham,0.6,0.0,0.0,0.0,0.0,0.0
Christian Eriksen,0,,,,0,17,0,,,42.5,,,519,,,9,,2,0,10.5,,28.6,,2022-08-07T13:00:00Z,,,,90,,,5,0,,0,0,,0,1,0,361793,,,,2.0,1.0,34.0,2,0,0,0,65,True,,0,1,2022-23,MID,Man Utd,2.8,0.0,0.0,0.0,0.0,0.0
Joe Willock,0,,,,0,6,1,,,14.4,,,373,,,7,,0,0,8.1,,14.0,,2022-08-06T14:00:00Z,,,,79,,,16,0,,0,0,,0,1,0,45439,,,,0.0,2.0,53.0,3,0,0,0,50,True,,0,1,2022-23,MID,Newcastle,2.1,0.0,0.0,0.0,0.0,0.0
Yerson Mosquera Valdelamar,0,,,,0,0,0,,,0.0,,,494,,,5,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,11,0,,0,0,,0,1,0,77448,,,,1.0,2.0,0.0,0,0,0,0,40,False,,0,1,2022-23,DEF,Wolves,1.5,0.0,0.0,0.0,0.0,0.0
Roméo Lavia,0,,,,0,17,0,,,4.3,,,321,,,8,,4,0,2.4,,12.0,,2022-08-06T14:00:00Z,,,,90,,,18,0,,0,0,,0,1,0,18407,,,,1.0,4.0,8.0,2,0,0,0,45,False,,0,1,2022-23,MID,Southampton,0.5,0.0,0.0,0.0,0.0,0.0
Kristoffer Ajer,0,,,,0,0,0,,,0.0,,,84,,,6,,0,0,0.0,,0.0,,2022-08-07T13:00:00Z,,,,0,,,10,0,,0,0,,0,1,0,2520,,,,2.0,2.0,0.0,0,0,0,0,45,False,,0,1,2022-23,DEF,Brentford,0.0,0.0,0.0,0.0,0.0,0.0
Will Hughes,0,,,,0,2,0,,,0.3,,,163,,,1,,0,0,0.4,,0.0,,2022-08-05T19:00:00Z,,,,4,,,1,0,,0,0,,0,1,0,2729,,,,2.0,0.0,4.0,1,0,0,0,50,True,,0,1,2022-23,MID,Crystal Palace,1.1,0.0,0.0,0.0,0.0,0.0
Joe Ayodele-Aribo,0,,,,0,5,0,,,5.2,,,512,,,8,,4,0,3.8,,9.4,,2022-08-06T14:00:00Z,,,,90,,,18,0,,0,0,,0,1,0,50924,,,,1.0,4.0,23.0,2,0,0,0,55,False,,0,1,2022-23,MID,Southampton,1.5,0.0,0.0,0.0,0.0,0.0
Orel Mangala,0,,,,0,3,0,,,0.2,,,536,,,7,,1,0,0.3,,2.6,,2022-08-06T14:00:00Z,,,,15,,,15,0,,0,0,,0,1,0,3088,,,,0.0,2.0,0.0,1,0,0,0,50,False,,0,1,2022-23,MID,Nott'm Forest,1.1,0.0,0.0,0.0,0.0,0.0
Luke Plange,0,,,,0,0,0,,,0.0,,,496,,,1,,0,0,0.0,,0.0,,2022-08-05T19:00:00Z,,,,0,,,1,0,,0,0,,0,1,0,124669,,,,2.0,0.0,0.0,0,0,0,0,45,True,,0,1,2022-23,FWD,Crystal Palace,0.5,0.0,0.0,0.0,0.0,0.0
Cristian Romero,0,,,,0,11,0,,,2.7,,,443,,,8,,1,0,2.4,,8.0,,2022-08-06T14:00:00Z,,,,90,,,17,0,,0,0,,0,1,0,200747,,,,1.0,4.0,13.0,2,0,0,0,50,True,,0,1,2022-23,DEF,Spurs,2.8,0.0,0.0,0.0,0.0,0.0
Jack Harrison,1,,,,2,25,0,,,78.8,,,233,,,5,,1,0,12.4,,34.8,,2022-08-06T14:00:00Z,,,,90,,,20,0,,0,0,,0,1,0,79451,,,,1.0,2.0,10.0,6,0,0,0,60,True,,1,1,2022-23,MID,Leeds,1.7,0.0,0.0,0.0,0.0,0.0
Luis Sinisterra Lucumí,0,,,,0,0,0,,,0.0,,,508,,,5,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,20,0,,0,0,,0,1,0,17295,,,,1.0,2.0,0.0,0,0,0,0,65,True,,0,1,2022-23,MID,Leeds,0.0,0.0,0.0,0.0,0.0,0.0
Nathaniel Clyne,0,,,,0,9,0,,,14.1,,,157,,,1,,2,0,2.3,,8.4,,2022-08-05T19:00:00Z,,,,90,,,1,0,,0,0,,0,1,0,11649,,,,2.0,0.0,0.0,0,0,0,0,45,True,,1,1,2022-23,DEF,Crystal Palace,1.4,0.0,0.0,0.0,0.0,0.0
Stuart Armstrong,0,,,,0,0,0,,,2.6,,,405,,,8,,2,0,0.6,,3.4,,2022-08-06T14:00:00Z,,,,45,,,18,0,,0,0,,0,1,0,9352,,,,1.0,4.0,0.0,1,0,0,0,50,False,,0,1,2022-23,MID,Southampton,1.1,0.0,0.0,0.0,0.0,0.0
Oriol Romeu Vidal,0,,,,0,9,0,,,3.8,,,402,,,8,,4,0,1.2,,6.2,,2022-08-06T14:00:00Z,,,,74,,,18,0,,0,0,,0,1,0,10319,,,,1.0,4.0,2.0,2,0,0,0,50,False,,0,1,2022-23,MID,Southampton,1.1,0.0,0.0,0.0,0.0,0.0
Tyler Roberts,0,,,,0,0,0,,,0.0,,,229,,,5,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,20,0,,0,0,,0,1,0,101,,,,1.0,2.0,0.0,0,0,0,0,50,True,,0,1,2022-23,MID,Leeds,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Ashby,0,,,,0,0,0,,,0.0,,,555,,,10,,0,0,0.0,,0.0,,2022-08-07T15:30:00Z,,,,0,,,13,0,,0,0,,0,1,0,13517,,,,2.0,0.0,0.0,0,0,0,0,40,True,,0,1,2022-23,DEF,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Brunt,0,,,,0,0,0,,,0.0,,,273,,,6,,0,0,0.0,,0.0,,2022-08-07T13:00:00Z,,,,0,,,4,0,,0,0,,0,1,0,23323,,,,2.0,2.0,0.0,0,0,0,0,40,True,,0,1,2022-23,DEF,Leicester,1.0,0.0,0.0,0.0,0.0,0.0
Matt Ritchie,0,,,,0,0,0,,,0.0,,,350,,,7,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,16,0,,0,0,,0,1,0,8772,,,,0.0,2.0,0.0,0,0,0,0,45,True,,0,1,2022-23,DEF,Newcastle,2.4,0.0,0.0,0.0,0.0,0.0
Jannik Vestergaard,0,,,,0,0,0,,,0.0,,,253,,,6,,0,0,0.0,,0.0,,2022-08-07T13:00:00Z,,,,0,,,4,0,,0,0,,0,1,0,799742,,,,2.0,2.0,0.0,0,0,0,0,40,True,,0,1,2022-23,DEF,Leicester,1.0,0.0,0.0,0.0,0.0,0.0
Enock Mwepu,0,,,,0,5,0,,,11.8,,,118,,,9,,0,0,2.1,,9.2,,2022-08-07T13:00:00Z,,,,14,,,14,0,,0,0,,0,1,0,10644,,,,2.0,1.0,0.0,1,0,0,0,55,False,,0,1,2022-23,MID,Brighton,1.5,0.0,0.0,0.0,0.0,0.0
Trevoh Chalobah,0,,,,0,0,0,,,0.0,,,141,,,3,,0,0,0.0,,0.0,,2022-08-06T16:30:00Z,,,,0,,,8,0,,0,0,,0,1,0,55821,,,,1.0,0.0,0.0,0,0,0,0,50,False,,0,1,2022-23,DEF,Chelsea,2.8,0.0,0.0,0.0,0.0,0.0
Chris Richards,0,,,,0,0,0,,,0.0,,,530,,,1,,0,0,0.0,,0.0,,2022-08-05T19:00:00Z,,,,0,,,1,0,,0,0,,0,1,0,5048,,,,2.0,0.0,0.0,0,0,0,0,45,True,,0,1,2022-23,DEF,Crystal Palace,1.4,0.0,0.0,0.0,0.0,0.0
Diogo Teixeira da Silva,0,,,,0,0,0,,,0.0,,,288,,,4,,0,0,0.0,,0.0,,2022-08-06T11:30:00Z,,,,0,,,9,0,,0,0,,0,1,0,55789,,,,2.0,2.0,0.0,0,0,0,0,90,False,,0,1,2022-23,FWD,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0
Martin Dubravka,0,,,,0,0,0,,,0.0,,,355,,,7,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,16,0,,0,0,,0,1,0,97650,,,,0.0,2.0,0.0,0,0,0,0,45,True,,0,1,2022-23,GK,Newcastle,2.7,0.0,0.0,0.0,0.0,0.0
Rodrigo Moreno,0,,,,0,23,0,,,1.1,,,225,,,5,,1,1,6.5,,34.8,,2022-08-06T14:00:00Z,,,,64,,,20,0,,0,0,,0,1,0,73866,,,,1.0,2.0,29.0,7,0,0,0,60,True,,0,1,2022-23,MID,Leeds,1.7,0.0,0.0,0.0,0.0,0.0
Francisco Jorge Tomás Oliveira,0,,,,0,0,0,,,0.0,,,490,,,5,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,11,0,,0,0,,0,1,0,309,,,,1.0,2.0,0.0,0,0,0,0,50,False,,0,1,2022-23,MID,Wolves,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Salisu,0,,,,0,7,0,,,17.0,,,420,,,8,,4,0,3.9,,16.0,,2022-08-06T14:00:00Z,,,,90,,,18,1,,0,0,,0,1,0,14247,,,,1.0,4.0,6.0,-2,0,0,0,45,False,,0,1,2022-23,DEF,Southampton,1.4,0.0,0.0,0.0,0.0,0.0
Frederico Rodrigues de Paula Santos,0,,,,0,6,0,,,3.1,,,331,,,9,,2,0,0.5,,1.0,,2022-08-07T13:00:00Z,,,,52,,,5,0,,0,0,,0,1,0,83919,,,,2.0,1.0,1.0,1,0,0,0,55,True,,0,1,2022-23,MID,Man Utd,2.5,0.0,0.0,0.0,0.0,0.0
Jakub Moder,0,,,,0,0,0,,,0.0,,,117,,,9,,0,0,0.0,,0.0,,2022-08-07T13:00:00Z,,,,0,,,14,0,,0,0,,0,1,0,3484,,,,2.0,1.0,0.0,0,0,0,0,45,False,,0,1,2022-23,MID,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Philippe Mateta,0,,,,0,2,0,,,11.2,,,168,,,1,,1,0,2.0,,0.0,,2022-08-05T19:00:00Z,,,,32,,,1,0,,0,0,,0,1,0,67462,,,,2.0,0.0,10.0,1,0,0,0,55,True,,0,1,2022-23,FWD,Crystal Palace,1.0,0.0,0.0,0.0,0.0,0.0
Salomón Rondón,0,,,,0,0,0,,,0.0,,,177,,,3,,0,0,0.0,,0.0,,2022-08-06T16:30:00Z,,,,0,,,6,0,,0,0,,0,1,0,15143,,,,1.0,0.0,0.0,0,0,0,0,50,True,,0,1,2022-23,FWD,Everton,0.0,0.0,0.0,0.0,0.0,0.0
Liam Cooper,0,,,,0,0,0,,,0.0,,,221,,,5,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,20,0,,0,0,,0,1,0,6072,,,,1.0,2.0,0.0,0,0,0,0,45,True,,0,1,2022-23,DEF,Leeds,0.0,0.0,0.0,0.0,0.0,0.0
Erling Haaland,0,,,,3,48,1,,,4.8,,,318,,,10,,0,2,14.0,,62.6,,2022-08-07T15:30:00Z,,,,77,,,19,0,,0,0,,0,1,0,3398599,,,,2.0,0.0,73.0,13,0,0,0,115,False,,0,1,2022-23,FWD,Man City,5.0,0.0,0.0,0.0,0.0,0.0
Lewis Cook,0,,,,0,4,0,,,0.3,,,67,,,2,,0,0,0.8,,7.2,,2022-08-06T14:00:00Z,,,,18,,,2,0,,0,0,,0,1,0,4802,,,,0.0,2.0,0.0,1,0,0,0,50,True,,0,1,2022-23,MID,Bournemouth,1.1,0.0,0.0,0.0,0.0,0.0
Remi Matthews,0,,,,0,0,0,,,0.0,,,495,,,1,,0,0,0.0,,0.0,,2022-08-05T19:00:00Z,,,,0,,,1,0,,0,0,,0,1,0,4672,,,,2.0,0.0,0.0,0,0,0,0,40,True,,0,1,2022-23,GK,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Phil Foden,0,,,,0,19,1,,,30.4,,,314,,,10,,0,0,5.1,,10.8,,2022-08-07T15:30:00Z,,,,87,,,19,0,,0,0,,0,1,0,482845,,,,2.0,0.0,10.0,3,0,0,0,80,False,,0,1,2022-23,MID,Man City,3.7,0.0,0.0,0.0,0.0,0.0
Calvin Ramsay,0,,,,0,0,0,,,0.0,,,298,,,4,,0,0,0.0,,0.0,,2022-08-06T11:30:00Z,,,,0,,,9,0,,0,0,,0,1,0,19927,,,,2.0,2.0,0.0,0,0,0,0,40,False,,0,1,2022-23,DEF,Liverpool,2.5,0.0,0.0,0.0,0.0,0.0
Steve Cook,0,,,,0,0,0,,,0.0,,,379,,,7,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,15,0,,0,0,,0,1,0,14958,,,,0.0,2.0,0.0,0,0,0,0,45,False,,0,1,2022-23,DEF,Nott'm Forest,1.4,0.0,0.0,0.0,0.0,0.0
Ryan Bertrand,0,,,,0,0,0,,,0.0,,,250,,,6,,0,0,0.0,,0.0,,2022-08-07T13:00:00Z,,,,0,,,4,0,,0,0,,0,1,0,3217,,,,2.0,2.0,0.0,0,0,0,0,40,True,,0,1,2022-23,DEF,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
Sékou Mara,0,,,,0,0,0,,,0.0,,,528,,,8,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,18,0,,0,0,,0,1,0,7535,,,,1.0,4.0,0.0,0,0,0,0,55,False,,0,1,2022-23,FWD,Southampton,1.0,0.0,0.0,0.0,0.0,0.0
Scott McTominay,0,,,,0,1,0,,,2.1,,,338,,,9,,2,0,2.7,,0.0,,2022-08-07T13:00:00Z,,,,77,,,5,0,,0,0,,0,1,0,22964,,,,2.0,1.0,26.0,1,0,0,0,50,True,,1,1,2022-23,MID,Man Utd,2.1,0.0,0.0,0.0,0.0,0.0
Xande Nascimento da Costa Silva,0,,,,0,0,0,,,0.0,,,390,,,7,,0,0,0.0,,0.0,,2022-08-06T14:00:00Z,,,,0,,,15,0,,0,0,,0,1,0,1985,,,,0.0,2.0,0.0,0,0,0,0,50,False,,0,1,2022-23,MID,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0
