id,web_name,first_name,second_name,element_type,position,team_id,team_name,team_short,now_cost,status,chance_of_playing_next_round,selected_by_percent,form,points_per_game,influence,creativity,threat,ict_index
144,Coppola,Diego,Coppola,2,DEF,6,Brighton,BHA,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
145,De Cuyper,Maxim,De Cuyper,2,DEF,6,Brighton,BHA,4.5,a,,6.2,2.0,2.0,15.0,26.7,4.0,4.6
146,Dunk,Lewis,Dunk,2,DEF,6,Brighton,BHA,4.5,a,,1.3,2.0,2.0,16.6,1.8,7.0,2.5
147,Estupiñan,Pervis,Estupiñán Tenorio,2,DEF,6,Brighton,BHA,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,F.Kadıoğlu,Ferdi,Kadıoğlu,2,DEF,6,Brighton,BHA,4.5,a,,0.2,0.0,0.0,0.0,1.3,0.0,0.1
149,Igor,Igor Julio,dos Santos de Paulo,2,DEF,6,Brighton,BHA,4.5,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
150,Lamptey,Tariq,Lamptey,2,DEF,6,Brighton,BHA,4.5,a,,0.4,0.0,0.0,0.0,0.0,0.0,0.0
151,Van Hecke,Jan Paul,van Hecke,2,DEF,6,Brighton,BHA,4.5,a,,1.2,2.0,2.0,28.0,1.3,0.0,2.9
152,Veltman,Joël,Veltman,2,DEF,6,Brighton,BHA,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
153,Webster,Adam,Webster,2,DEF,6,Brighton,BHA,4.5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Cashin,Eiran,Cashin,2,DEF,6,Brighton,BHA,4.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Slater,Jacob,Slater,2,DEF,6,Brighton,BHA,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
156,Tasker,Charlie,Tasker,2,DEF,6,Brighton,BHA,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
157,Mitoma,Mitoma,Kaoru,3,MID,6,Brighton,BHA,6.5,a,,6.6,2.0,2.0,0.0,2.4,8.0,0.6
158,Georginio,Georginio,Rutter,3,MID,6,Brighton,BHA,6.0,a,,1.4,6.0,6.0,2.2,1.2,15.0,1.8
159,March,Solly,March,3,MID,6,Brighton,BHA,6.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Minteh,Yankuba,Minteh,3,MID,6,Brighton,BHA,6.0,a,,1.1,3.0,3.0,0.4,2.9,12.0,1.5
161,Enciso,Julio,Enciso Espínola,3,MID,6,Brighton,BHA,5.5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Gruda,Brajan,Gruda,3,MID,6,Brighton,BHA,5.5,a,,0.0,1.0,1.0,0.2,0.3,4.0,0.5
163,Hinshelwood,Jack,Hinshelwood,3,MID,6,Brighton,BHA,5.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
164,O'Riley,Matt,O'Riley,3,MID,6,Brighton,BHA,5.5,a,,1.3,10.0,10.0,45.8,44.3,25.0,11.5
165,Sima,Abdallah,Sima,3,MID,6,Brighton,BHA,5.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Ayari,Yasin,Ayari,3,MID,6,Brighton,BHA,5.0,a,,0.2,3.0,3.0,7.2,3.2,2.0,1.2
167,Baleba,Carlos,Baleba,3,MID,6,Brighton,BHA,5.0,a,,4.6,3.0,3.0,4.0,11.9,1.0,1.7
168,Buonanotte,Facundo,Buonanotte,3,MID,6,Brighton,BHA,5.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
169,Gomez,Diego,Gómez Amarilla,3,MID,6,Brighton,BHA,5.0,a,,0.1,0.0,0.0,7.6,11.3,7.0,2.6
170,Milner,James,Milner,3,MID,6,Brighton,BHA,5.0,a,,0.1,1.0,1.0,0.0,0.1,0.0,0.0
171,Sarmiento,Jeremy,Sarmiento Morante,3,MID,6,Brighton,BHA,5.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Watson,Tom,Watson,3,MID,6,Brighton,BHA,5.0,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Wieffer,Mats,Wieffer,3,MID,6,Brighton,BHA,5.0,a,,0.1,4.0,4.0,24.8,2.8,21.0,4.9
174,Yalcouye,Malick,Yalcouyé,3,MID,6,Brighton,BHA,5.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Knight,Joe,Knight,3,MID,6,Brighton,BHA,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
176,Mazilu,Adrian,Mazilu,3,MID,6,Brighton,BHA,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Moran,Andrew,Moran,3,MID,6,Brighton,BHA,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
178,Welbeck,Danny,Welbeck,4,FWD,6,Brighton,BHA,6.5,a,,4.0,1.0,1.0,2.2,0.6,2.0,0.5
179,Ferguson,Evan,Ferguson,4,FWD,6,Brighton,BHA,5.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Tzimas,Stefanos,Tzimas,4,FWD,6,Brighton,BHA,5.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
181,Kostoulas,Charalampos,Kostoulas,4,FWD,6,Brighton,BHA,5.0,a,,0.4,0.0,0.0,0.0,0.0,0.0,0.0
220,Sánchez,Robert,Lynch Sánchez,1,GK,7,Chelsea,CHE,5.0,a,,25.4,8.0,8.0,24.4,0.0,0.0,2.4
221,Jörgensen,Filip,Jörgensen,1,GK,7,Chelsea,CHE,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
222,Penders,Mike,Penders,1,GK,7,Chelsea,CHE,4.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Slonina,Gabriel,Słonina,1,GK,7,Chelsea,CHE,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
224,Cucurella,Marc,Cucurella Saseta,2,DEF,7,Chelsea,CHE,6.0,a,,20.4,8.0,8.0,11.6,15.8,13.0,4.0
225,James,Reece,James,2,DEF,7,Chelsea,CHE,5.5,a,,5.7,5.0,5.0,17.0,46.6,0.0,6.4
226,Chalobah,Trevoh,Chalobah,2,DEF,7,Chelsea,CHE,5.0,a,,1.3,6.0,6.0,21.4,4.9,4.0,3.0
227,Colwill,Levi,Samuels Colwill,2,DEF,7,Chelsea,CHE,5.0,i,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
228,Gusto,Malo,Gusto,2,DEF,7,Chelsea,CHE,5.0,a,,1.7,1.0,1.0,0.0,1.3,1.0,0.2
229,B.Badiashile,Benoît,Badiashile Mukinayi,2,DEF,7,Chelsea,CHE,4.5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Fofana,Wesley,Fofana,2,DEF,7,Chelsea,CHE,4.5,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
231,M.Sarr,Mamadou,Sarr,2,DEF,7,Chelsea,CHE,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Tosin,Tosin,Adarabioyo,2,DEF,7,Chelsea,CHE,4.5,d,75.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
233,Acheampong,Josh,Acheampong,2,DEF,7,Chelsea,CHE,4.0,a,,1.6,9.0,9.0,16.2,2.3,10.0,2.9
234,Anselmino,Aarón,Anselmino,2,DEF,7,Chelsea,CHE,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
235,Palmer,Cole,Palmer,3,MID,7,Chelsea,CHE,10.5,a,,60.2,3.0,3.0,4.8,16.9,23.0,4.5
236,Neto,Pedro,Lomba Neto,3,MID,7,Chelsea,CHE,7.0,a,,3.7,3.0,3.0,13.8,37.7,10.0,6.2
237,Enzo,Enzo,Fernández,3,MID,7,Chelsea,CHE,6.5,a,,3.4,3.0,3.0,3.6,16.5,2.0,2.2
238,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,3,MID,7,Chelsea,CHE,6.5,a,,1.6,0.0,0.0,1.2,4.9,8.0,1.4
239,Gittens,Jamie,Bynoe-Gittens,3,MID,7,Chelsea,CHE,6.5,a,,0.3,1.0,1.0,7.2,22.8,8.0,3.8
240,Nkunku,Christopher,Nkunku,3,MID,7,Chelsea,CHE,6.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
241,Caicedo,Moisés,Caicedo Corozo,3,MID,7,Chelsea,CHE,5.5,a,,5.4,5.0,5.0,31.2,3.9,2.0,3.7
243,George,Tyrique,George,3,MID,7,Chelsea,CHE,5.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
244,Lavia,Roméo,Lavia,3,MID,7,Chelsea,CHE,5.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Mudryk,Mykhailo,Mudryk,3,MID,7,Chelsea,CHE,5.0,s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Andrey Santos,Andrey,Nascimento dos Santos,3,MID,7,Chelsea,CHE,4.5,a,,0.3,1.0,1.0,0.4,0.3,21.0,2.2
247,D.Essugo,Dário,Luís Essugo,3,MID,7,Chelsea,CHE,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
248,Paez,Kendry,Páez Andrade,3,MID,7,Chelsea,CHE,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,João Pedro,João Pedro,Junqueira de Jesus,4,FWD,7,Chelsea,CHE,7.5,a,,52.9,2.0,2.0,0.0,5.1,16.0,1.9
250,Delap,Liam,Delap,4,FWD,7,Chelsea,CHE,6.5,a,,3.8,1.0,1.0,5.4,1.3,19.0,2.6
251,N.Jackson,Nicolas,Jackson,4,FWD,7,Chelsea,CHE,6.5,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
672,Hato,Jorrel,Hato,2,DEF,7,Chelsea,CHE,5.0,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
253,Henderson,Dean,Henderson,1,GK,8,Crystal Palace,CRY,5.0,a,,7.2,6.0,6.0,22.4,10.0,0.0,3.2
254,Benitez,Walter,Benítez,1,GK,8,Crystal Palace,CRY,4.0,a,,0.4,0.0,0.0,0.0,0.0,0.0,0.0
255,Matthews,Remi,Matthews,1,GK,8,Crystal Palace,CRY,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
256,Muñoz,Daniel,Muñoz Mejía,2,DEF,8,Crystal Palace,CRY,5.5,a,,8.6,5.0,5.0,10.0,0.4,6.0,1.6
257,Lacroix,Maxence,Lacroix,2,DEF,8,Crystal Palace,CRY,5.0,a,,1.3,8.0,8.0,30.8,0.1,0.0,3.1
258,Mitchell,Tyrick,Mitchell,2,DEF,8,Crystal Palace,CRY,5.0,a,,1.6,9.0,9.0,26.0,0.3,0.0,2.6
259,Sosa,Borna,Sosa,2,DEF,8,Crystal Palace,CRY,5.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
260,Guéhi,Marc,Guéhi,2,DEF,8,Crystal Palace,CRY,4.5,a,,13.1,6.0,6.0,13.8,10.0,2.0,2.6
261,Richards,Chris,Richards,2,DEF,8,Crystal Palace,CRY,4.5,a,,1.5,6.0,6.0,21.8,0.0,4.0,2.6
262,Chadi Riad,Chadi,Riad Dnanou,2,DEF,8,Crystal Palace,CRY,4.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Clyne,Nathaniel,Clyne,2,DEF,8,Crystal Palace,CRY,4.0,a,,0.7,0.0,0.0,0.0,0.0,0.0,0.0
264,Holding,Rob,Holding,2,DEF,8,Crystal Palace,CRY,4.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Kporha,Caleb,Kporha,2,DEF,8,Crystal Palace,CRY,4.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Eze,Eberechi,Eze,3,MID,8,Crystal Palace,CRY,7.5,a,,10.8,3.0,3.0,7.2,2.6,26.0,3.6
267,Sarr,Ismaïla,Sarr,3,MID,8,Crystal Palace,CRY,6.5,a,,4.8,3.0,3.0,10.0,15.5,0.0,2.6
268,Doucouré,Cheick,Doucouré,3,MID,8,Crystal Palace,CRY,5.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Esse,Romain,Esse,3,MID,8,Crystal Palace,CRY,5.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
270,Hughes,Will,Hughes,3,MID,8,Crystal Palace,CRY,5.0,a,,0.1,2.0,2.0,14.4,0.1,0.0,1.5
271,Kamada,Daichi,Kamada,3,MID,8,Crystal Palace,CRY,5.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Lerma,Jefferson,Lerma Solís,3,MID,8,Crystal Palace,CRY,5.0,a,,0.1,1.0,1.0,1.0,1.0,2.0,0.4
273,Wharton,Adam,Wharton,3,MID,8,Crystal Palace,CRY,5.0,a,,0.6,3.0,3.0,14.6,22.3,0.0,3.7
274,Agbinone,Asher,Agbinone,3,MID,8,Crystal Palace,CRY,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
275,Ahamada,Naouirou,Ahamada,3,MID,8,Crystal Palace,CRY,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Devenny,Justin,Devenny,3,MID,8,Crystal Palace,CRY,4.5,a,,1.8,1.0,1.0,3.0,0.0,2.0,0.5
277,Ebiowei,Malcolm,Ebiowei,3,MID,8,Crystal Palace,CRY,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,J.Rak-Sakyi,Jesurun,Rak-Sakyi,3,MID,8,Crystal Palace,CRY,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
279,M.França,Matheus,França de Oliveira,3,MID,8,Crystal Palace,CRY,4.5,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Ozoh,David,Ozoh,3,MID,8,Crystal Palace,CRY,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Rodney,Kaden,Rodney,3,MID,8,Crystal Palace,CRY,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Umeh,Franco,Umeh-Chibueze,3,MID,8,Crystal Palace,CRY,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Mateta,Jean-Philippe,Mateta,4,FWD,8,Crystal Palace,CRY,7.5,a,,9.0,1.0,1.0,16.0,0.8,26.0,4.3
284,Nketiah,Eddie,Nketiah,4,FWD,8,Crystal Palace,CRY,5.5,i,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
285,Édouard,Odsonne,Édouard,4,FWD,8,Crystal Palace,CRY,5.0,a,,0.9,0.0,0.0,0.0,0.0,0.0,0.0
286,Marsh,Zach,Marsh,4,FWD,8,Crystal Palace,CRY,4.5,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
690,Cardines,Rio,Cardines,3,MID,8,Crystal Palace,CRY,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
242,Dewsbury-Hall,Kiernan,Dewsbury-Hall,3,MID,9,Everton,EVE,5.0,a,,4.5,2.0,2.0,12.6,27.4,2.0,4.2
287,Pickford,Jordan,Pickford,1,GK,9,Everton,EVE,5.5,a,,10.9,2.0,2.0,21.2,0.0,0.0,2.1
288,Travers,Mark,Travers,1,GK,9,Everton,EVE,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
289,Tyrer,Harry,Tyrer,1,GK,9,Everton,EVE,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
290,Branthwaite,Jarrad,Branthwaite,2,DEF,9,Everton,EVE,5.5,i,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
291,Tarkowski,James,Tarkowski,2,DEF,9,Everton,EVE,5.5,a,,6.9,4.0,4.0,31.0,2.1,7.0,4.0
292,Mykolenko,Vitalii,Mykolenko,2,DEF,9,Everton,EVE,5.0,d,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
293,O'Brien,Jake,O'Brien,2,DEF,9,Everton,EVE,5.0,a,,0.6,2.0,2.0,4.2,1.0,7.0,1.2
294,Coleman,Séamus,Coleman,2,DEF,9,Everton,EVE,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
295,Keane,Michael,Keane,2,DEF,9,Everton,EVE,4.5,a,,0.4,2.0,2.0,19.8,0.4,4.0,2.4
296,Patterson,Nathan,Patterson,2,DEF,9,Everton,EVE,4.5,d,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Dixon,Roman,Dixon,2,DEF,9,Everton,EVE,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
298,Welch,Reece,Welch,2,DEF,9,Everton,EVE,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
299,Ndiaye,Iliman,Ndiaye,3,MID,9,Everton,EVE,6.5,a,,10.6,2.0,2.0,12.6,12.1,2.0,2.7
300,McNeil,Dwight,McNeil,3,MID,9,Everton,EVE,6.0,a,,0.4,0.0,0.0,0.0,0.0,0.0,0.0
301,Alcaraz,Carlos,Alcaraz Durán,3,MID,9,Everton,EVE,5.5,a,,0.2,1.0,1.0,7.6,2.4,21.0,3.1
302,Gana,Idrissa Gana,Gueye,3,MID,9,Everton,EVE,5.5,a,,0.1,2.0,2.0,7.2,19.6,3.0,3.0
303,Garner,James,Garner,3,MID,9,Everton,EVE,5.0,a,,0.1,2.0,2.0,16.4,3.2,2.0,2.2
304,Iroegbunam,Tim,Iroegbunam,3,MID,9,Everton,EVE,5.0,a,,0.0,2.0,2.0,12.0,1.1,0.0,1.3
305,Armstrong,Harrison,Armstrong,3,MID,9,Everton,EVE,4.5,d,75.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
306,Bates,Callum,Bates,3,MID,9,Everton,EVE,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
307,Ebere,Coby,Ebere,3,MID,9,Everton,EVE,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Heath,Isaac,Heath,3,MID,9,Everton,EVE,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Metcalfe,Jenson,Metcalfe,3,MID,9,Everton,EVE,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Barry,Thierno,Barry,4,FWD,9,Everton,EVE,6.0,a,,0.7,1.0,1.0,0.0,1.0,2.0,0.3
311,Beto,Norberto Bercique,Gomes Betuncal,4,FWD,9,Everton,EVE,5.5,a,,8.1,2.0,2.0,10.2,2.8,7.0,2.0
312,Y.Chermiti,Youssef,Ramalho Chermiti,4,FWD,9,Everton,EVE,5.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
313,Sherif,Martin,Sherif,4,FWD,9,Everton,EVE,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
419,Grealish,Jack,Grealish,3,MID,9,Everton,EVE,6.5,a,,3.4,1.0,1.0,5.8,0.8,5.0,1.2
630,King,Tom,King,1,GK,9,Everton,EVE,4.0,a,,1.5,0.0,0.0,0.0,0.0,0.0,0.0
667,Aznou,Adam,Aznou,2,DEF,9,Everton,EVE,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
314,Leno,Bernd,Leno,1,GK,10,Fulham,FUL,5.0,a,,1.6,3.0,3.0,23.6,0.0,0.0,2.4
315,Benda,Steven,Benda,1,GK,10,Fulham,FUL,4.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Robinson,Antonee,Robinson,2,DEF,10,Fulham,FUL,5.0,i,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
317,Andersen,Joachim,Andersen,2,DEF,10,Fulham,FUL,4.5,a,,2.9,2.0,2.0,16.4,1.0,4.0,2.1
318,Bassey,Calvin,Bassey,2,DEF,10,Fulham,FUL,4.5,a,,0.5,1.0,1.0,12.4,1.6,0.0,1.4
319,Castagne,Timothy,Castagne,2,DEF,10,Fulham,FUL,4.5,a,,0.1,1.0,1.0,0.2,0.7,2.0,0.3
320,Diop,Issa,Diop,2,DEF,10,Fulham,FUL,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
321,J.Cuenca,Jorge,Cuenca Barreno,2,DEF,10,Fulham,FUL,4.5,a,,0.0,2.0,2.0,9.6,1.2,4.0,1.5
322,Tete,Kenny,Tete,2,DEF,10,Fulham,FUL,4.5,a,,0.2,2.0,2.0,13.0,1.7,0.0,1.5
323,Amissah,Samuel,Amissah,2,DEF,10,Fulham,FUL,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
324,Iwobi,Alex,Iwobi,3,MID,10,Fulham,FUL,6.5,a,,1.4,2.0,2.0,9.6,40.5,1.0,5.1
325,Smith Rowe,Emile,Smith Rowe,3,MID,10,Fulham,FUL,6.0,a,,0.9,1.0,1.0,0.2,2.0,2.0,0.4
326,Adama,Adama,Traoré Diarra,3,MID,10,Fulham,FUL,5.5,a,,0.3,1.0,1.0,0.0,0.8,0.0,0.0
327,Andreas,Andreas,Hoelgebaum Pereira,3,MID,10,Fulham,FUL,5.5,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
328,Sessegnon,Ryan,Sessegnon,3,MID,10,Fulham,FUL,5.5,d,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Wilson,Harry,Wilson,3,MID,10,Fulham,FUL,5.5,a,,1.0,5.0,5.0,3.0,5.4,13.0,2.1
330,Berge,Sander,Berge,3,MID,10,Fulham,FUL,5.0,a,,0.1,2.0,2.0,1.2,0.7,0.0,0.2
331,Cairney,Tom,Cairney,3,MID,10,Fulham,FUL,5.0,a,,0.0,0.0,0.0,0.0,0.4,0.0,0.0
332,Lukić,Saša,Lukić,3,MID,10,Fulham,FUL,5.0,a,,0.1,2.0,2.0,1.8,13.3,2.0,1.7
333,Godo,Martial,Godo,3,MID,10,Fulham,FUL,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
334,Harris,Luke,Harris,3,MID,10,Fulham,FUL,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,King,Josh,King,3,MID,10,Fulham,FUL,4.5,a,,1.0,2.0,2.0,12.4,14.0,27.0,5.3
336,Reed,Harrison,Reed,3,MID,10,Fulham,FUL,4.5,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
337,Raúl,Raúl,Jiménez Rodríguez,4,FWD,10,Fulham,FUL,6.5,a,,2.0,2.0,2.0,0.0,3.3,11.0,0.7
338,Muniz,Rodrigo,Muniz Carvalho,4,FWD,10,Fulham,FUL,5.5,a,,2.3,7.0,7.0,31.0,0.0,33.0,6.4
664,Lecomte,Benjamin,Lecomte,1,GK,10,Fulham,FUL,4.0,a,,0.9,0.0,0.0,0.0,0.0,0.0,0.0
339,Meslier,Illan,Meslier,1,GK,11,Leeds,LEE,4.5,a,,0.8,0.0,0.0,0.0,0.0,0.0,0.0
340,Cairns,Alex,Cairns,1,GK,11,Leeds,LEE,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
341,Darlow,Karl,Darlow,1,GK,11,Leeds,LEE,4.0,a,,3.1,0.0,0.0,0.0,0.0,0.0,0.0
342,Bogle,Jayden,Bogle,2,DEF,11,Leeds,LEE,4.5,d,75.0,0.2,6.0,6.0,13.4,1.2,2.0,1.7
343,Struijk,Pascal,Struijk,2,DEF,11,Leeds,LEE,4.5,a,,0.4,8.0,8.0,23.2,11.4,9.0,4.4
344,Bijol,Jaka,Bijol,2,DEF,11,Leeds,LEE,4.0,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
345,Bornauw,Sebastiaan,Bornauw,2,DEF,11,Leeds,LEE,4.0,d,75.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
346,Byram,Sam,Byram,2,DEF,11,Leeds,LEE,4.0,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
347,Gudmundsson,Gabriel,Gudmundsson,2,DEF,11,Leeds,LEE,4.0,a,,3.1,9.0,9.0,30.4,33.6,17.0,8.1
348,Rodon,Joe,Rodon,2,DEF,11,Leeds,LEE,4.0,a,,2.2,7.0,7.0,14.4,0.6,0.0,1.5
349,Schmidt,Isaac,Schmidt,2,DEF,11,Leeds,LEE,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
350,Aaronson,Brenden,Aaronson,3,MID,11,Leeds,LEE,5.5,a,,0.1,1.0,1.0,9.2,24.9,6.0,4.0
351,Gnonto,Wilfried,Gnonto,3,MID,11,Leeds,LEE,5.5,a,,0.3,3.0,3.0,6.6,6.3,11.0,2.4
352,Harrison,Jack,Harrison,3,MID,11,Leeds,LEE,5.5,a,,0.1,1.0,1.0,2.2,1.3,2.0,0.6
353,James,Daniel,James,3,MID,11,Leeds,LEE,5.5,a,,0.5,3.0,3.0,6.2,15.7,11.0,3.3
354,Ampadu,Ethan,Ampadu,3,MID,11,Leeds,LEE,5.0,a,,0.1,3.0,3.0,10.8,4.9,2.0,1.8
355,Greenwood,Sam,Greenwood,3,MID,11,Leeds,LEE,5.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
356,Gruev,Ilia,Gruev,3,MID,11,Leeds,LEE,5.0,a,,0.0,1.0,1.0,1.6,0.3,0.0,0.2
357,Ramazani,Largie,Ramazani,3,MID,11,Leeds,LEE,5.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Tanaka,Tanaka,Ao,3,MID,11,Leeds,LEE,5.0,a,,0.3,3.0,3.0,2.2,24.3,9.0,3.6
359,Crew,Charlie,Crew,3,MID,11,Leeds,LEE,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Gelhardt,Joe,Gelhardt,3,MID,11,Leeds,LEE,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Gyabi,Darko,Gyabi,3,MID,11,Leeds,LEE,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
362,Piroe,Joël,Piroe,4,FWD,11,Leeds,LEE,5.5,a,,1.9,2.0,2.0,2.0,5.6,44.0,5.2
363,Bamford,Patrick,Bamford,4,FWD,11,Leeds,LEE,5.0,a,,1.9,0.0,0.0,0.0,0.0,0.0,0.0
364,Mateo Joseph,Mateo,Joseph Fernández-Regatillo,4,FWD,11,Leeds,LEE,5.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Nmecha,Lukas,Nmecha,4,FWD,11,Leeds,LEE,5.0,a,,0.5,5.0,5.0,34.0,1.6,22.0,5.8
493,Longstaff,Sean,Longstaff,3,MID,11,Leeds,LEE,5.0,a,,0.2,1.0,1.0,0.2,0.3,0.0,0.1
660,Stach,Anton,Stach,3,MID,11,Leeds,LEE,5.0,a,,0.3,8.0,8.0,28.2,63.9,22.0,11.4
665,Perri,Lucas Estella,Perri,1,GK,11,Leeds,LEE,4.5,a,,0.4,6.0,6.0,11.2,0.0,0.0,1.1
691,Calvert-Lewin,Dominic,Calvert-Lewin,4,FWD,11,Leeds,LEE,5.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,A.Becker,Alisson,Becker,1,GK,12,Liverpool,LIV,5.5,a,,11.1,1.0,1.0,13.6,0.0,0.0,1.4
367,Mamardashvili,Giorgi,Mamardashvili,1,GK,12,Liverpool,LIV,4.5,a,,0.4,0.0,0.0,0.0,0.0,0.0,0.0
