name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,player_id,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,gw,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,points,transfers_balance,transfers_in,transfers_out,price,was_home,winning_goals,yellow_cards,GW,season,pos,team,xP,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
Youri Tielemans,0,,,,0,9,0,,,1.4,,,58,,,11,,0,0,0.4,,2.6,,2023-08-20T13:00:00Z,,,,27,,,9,0,,0,0,,0,2,0,97894,,,,0.0,4.0,0.0,1,-11529,3534,15063,60,True,,0,2,2023-24,MID,Aston Villa,1.0,0.01,0.01,0.0,0.03,0.0
Remo Freuler,0,,,,0,0,0,,,0.0,,,446,,,17,,0,0,0.0,,0.0,,2023-08-18T18:45:00Z,,,,0,,,17,0,,0,0,,0,2,0,2439,,,,1.0,2.0,0.0,0,-390,46,436,50,True,,0,2,2023-24,MID,Nott'm Forest,0.5,0.0,0.0,0.0,0.0,0.0
Illia Zabarnyi,0,,,,0,17,0,,,0.2,,,89,,,14,,3,0,3.4,,33.4,,2023-08-19T14:00:00Z,,,,90,,,11,0,,0,0,,0,2,0,8955,,,,1.0,3.0,0.0,1,221,1063,842,45,False,,0,2,2023-24,DEF,Bournemouth,1.0,0.0,0.0,0.0,3.08,1.0
Karl Hein,0,,,,0,0,0,,,0.0,,,646,,,12,,0,0,0.0,,0.0,,2023-08-21T19:00:00Z,,,,0,,,8,0,,0,0,,0,2,0,1045,,,,1.0,0.0,0.0,0,159,185,26,40,False,,0,2,2023-24,GK,Arsenal,0.5,0.0,0.0,0.0,0.0,0.0
Aaron Connolly,0,,,,0,0,0,,,0.0,,,127,,,20,,0,0,0.0,,0.0,,2023-08-19T14:00:00Z,,,,0,,,20,0,,0,0,,0,2,0,4093,,,,4.0,1.0,0.0,0,-1441,0,1441,45,False,,0,2,2023-24,FWD,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
Dean Henderson,0,,,,0,0,0,,,0.0,,,385,,,18,,0,0,0.0,,0.0,,2023-08-19T16:30:00Z,,,,0,,,18,0,,0,0,,0,2,0,29258,,,,0.0,2.0,0.0,0,-7508,300,7808,45,False,,0,2,2023-24,GK,Man Utd,0.5,0.0,0.0,0.0,0.0,0.0
Marcos Senesi,0,,,,0,18,0,,,10.6,,,83,,,14,,3,0,3.6,,25.2,,2023-08-19T14:00:00Z,,,,83,,,11,0,,0,0,,0,2,0,13514,,,,1.0,3.0,0.0,1,-2409,492,2901,45,False,,0,2,2023-24,DEF,Bournemouth,0.5,0.06,0.06,0.0,3.08,1.0
Granit Xhaka,0,,,,0,0,0,,,0.0,,,30,,,12,,0,0,0.0,,0.0,,2023-08-21T19:00:00Z,,,,0,,,8,0,,0,0,,0,2,0,1484,,,,1.0,0.0,0.0,0,-672,0,672,60,False,,0,2,2023-24,MID,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Dan Burn,0,,,,0,12,0,,,1.8,,,407,,,16,,1,0,1.6,,14.0,,2023-08-19T19:00:00Z,,,,90,,,13,0,,0,0,,0,2,0,289167,,,,0.0,1.0,0.0,2,-11219,12033,23252,45,False,,0,2,2023-24,DEF,Newcastle,1.5,0.01,0.01,0.0,1.09,1.0
Saïd Benrahma,0,,,,0,2,0,,,4.8,,,525,,,19,,1,0,1.1,,0.6,,2023-08-20T15:30:00Z,,,,68,,,7,0,,0,0,,0,2,0,77420,,,,1.0,3.0,6.0,2,-8815,4162,12977,60,True,,0,2,2023-24,MID,West Ham,2.0,0.03,0.1,0.07,2.26,1.0
Brandon Aguilera Zamora,0,,,,0,0,0,,,0.0,,,434,,,17,,0,0,0.0,,0.0,,2023-08-18T18:45:00Z,,,,0,,,17,0,,0,0,,0,2,0,1074,,,,1.0,2.0,0.0,0,-443,0,443,45,True,,0,2,2023-24,MID,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Onyango,0,,,,0,3,0,,,0.0,,,650,,,11,,0,0,0.0,,0.0,,2023-08-20T13:00:00Z,,,,1,,,2,0,,0,0,,0,2,0,567,,,,0.0,4.0,0.0,1,157,190,33,45,False,,0,2,2023-24,MID,Everton,0.5,0.0,0.0,0.0,0.0,0.0
Gustavo Hamer,0,,,,0,24,0,,,21.5,,,663,,,17,,2,1,7.7,,42.8,,2023-08-18T18:45:00Z,,,,90,,,16,0,,0,0,,0,2,0,1826,,,,1.0,2.0,13.0,6,1419,1474,55,50,False,,1,2,2023-24,MID,Sheffield Utd,1.2,0.12,0.14,0.02,1.36,1.0
Karl Darlow,0,,,,0,0,0,,,0.0,,,408,,,16,,0,0,0.0,,0.0,,2023-08-19T19:00:00Z,,,,0,,,13,0,,0,0,,0,2,0,1420,,,,0.0,1.0,0.0,0,-280,0,280,40,False,,0,2,2023-24,GK,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0
Joachim Andersen,0,,,,0,14,0,,,8.3,,,220,,,12,,1,0,2.9,,21.0,,2023-08-21T19:00:00Z,,,,90,,,1,0,,0,0,,0,2,0,257659,,,,1.0,0.0,0.0,2,100984,113569,12585,45,True,,0,2,2023-24,DEF,Crystal Palace,5.0,0.02,0.02,0.0,2.0,1.0
Pedro Lomba Neto,0,,,,0,7,0,,,24.3,,,567,,,20,,4,0,5.6,,9.0,,2023-08-19T14:00:00Z,,,,90,,,5,0,,0,0,,0,2,0,24430,,,,4.0,1.0,23.0,2,5287,7679,2392,55,True,,0,2,2023-24,MID,Wolves,1.5,0.04,0.18,0.14,2.27,1.0
Luc De Fougerolles,0,,,,0,0,0,,,0.0,,,625,,,13,,0,0,0.0,,0.0,,2023-08-19T14:00:00Z,,,,0,,,4,0,,0,0,,0,2,0,4107,,,,3.0,0.0,0.0,0,-158,216,374,40,True,,0,2,2023-24,DEF,Fulham,0.0,0.0,0.0,0.0,0.0,0.0
Dane Scarlett,0,,,,0,0,0,,,0.0,,,640,,,18,,0,0,0.0,,0.0,,2023-08-19T16:30:00Z,,,,0,,,14,0,,0,0,,0,2,0,32438,,,,0.0,2.0,0.0,0,-176,4169,4345,45,True,,0,2,2023-24,FWD,Spurs,-0.5,0.0,0.0,0.0,0.0,0.0
Lucas Digne,1,,,,2,31,1,,,17.7,,,42,,,11,,0,0,3.8,,14.8,,2023-08-20T13:00:00Z,,,,90,,,9,0,,0,0,,0,2,0,115312,,,,0.0,4.0,5.0,10,7057,17061,10004,45,True,,1,2,2023-24,DEF,Aston Villa,4.5,0.05,0.07,0.02,0.68,1.0
Enzo Fernández,0,,,,0,9,0,,,69.7,,,199,,,19,,3,0,11.5,,23.0,,2023-08-20T15:30:00Z,,,,90,,,19,0,,1,0,,0,2,0,428097,,,,1.0,3.0,22.0,0,47125,75645,28520,50,False,,0,2,2023-24,MID,Chelsea,0.5,0.35,1.17,0.82,1.8,1.0
Matt Targett,0,,,,0,0,0,,,0.0,,,428,,,16,,0,0,0.0,,0.0,,2023-08-19T19:00:00Z,,,,0,,,13,0,,0,0,,0,2,0,15903,,,,0.0,1.0,0.0,0,-2334,302,2636,45,False,,0,2,2023-24,DEF,Newcastle,-0.5,0.0,0.0,0.0,0.0,0.0
Demarai Gray,0,,,,0,0,0,,,0.0,,,253,,,11,,0,0,0.0,,0.0,,2023-08-20T13:00:00Z,,,,0,,,2,0,,0,0,,0,2,0,28908,,,,0.0,4.0,0.0,0,-6674,754,7428,55,False,,0,2,2023-24,MID,Everton,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Ortega Moreno,0,,,,0,0,0,,,0.0,,,361,,,16,,0,0,0.0,,0.0,,2023-08-19T19:00:00Z,,,,0,,,15,0,,0,0,,0,2,0,63680,,,,0.0,1.0,0.0,0,-4559,1564,6123,40,True,,0,2,2023-24,GK,Man City,0.5,0.0,0.0,0.0,0.0,0.0
Sam Johnstone,0,,,,0,8,0,,,0.0,,,230,,,12,,1,0,0.5,,4.8,,2023-08-21T19:00:00Z,,,,90,,,1,0,,0,0,,0,2,2,193051,,,,1.0,0.0,0.0,2,5233,13594,8361,45,True,,0,2,2023-24,GK,Crystal Palace,3.5,0.0,0.0,0.0,2.0,1.0
Emiliano Buendía Stati,0,,,,0,0,0,,,0.0,,,35,,,11,,0,0,0.0,,0.0,,2023-08-20T13:00:00Z,,,,0,,,9,0,,0,0,,0,2,0,9635,,,,0.0,4.0,0.0,0,-10038,92,10130,59,True,,0,2,2023-24,MID,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Moreno Lopera,0,,,,0,0,0,,,0.0,,,32,,,11,,0,0,0.0,,0.0,,2023-08-20T13:00:00Z,,,,0,,,9,0,,0,0,,0,2,0,3938,,,,0.0,4.0,0.0,0,-719,197,916,50,True,,0,2,2023-24,DEF,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0
Japhet Tanganga,0,,,,0,0,0,,,0.0,,,518,,,18,,0,0,0.0,,0.0,,2023-08-19T16:30:00Z,,,,0,,,14,0,,0,0,,0,2,0,81324,,,,0.0,2.0,0.0,0,-1660,4986,6646,40,True,,0,2,2023-24,DEF,Spurs,-0.5,0.0,0.0,0.0,0.0,0.0
Nathan Collins,0,,,,0,29,1,,,1.0,,,96,,,13,,0,0,2.8,,14.4,,2023-08-19T14:00:00Z,,,,90,,,10,0,,0,0,,0,2,0,26673,,,,3.0,0.0,13.0,6,836,2488,1652,45,False,,0,2,2023-24,DEF,Brentford,3.5,0.2,0.28,0.08,0.46,1.0
Leandro Trossard,0,,,,0,0,0,,,0.0,,,26,,,12,,0,0,0.0,,0.0,,2023-08-21T19:00:00Z,,,,0,,,8,0,,0,0,,0,2,0,412699,,,,1.0,0.0,0.0,0,-115616,8125,123741,69,False,,0,2,2023-24,MID,Arsenal,1.0,0.0,0.0,0.0,0.0,0.0
Antony Matheus dos Santos,0,,,,0,1,0,,,12.4,,,372,,,18,,1,0,3.3,,8.0,,2023-08-19T16:30:00Z,,,,65,,,18,0,,0,0,,0,2,0,116753,,,,0.0,2.0,13.0,1,-10910,5592,16502,70,False,,1,2,2023-24,MID,Man Utd,2.5,0.05,0.28,0.23,1.25,1.0
Trevoh Chalobah,0,,,,0,0,0,,,0.0,,,194,,,19,,0,0,0.0,,0.0,,2023-08-20T15:30:00Z,,,,0,,,19,0,,0,0,,0,2,0,12138,,,,1.0,3.0,0.0,0,-8014,137,8151,44,False,,0,2,2023-24,DEF,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0
Luke Cundle,0,,,,0,0,0,,,0.0,,,550,,,20,,0,0,0.0,,0.0,,2023-08-19T14:00:00Z,,,,0,,,5,0,,0,0,,0,2,0,2213,,,,4.0,1.0,0.0,0,-702,0,702,45,True,,0,2,2023-24,MID,Wolves,0.0,0.0,0.0,0.0,0.0,0.0
Lukasz Fabianski,0,,,,0,0,0,,,0.0,,,533,,,19,,0,0,0.0,,0.0,,2023-08-20T15:30:00Z,,,,0,,,7,0,,0,0,,0,2,0,254949,,,,1.0,3.0,0.0,0,-33222,4528,37750,45,True,,0,2,2023-24,GK,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
Tino Livramento,0,,,,0,3,0,,,0.0,,,633,,,16,,0,0,0.0,,0.0,,2023-08-19T19:00:00Z,,,,4,,,13,0,,0,0,,0,2,0,22258,,,,0.0,1.0,0.0,1,-1578,1286,2864,45,False,,0,2,2023-24,DEF,Newcastle,0.0,0.0,0.0,0.0,0.28,0.0
Aymeric Laporte,0,,,,0,0,0,,,0.0,,,357,,,16,,0,0,0.0,,0.0,,2023-08-19T19:00:00Z,,,,0,,,15,0,,0,0,,0,2,0,35576,,,,0.0,1.0,0.0,0,-5238,1232,6470,50,True,,0,2,2023-24,DEF,Man City,1.0,0.0,0.0,0.0,0.0,0.0
Kieran Trippier,0,,,,0,19,0,,,19.5,,,430,,,16,,1,0,4.9,,27.6,,2023-08-19T19:00:00Z,,,,90,,,13,0,,0,0,,0,2,0,2916692,,,,0.0,1.0,2.0,2,-96548,78901,175449,65,False,,0,2,2023-24,DEF,Newcastle,1.5,0.07,0.07,0.0,1.09,1.0
Richarlison de Andrade,0,,,,0,2,1,,,12.3,,,509,,,18,,0,0,2.3,,9.0,,2023-08-19T16:30:00Z,,,,69,,,14,0,,0,0,,0,2,0,363326,,,,0.0,2.0,2.0,3,-14014,28516,42530,70,True,,0,2,2023-24,MID,Spurs,2.0,0.01,0.01,0.0,1.64,1.0
Jayden Bogle,0,,,,0,0,0,,,0.0,,,476,,,17,,0,0,0.0,,0.0,,2023-08-18T18:45:00Z,,,,0,,,16,0,,0,0,,0,2,0,1753,,,,1.0,2.0,0.0,0,-366,102,468,45,False,,0,2,2023-24,DEF,Sheffield Utd,-0.1,0.0,0.0,0.0,0.0,0.0
Jason Steele,0,,,,0,21,0,,,0.0,,,148,,,20,,1,0,3.8,,38.4,,2023-08-19T14:00:00Z,,,,90,,,20,0,,0,0,,0,2,4,511977,,,,4.0,1.0,0.0,3,-9098,19033,28131,45,False,,0,2,2023-24,GK,Brighton,2.5,0.0,0.0,0.0,2.06,1.0
Nick Pope,0,,,,0,14,0,,,0.0,,,424,,,16,,1,0,2.9,,28.8,,2023-08-19T19:00:00Z,,,,90,,,13,0,,0,0,,0,2,3,992891,,,,0.0,1.0,0.0,3,-50380,21194,71574,55,False,,0,2,2023-24,GK,Newcastle,2.5,0.0,0.0,0.0,1.09,1.0
Kai Havertz,0,,,,0,-1,1,,,13.8,,,6,,,12,,0,0,1.9,,0.0,,2023-08-21T19:00:00Z,,,,90,,,8,0,,0,0,,0,2,0,377081,,,,1.0,0.0,6.0,2,-63530,8492,72022,75,False,,1,2,2023-24,MID,Arsenal,2.5,0.05,0.07,0.02,1.06,1.0
Wesley Moraes Ferreira da Silva,0,,,,0,0,0,,,0.0,,,61,,,11,,0,0,0.0,,0.0,,2023-08-20T13:00:00Z,,,,0,,,9,0,,0,0,,0,2,0,905,,,,0.0,4.0,0.0,0,-372,0,372,50,True,,0,2,2023-24,FWD,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0
Vladimír Coufal,0,,,,0,8,0,,,4.1,,,528,,,19,,1,0,1.5,,10.6,,2023-08-20T15:30:00Z,,,,90,,,7,0,,0,0,,0,2,0,25454,,,,1.0,3.0,0.0,2,-370,1947,2317,45,True,,0,2,2023-24,DEF,West Ham,2.0,0.04,0.04,0.0,2.45,1.0
Marcus Rashford,0,,,,0,-4,0,,,22.3,,,396,,,18,,2,0,5.8,,5.8,,2023-08-19T16:30:00Z,,,,84,,,18,0,,0,0,,0,2,0,4383205,,,,0.0,2.0,30.0,2,-16196,164969,181165,90,False,,0,2,2023-24,MID,Man Utd,3.0,0.05,0.41,0.36,1.74,1.0
Lewis O'Brien,0,,,,0,0,0,,,0.0,,,458,,,17,,0,0,0.0,,0.0,,2023-08-18T18:45:00Z,,,,0,,,17,0,,0,0,,0,2,0,1520,,,,1.0,2.0,0.0,0,-238,25,263,50,True,,0,2,2023-24,MID,Nott'm Forest,0.5,0.0,0.0,0.0,0.0,0.0
Evan Ferguson,0,,,,0,-1,0,,,1.5,,,132,,,20,,0,0,0.8,,2.0,,2023-08-19T14:00:00Z,,,,23,,,20,0,,0,0,,0,2,0,593303,,,,4.0,1.0,4.0,1,-16405,37439,53844,60,False,,0,2,2023-24,FWD,Brighton,3.0,0.01,0.1,0.09,0.29,0.0
Tom McGill,0,,,,0,0,0,,,0.0,,,141,,,20,,0,0,0.0,,0.0,,2023-08-19T14:00:00Z,,,,0,,,20,0,,0,0,,0,2,0,22512,,,,4.0,1.0,0.0,0,-728,924,1652,40,False,,0,2,2023-24,GK,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
Yves Bissouma,0,,,,0,15,1,,,2.0,,,493,,,18,,0,0,3.0,,21.0,,2023-08-19T16:30:00Z,,,,90,,,14,0,,0,0,,0,2,0,25475,,,,0.0,2.0,7.0,3,1859,4876,3017,50,True,,0,2,2023-24,MID,Spurs,2.0,0.01,0.08,0.07,1.99,1.0
João Victor Gomes da Silva,0,,,,0,4,0,,,5.8,,,559,,,20,,4,0,1.3,,4.8,,2023-08-19T14:00:00Z,,,,54,,,5,0,,0,0,,0,2,0,6503,,,,4.0,1.0,2.0,1,478,1157,679,50,True,,0,2,2023-24,MID,Wolves,1.5,0.04,0.09,0.05,1.95,1.0
Abdoulaye Doucouré,0,,,,0,2,0,,,15.0,,,249,,,11,,4,0,2.4,,0.6,,2023-08-20T13:00:00Z,,,,90,,,2,0,,0,0,,0,2,0,21324,,,,0.0,4.0,8.0,2,-952,1981,2933,55,False,,0,2,2023-24,MID,Everton,2.0,0.03,0.12,0.09,3.11,1.0
Ederson Santana de Moraes,0,,,,0,25,1,,,10.0,,,352,,,16,,0,0,2.3,,12.8,,2023-08-19T19:00:00Z,,,,90,,,15,0,,0,0,,0,2,1,1469985,,,,0.0,1.0,0.0,6,32402,88878,56476,55,True,,0,2,2023-24,GK,Man City,6.5,0.01,0.01,0.0,0.29,1.0
Virgil van Dijk,0,,,,0,17,0,,,11.3,,,313,,,14,,1,0,5.3,,18.6,,2023-08-19T14:00:00Z,,,,90,,,3,0,,0,0,,0,2,0,932127,,,,1.0,3.0,23.0,2,29679,76711,47032,60,True,,0,2,2023-24,DEF,Liverpool,2.5,0.02,0.23,0.21,1.29,1.0
Willy Boly,0,,,,0,4,0,,,0.2,,,439,,,17,,1,0,5.3,,13.4,,2023-08-18T18:45:00Z,,,,68,,,17,0,,0,0,,0,2,0,17389,,,,1.0,2.0,39.0,1,4510,6253,1743,45,True,,1,2,2023-24,DEF,Nott'm Forest,1.5,0.0,0.38,0.38,0.24,1.0
Scott McTominay,0,,,,0,0,0,,,0.0,,,392,,,18,,0,0,0.0,,0.0,,2023-08-19T16:30:00Z,,,,0,,,18,0,,0,0,,0,2,0,7232,,,,0.0,2.0,0.0,0,-670,236,906,50,False,,0,2,2023-24,MID,Man Utd,1.0,0.0,0.0,0.0,0.0,0.0
Rico Lewis,0,,,,0,0,0,,,0.0,,,358,,,16,,0,0,0.0,,0.0,,2023-08-19T19:00:00Z,,,,0,,,15,0,,0,0,,0,2,0,64137,,,,0.0,1.0,0.0,0,17713,24989,7276,45,True,,0,2,2023-24,DEF,Man City,3.5,0.0,0.0,0.0,0.0,0.0
Alejandro Garnacho,0,,,,0,9,0,,,12.1,,,382,,,18,,1,0,6.3,,7.4,,2023-08-19T16:30:00Z,,,,65,,,18,0,,0,0,,0,2,0,232760,,,,0.0,2.0,43.0,2,-10833,15286,26119,50,False,,0,2,2023-24,MID,Man Utd,3.0,0.05,0.26,0.21,1.25,1.0
Jean-Philippe Gbamin,0,,,,0,0,0,,,0.0,,,251,,,11,,0,0,0.0,,0.0,,2023-08-20T13:00:00Z,,,,0,,,2,0,,0,0,,0,2,0,2860,,,,0.0,4.0,0.0,0,-251,147,398,45,False,,0,2,2023-24,MID,Everton,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Dobbin,0,,,,0,6,0,,,10.9,,,624,,,11,,2,0,2.0,,7.0,,2023-08-20T13:00:00Z,,,,45,,,2,0,,0,0,,0,2,0,3067,,,,0.0,4.0,2.0,1,285,571,286,45,False,,0,2,2023-24,MID,Everton,1.0,0.0,0.0,0.0,0.99,0.0
Riyad Mahrez,0,,,,0,0,0,,,0.0,,,359,,,16,,0,0,0.0,,0.0,,2023-08-19T19:00:00Z,,,,0,,,15,0,,0,0,,0,2,0,6275,,,,0.0,1.0,0.0,0,-3355,0,3355,75,True,,0,2,2023-24,MID,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Matija Šarkić,0,,,,0,0,0,,,0.0,,,571,,,20,,0,0,0.0,,0.0,,2023-08-19T14:00:00Z,,,,0,,,5,0,,0,0,,0,2,0,50421,,,,4.0,1.0,0.0,0,-6283,0,6283,40,True,,0,2,2023-24,GK,Wolves,0.0,0.0,0.0,0.0,0.0,0.0
Auston Trusty,0,,,,0,0,0,,,0.0,,,27,,,17,,0,0,0.0,,0.0,,2023-08-18T18:45:00Z,,,,0,,,16,0,,0,0,,0,2,0,97745,,,,1.0,2.0,0.0,0,-233,6469,6702,40,False,,0,2,2023-24,DEF,Sheffield Utd,-0.5,0.0,0.0,0.0,0.0,0.0
Anthony Gordon,0,,,,0,-3,0,,,1.4,,,412,,,16,,1,0,1.2,,0.0,,2023-08-19T19:00:00Z,,,,55,,,13,0,,0,0,,0,2,0,52311,,,,0.0,1.0,15.0,0,7376,12776,5400,55,False,,1,2,2023-24,MID,Newcastle,1.5,0.0,0.09,0.09,0.52,1.0
Emmanuel Dennis,0,,,,0,0,0,,,0.0,,,443,,,17,,0,0,0.0,,0.0,,2023-08-18T18:45:00Z,,,,0,,,17,0,,0,0,,0,2,0,49007,,,,1.0,2.0,0.0,0,-7358,2522,9880,50,True,,0,2,2023-24,FWD,Nott'm Forest,0.5,0.0,0.0,0.0,0.0,0.0
Nathaniel Clyne,0,,,,0,0,0,,,0.0,,,222,,,12,,0,0,0.0,,0.0,,2023-08-21T19:00:00Z,,,,0,,,1,0,,0,0,,0,2,0,11895,,,,1.0,0.0,0.0,0,-1434,388,1822,45,True,,0,2,2023-24,DEF,Crystal Palace,-0.5,0.0,0.0,0.0,0.0,0.0
Thiago Alcántara do Nascimento,0,,,,0,0,0,,,0.0,,,310,,,14,,0,0,0.0,,0.0,,2023-08-19T14:00:00Z,,,,0,,,3,0,,0,0,,0,2,0,21793,,,,1.0,3.0,0.0,0,-3543,1075,4618,50,True,,0,2,2023-24,MID,Liverpool,0.5,0.0,0.0,0.0,0.0,0.0
Edson Álvarez Velázquez,0,,,,0,4,0,,,0.1,,,642,,,19,,0,0,0.2,,2.2,,2023-08-20T15:30:00Z,,,,9,,,7,0,,0,0,,0,2,0,8425,,,,1.0,3.0,0.0,1,-2135,598,2733,50,True,,0,2,2023-24,MID,West Ham,0.5,0.0,0.0,0.0,0.13,0.0
Jakub Kiwior,0,,,,0,3,0,,,0.2,,,10,,,12,,0,0,0.1,,0.4,,2023-08-21T19:00:00Z,,,,1,,,8,0,,0,0,,0,2,0,9267,,,,1.0,0.0,0.0,1,-1391,233,1624,45,False,,0,2,2023-24,DEF,Arsenal,1.0,0.0,0.0,0.0,0.26,0.0
Lloyd Kelly,0,,,,0,3,0,,,0.3,,,70,,,14,,0,0,0.2,,1.4,,2023-08-19T14:00:00Z,,,,14,,,11,0,,0,0,,0,2,0,1091,,,,1.0,3.0,0.0,1,-303,26,329,45,False,,0,2,2023-24,DEF,Bournemouth,0.0,0.0,0.0,0.0,0.08,0.0
Vitalii Mykolenko,0,,,,0,0,0,,,0.0,,,260,,,11,,0,0,0.0,,0.0,,2023-08-20T13:00:00Z,,,,0,,,2,0,,0,0,,0,2,0,18316,,,,0.0,4.0,0.0,0,-2892,291,3183,45,False,,0,2,2023-24,DEF,Everton,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Leite de Souza Junior,0,,,,0,2,0,,,0.1,,,497,,,18,,0,0,0.1,,0.4,,2023-08-19T16:30:00Z,,,,2,,,14,0,,0,0,,0,2,0,164903,,,,0.0,2.0,0.0,1,69317,78731,9414,45,True,,0,2,2023-24,DEF,Spurs,4.0,0.0,0.0,0.0,0.26,0.0
Joël Veltman,0,,,,0,8,0,,,0.7,,,151,,,20,,1,0,1.6,,15.2,,2023-08-19T14:00:00Z,,,,33,,,20,0,,0,0,,0,2,0,92602,,,,4.0,1.0,0.0,1,-11943,2738,14681,45,False,,0,2,2023-24,DEF,Brighton,1.0,0.0,0.0,0.0,1.15,0.0
Miguel Almirón Rejala,0,,,,0,3,0,,,23.3,,,402,,,16,,1,0,4.0,,4.0,,2023-08-19T19:00:00Z,,,,85,,,13,0,,0,0,,0,2,0,638475,,,,0.0,1.0,13.0,2,-80055,16848,96903,65,False,,0,2,2023-24,MID,Newcastle,1.5,0.03,0.09,0.06,0.81,1.0
Charlie Goode,0,,,,0,0,0,,,0.0,,,102,,,13,,0,0,0.0,,0.0,,2023-08-19T14:00:00Z,,,,0,,,10,0,,0,0,,0,2,0,14271,,,,3.0,0.0,0.0,0,-676,541,1217,40,False,,0,2,2023-24,DEF,Brentford,0.0,0.0,0.0,0.0,0.0,0.0
Alejo Véliz,0,,,,0,0,0,,,0.0,,,641,,,18,,0,0,0.0,,0.0,,2023-08-19T16:30:00Z,,,,0,,,14,0,,0,0,,0,2,0,5971,,,,0.0,2.0,0.0,0,-515,1127,1642,55,True,,0,2,2023-24,FWD,Spurs,-0.5,0.0,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,0,,,,0,0,0,,,0.0,,,187,,,19,,0,0,0.0,,0.0,,2023-08-20T15:30:00Z,,,,0,,,19,0,,0,0,,0,2,0,59054,,,,1.0,3.0,0.0,0,-41011,1775,42786,50,False,,0,2,2023-24,GK,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0
Mark Travers,0,,,,0,0,0,,,0.0,,,88,,,14,,0,0,0.0,,0.0,,2023-08-19T14:00:00Z,,,,0,,,11,0,,0,0,,0,2,0,15145,,,,1.0,3.0,0.0,0,-2164,0,2164,40,False,,0,2,2023-24,GK,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0
Guglielmo Vicario,0,,,,3,41,1,,,0.0,,,520,,,18,,0,0,4.5,,45.0,,2023-08-19T16:30:00Z,,,,90,,,14,0,,0,0,,0,2,6,41355,,,,0.0,2.0,0.0,11,-2543,1767,4310,50,True,,0,2,2023-24,GK,Spurs,5.5,0.0,0.0,0.0,1.99,1.0
Isaac Hayden,0,,,,0,0,0,,,0.0,,,413,,,16,,0,0,0.0,,0.0,,2023-08-19T19:00:00Z,,,,0,,,13,0,,0,0,,0,2,0,4998,,,,0.0,1.0,0.0,0,-549,280,829,45,False,,0,2,2023-24,MID,Newcastle,-0.5,0.0,0.0,0.0,0.0,0.0
Jamaal Lascelles,0,,,,0,0,0,,,0.0,,,419,,,16,,0,0,0.0,,0.0,,2023-08-19T19:00:00Z,,,,0,,,13,0,,0,0,,0,2,0,38919,,,,0.0,1.0,0.0,0,-2799,1620,4419,40,False,,0,2,2023-24,DEF,Newcastle,-0.5,0.0,0.0,0.0,0.0,0.0
Andrew Robertson,0,,,,0,19,0,,,50.2,,,307,,,14,,1,0,7.0,,19.8,,2023-08-19T14:00:00Z,,,,90,,,3,0,,0,0,,0,2,0,392028,,,,1.0,3.0,0.0,2,25781,48897,23116,65,True,,0,2,2023-24,DEF,Liverpool,2.5,0.21,0.21,0.0,1.29,1.0
Giovani Lo Celso,0,,,,0,0,0,,,0.0,,,503,,,18,,0,0,0.0,,0.0,,2023-08-19T16:30:00Z,,,,0,,,14,0,,0,0,,0,2,0,10509,,,,0.0,2.0,0.0,0,-2419,382,2801,50,True,,0,2,2023-24,MID,Spurs,-0.5,0.0,0.0,0.0,0.0,0.0
Jeffrey Schlupp,0,,,,0,9,0,,,21.5,,,240,,,12,,1,0,3.0,,8.4,,2023-08-21T19:00:00Z,,,,73,,,1,0,,0,0,,0,2,0,15545,,,,1.0,0.0,0.0,2,-942,651,1593,50,True,,0,2,2023-24,MID,Crystal Palace,2.0,0.02,0.02,0.0,2.0,1.0
Alex Iwobi,0,,,,0,4,0,,,14.5,,,256,,,11,,2,0,2.2,,5.0,,2023-08-20T13:00:00Z,,,,50,,,2,0,,0,0,,0,2,0,74543,,,,0.0,4.0,2.0,1,-6783,2583,9366,55,False,,0,2,2023-24,MID,Everton,1.5,0.07,0.07,0.0,2.13,1.0
