name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,player_id,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,gw,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,points,transfers_balance,transfers_in,transfers_out,price,was_home,winning_goals,yellow_cards,GW,season,pos,team,xP,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
Femi Seriki,0,,,,0,0,0,,,0.0,,,653,,,7,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,8,0,,0,0,,0,1,0,0,,,,1.0,0.0,0.0,0,0,0,0,40,True,,0,1,2023-24,DEF,Sheffield Utd,0.5,0.0,0.0,0.0,0.0,0.0
Jack Hinshelwood,0,,,,0,0,0,,,0.0,,,621,,,4,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,12,0,,0,0,,0,1,0,822,,,,1.0,4.0,0.0,0,0,0,0,45,True,,0,1,2023-24,MID,Brighton,1.5,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,0,,,,0,4,0,,,11.3,,,397,,,10,,0,0,2.3,,3.8,,2023-08-14T19:00:00Z,,,,22,,,20,0,,0,0,,0,1,0,83993,,,,0.0,1.0,8.0,1,0,0,0,70,True,,0,1,2023-24,MID,Man Utd,3.0,0.05,0.05,0.0,1.08,0.0
Rhys Norrington-Davies,0,,,,0,0,0,,,0.0,,,487,,,7,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,8,0,,0,0,,0,1,0,6456,,,,1.0,0.0,0.0,0,0,0,0,40,True,,0,1,2023-24,DEF,Sheffield Utd,0.1,0.0,0.0,0.0,0.0,0.0
Vitaly Janelt,0,,,,0,6,0,,,11.5,,,105,,,8,,2,0,4.3,,14.6,,2023-08-13T13:00:00Z,,,,90,,,18,0,,0,0,,0,1,0,6508,,,,2.0,2.0,17.0,2,0,0,0,55,True,,0,1,2023-24,MID,Brentford,2.1,0.01,0.03,0.02,1.26,1.0
Ionuț Radu,0,,,,0,0,0,,,0.0,,,607,,,3,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,19,0,,0,0,,0,1,0,8745,,,,1.0,1.0,0.0,0,0,0,0,45,True,,0,1,2023-24,GK,Bournemouth,2.4,0.0,0.0,0.0,0.0,0.0
Andre Brooks,0,,,,0,3,0,,,0.0,,,655,,,7,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,3,,,8,0,,0,0,,0,1,0,0,,,,1.0,0.0,0.0,1,0,0,0,45,True,,0,1,2023-24,MID,Sheffield Utd,0.5,0.01,0.01,0.0,0.0,0.0
Jack Grealish,0,,,,0,0,0,,,0.0,,,354,,,1,,0,0,0.0,,0.0,,2023-08-11T19:00:00Z,,,,0,,,6,0,,0,0,,0,1,0,488362,,,,3.0,0.0,0.0,0,0,0,0,75,False,,0,1,2023-24,MID,Man City,4.1,0.0,0.0,0.0,0.0,0.0
Emil Krafth,0,,,,0,0,0,,,0.0,,,417,,,6,,0,0,0.0,,0.0,,2023-08-12T16:30:00Z,,,,0,,,2,0,,0,0,,0,1,0,1621,,,,1.0,5.0,0.0,0,0,0,0,45,True,,0,1,2023-24,DEF,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0
Boubacar Traoré,0,,,,0,0,0,,,0.0,,,574,,,10,,0,0,0.0,,0.0,,2023-08-14T19:00:00Z,,,,0,,,14,0,,0,0,,0,1,0,43843,,,,0.0,1.0,0.0,0,0,0,0,45,False,,0,1,2023-24,MID,Wolves,0.5,0.0,0.0,0.0,0.0,0.0
Denis Franchi,0,,,,0,0,0,,,0.0,,,169,,,1,,0,0,0.0,,0.0,,2023-08-11T19:00:00Z,,,,0,,,13,0,,0,0,,0,1,0,13985,,,,3.0,0.0,0.0,0,0,0,0,40,True,,0,1,2023-24,GK,Burnley,-0.5,0.0,0.0,0.0,0.0,0.0
James Shea,0,,,,0,0,0,,,0.0,,,335,,,4,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,5,0,,0,0,,0,1,0,17537,,,,1.0,4.0,0.0,0,0,0,0,45,False,,0,1,2023-24,GK,Luton,1.9,0.0,0.0,0.0,0.0,0.0
Curtis Jones,0,,,,0,1,0,,,1.8,,,300,,,9,,0,0,0.6,,4.6,,2023-08-13T15:30:00Z,,,,24,,,7,0,,0,0,,0,1,0,11655,,,,1.0,1.0,0.0,1,0,0,0,50,False,,0,1,2023-24,MID,Liverpool,2.1,0.01,0.01,0.0,0.24,0.0
Reece James,0,,,,0,15,0,,,35.9,,,206,,,9,,1,0,5.0,,11.4,,2023-08-13T15:30:00Z,,,,75,,,11,0,,0,0,,0,1,0,1339493,,,,1.0,1.0,3.0,2,0,0,0,55,True,,0,1,2023-24,DEF,Chelsea,2.1,0.42,0.45,0.03,1.23,1.0
Brandon Austin,0,,,,0,0,0,,,0.0,,,491,,,8,,0,0,0.0,,0.0,,2023-08-13T13:00:00Z,,,,0,,,4,0,,0,0,,0,1,0,18082,,,,2.0,2.0,0.0,0,0,0,0,40,False,,0,1,2023-24,GK,Spurs,1.0,0.0,0.0,0.0,0.0,0.0
Robin Olsen,0,,,,0,0,0,,,0.0,,,53,,,6,,0,0,0.0,,0.0,,2023-08-12T16:30:00Z,,,,0,,,15,0,,0,0,,0,1,0,74539,,,,1.0,5.0,0.0,0,0,0,0,40,False,,0,1,2023-24,GK,Aston Villa,0.5,0.0,0.0,0.0,0.0,0.0
Ben Osborn,0,,,,0,6,0,,,0.0,,,489,,,7,,1,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,86,,,8,0,,0,0,,0,1,0,2319,,,,1.0,0.0,0.0,2,0,0,0,50,True,,0,1,2023-24,MID,Sheffield Utd,1.1,0.01,0.13,0.12,2.01,1.0
Amad Diallo,0,,,,0,0,0,,,0.0,,,371,,,10,,0,0,0.0,,0.0,,2023-08-14T19:00:00Z,,,,0,,,20,0,,0,0,,0,1,0,4577,,,,0.0,1.0,0.0,0,0,0,0,45,True,,0,1,2023-24,MID,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Elanga,1,,,,0,17,0,,,20.5,,,378,,,2,,0,0,4.2,,19.2,,2023-08-12T12:00:00Z,,,,10,,,1,0,,0,0,,0,1,0,43975,,,,1.0,2.0,2.0,4,0,0,0,50,False,,0,1,2023-24,MID,Nott'm Forest,1.1,0.61,0.61,0.0,0.4,0.0
Oliver Norwood,0,,,,0,11,0,,,0.0,,,488,,,7,,1,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,90,,,8,0,,0,0,,0,1,0,2002,,,,1.0,0.0,0.0,2,0,0,0,50,True,,0,1,2023-24,MID,Sheffield Utd,0.8,0.09,0.13,0.04,2.01,1.0
Harry Toffolo,0,,,,0,0,0,,,0.0,,,465,,,2,,0,0,0.0,,0.0,,2023-08-12T12:00:00Z,,,,0,,,1,0,,0,0,,0,1,0,4471,,,,1.0,2.0,0.0,0,0,0,0,45,False,,0,1,2023-24,DEF,Nott'm Forest,1.5,0.0,0.0,0.0,0.0,0.0
Bernardo Veiga de Carvalho e Silva,0,,,,0,11,1,,,8.6,,,344,,,1,,0,0,1.1,,2.2,,2023-08-11T19:00:00Z,,,,90,,,6,0,,0,0,,0,1,0,404104,,,,3.0,0.0,0.0,3,0,0,0,65,False,,0,1,2023-24,MID,Man City,3.8,0.03,0.03,0.0,0.3,1.0
Charlie Taylor,0,,,,0,0,0,,,0.0,,,178,,,1,,0,0,0.0,,0.0,,2023-08-11T19:00:00Z,,,,0,,,13,0,,0,0,,0,1,0,79974,,,,3.0,0.0,0.0,0,0,0,0,40,True,,0,1,2023-24,DEF,Burnley,-0.5,0.0,0.0,0.0,0.0,0.0
Ivan Toney,0,,,,0,0,0,,,0.0,,,117,,,8,,0,0,0.0,,0.0,,2023-08-13T13:00:00Z,,,,0,,,18,0,,0,0,,0,1,0,10194,,,,2.0,2.0,0.0,0,0,0,0,80,True,,0,1,2023-24,FWD,Brentford,0.0,0.0,0.0,0.0,0.0,0.0
Nuno Varela Tavares,0,,,,0,0,0,,,0.0,,,23,,,2,,0,0,0.0,,0.0,,2023-08-12T12:00:00Z,,,,0,,,16,0,,0,0,,0,1,0,22301,,,,1.0,2.0,0.0,0,0,0,0,40,True,,0,1,2023-24,DEF,Arsenal,1.5,0.0,0.0,0.0,0.0,0.0
Alex Murphy,0,,,,0,0,0,,,0.0,,,634,,,6,,0,0,0.0,,0.0,,2023-08-12T16:30:00Z,,,,0,,,2,0,,0,0,,0,1,0,20805,,,,1.0,5.0,0.0,0,0,0,0,40,True,,0,1,2023-24,DEF,Newcastle,1.5,0.0,0.0,0.0,0.0,0.0
Eddie Nketiah,0,,,,2,26,1,,,5.9,,,13,,,2,,0,1,7.2,,30.2,,2023-08-12T12:00:00Z,,,,72,,,16,0,,0,0,,0,1,0,210426,,,,1.0,2.0,36.0,8,0,0,0,55,True,,0,1,2023-24,FWD,Arsenal,2.4,0.01,0.22,0.21,0.3,1.0
Benoît Badiashile,0,,,,0,0,0,,,0.0,,,191,,,9,,0,0,0.0,,0.0,,2023-08-13T15:30:00Z,,,,0,,,11,0,,0,0,,0,1,0,5644,,,,1.0,1.0,0.0,0,0,0,0,45,True,,0,1,2023-24,DEF,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0
Emile Smith Rowe,0,,,,0,0,0,,,0.0,,,22,,,2,,0,0,0.0,,0.0,,2023-08-12T12:00:00Z,,,,0,,,16,0,,0,0,,0,1,0,14977,,,,1.0,2.0,0.0,0,0,0,0,55,True,,0,1,2023-24,MID,Arsenal,2.6,0.0,0.0,0.0,0.0,0.0
Jarell Quansah,0,,,,0,0,0,,,0.0,,,626,,,9,,0,0,0.0,,0.0,,2023-08-13T15:30:00Z,,,,0,,,7,0,,0,0,,0,1,0,2323,,,,1.0,1.0,0.0,0,0,0,0,40,False,,0,1,2023-24,DEF,Liverpool,1.5,0.0,0.0,0.0,0.0,0.0
Ben Chilwell,1,,,,2,24,0,,,16.6,,,195,,,9,,1,0,6.3,,23.6,,2023-08-13T15:30:00Z,,,,89,,,11,0,,0,0,,0,1,0,1071098,,,,1.0,1.0,23.0,7,0,0,0,55,True,,0,1,2023-24,DEF,Chelsea,2.1,0.23,0.34,0.11,1.26,1.0
Philippe Coutinho Correia,0,,,,0,3,0,,,1.8,,,38,,,6,,1,0,0.5,,0.0,,2023-08-12T16:30:00Z,,,,3,,,15,0,,0,0,,0,1,0,45198,,,,1.0,5.0,4.0,1,0,0,0,60,False,,0,1,2023-24,MID,Aston Villa,1.7,0.01,0.09,0.08,0.65,0.0
Tim Iroegbunam,0,,,,0,0,0,,,0.0,,,46,,,6,,0,0,0.0,,0.0,,2023-08-12T16:30:00Z,,,,0,,,15,0,,0,0,,0,1,0,3839,,,,1.0,5.0,0.0,0,0,0,0,45,False,,0,1,2023-24,MID,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0
Andy Lonergan,0,,,,0,0,0,,,0.0,,,579,,,5,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,10,0,,0,0,,0,1,0,5342,,,,1.0,0.0,0.0,0,0,0,0,40,True,,0,1,2023-24,GK,Everton,1.0,0.0,0.0,0.0,0.0,0.0
Pablo Sarabia,0,,,,0,6,1,,,34.9,,,570,,,10,,0,0,5.5,,10.8,,2023-08-14T19:00:00Z,,,,62,,,14,0,,0,0,,0,1,0,7757,,,,0.0,1.0,9.0,3,0,0,0,50,False,,0,1,2023-24,MID,Wolves,1.1,0.3,0.36,0.06,0.74,1.0
Kieffer Moore,0,,,,0,2,0,,,3.3,,,76,,,3,,0,0,0.9,,0.0,,2023-08-12T14:00:00Z,,,,23,,,19,0,,0,0,,0,1,0,42328,,,,1.0,1.0,7.0,1,0,0,0,50,True,,0,1,2023-24,FWD,Bournemouth,1.4,0.05,0.09,0.04,0.23,0.0
Wayne Hennessey,0,,,,0,0,0,,,0.0,,,448,,,2,,0,0,0.0,,0.0,,2023-08-12T12:00:00Z,,,,0,,,1,0,,0,0,,0,1,0,29193,,,,1.0,2.0,0.0,0,0,0,0,40,False,,0,1,2023-24,GK,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0
Remi Matthews,0,,,,0,0,0,,,0.0,,,233,,,7,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,17,0,,0,0,,0,1,0,11170,,,,1.0,0.0,0.0,0,0,0,0,40,False,,0,1,2023-24,GK,Crystal Palace,1.5,0.0,0.0,0.0,0.0,0.0
Ibrahima Konaté,0,,,,0,14,0,,,0.6,,,302,,,9,,1,0,2.7,,24.4,,2023-08-13T15:30:00Z,,,,90,,,7,0,,0,0,,0,1,0,109967,,,,1.0,1.0,2.0,2,0,0,0,50,False,,0,1,2023-24,DEF,Liverpool,2.8,0.0,0.0,0.0,1.28,1.0
Joelinton Cássio Apolinário de Lira,0,,,,0,13,0,,,7.4,,,416,,,6,,1,0,2.5,,9.8,,2023-08-12T16:30:00Z,,,,90,,,2,0,,0,0,,0,1,0,95488,,,,1.0,5.0,8.0,2,0,0,0,60,True,,0,1,2023-24,MID,Newcastle,2.7,0.16,0.28,0.12,1.9,1.0
Marcus Tavernier,0,,,,0,0,0,,,0.0,,,86,,,3,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,19,0,,0,0,,0,1,0,2591,,,,1.0,1.0,0.0,0,0,0,0,55,True,,0,1,2023-24,MID,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Cox,0,,,,0,0,0,,,0.0,,,97,,,8,,0,0,0.0,,0.0,,2023-08-13T13:00:00Z,,,,0,,,18,0,,0,0,,0,1,0,1078,,,,2.0,2.0,0.0,0,0,0,0,40,True,,0,1,2023-24,GK,Brentford,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Akanji,0,,,,0,23,1,,,1.3,,,341,,,1,,0,0,2.3,,22.0,,2023-08-11T19:00:00Z,,,,90,,,6,0,,0,0,,0,1,0,376450,,,,3.0,0.0,0.0,6,0,0,0,50,False,,0,1,2023-24,DEF,Man City,3.8,0.01,0.01,0.0,0.3,1.0
Matheus França de Oliveira,0,,,,0,0,0,,,0.0,,,615,,,7,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,17,0,,0,0,,0,1,0,1011,,,,1.0,0.0,0.0,0,0,0,0,50,False,,0,1,2023-24,MID,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Tolentino Coelho de Lima,0,,,,0,11,0,,,29.4,,,539,,,3,,1,0,6.1,,15.2,,2023-08-12T14:00:00Z,,,,90,,,3,0,,0,0,,0,1,0,122235,,,,1.0,1.0,16.0,1,0,0,0,60,False,,1,1,2023-24,MID,West Ham,2.2,0.21,0.39,0.18,1.37,1.0
Rasmus Højlund,0,,,,0,0,0,,,0.0,,,617,,,10,,0,0,0.0,,0.0,,2023-08-14T19:00:00Z,,,,0,,,20,0,,0,0,,0,1,0,89075,,,,0.0,1.0,0.0,0,0,0,0,70,True,,0,1,2023-24,FWD,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Luca Koleosho,0,,,,0,4,0,,,0.0,,,605,,,1,,2,0,0.0,,0.0,,2023-08-11T19:00:00Z,,,,60,,,13,0,,0,0,,0,1,0,1053,,,,3.0,0.0,0.0,2,0,0,0,50,True,,0,1,2023-24,MID,Burnley,0.1,0.03,0.09,0.06,0.96,1.0
Rayan Aït-Nouri,0,,,,0,9,0,,,11.0,,,545,,,10,,1,0,3.2,,20.6,,2023-08-14T19:00:00Z,,,,76,,,14,0,,0,0,,0,1,0,25410,,,,0.0,1.0,0.0,1,0,0,0,45,False,,1,1,2023-24,DEF,Wolves,1.5,0.01,0.01,0.0,1.18,1.0
Calum Chambers,0,,,,0,0,0,,,0.0,,,37,,,6,,0,0,0.0,,0.0,,2023-08-12T16:30:00Z,,,,0,,,15,0,,0,0,,0,1,0,118764,,,,1.0,5.0,0.0,0,0,0,0,40,False,,0,1,2023-24,DEF,Aston Villa,0.5,0.0,0.0,0.0,0.0,0.0
Ben Davies,0,,,,0,0,0,,,0.0,,,495,,,8,,0,0,0.0,,0.0,,2023-08-13T13:00:00Z,,,,0,,,4,0,,0,0,,0,1,0,69309,,,,2.0,2.0,0.0,0,0,0,0,45,False,,0,1,2023-24,DEF,Spurs,2.0,0.0,0.0,0.0,0.0,0.0
Emerson Palmieri dos Santos,0,,,,0,8,0,,,26.0,,,532,,,3,,1,0,5.0,,20.4,,2023-08-12T14:00:00Z,,,,90,,,3,0,,0,0,,0,1,0,29980,,,,1.0,1.0,4.0,1,0,0,0,45,False,,1,1,2023-24,DEF,West Ham,2.0,0.25,0.25,0.0,1.37,1.0
Luis Díaz,0,,,,1,20,0,,,14.8,,,303,,,9,,1,1,8.3,,35.0,,2023-08-13T15:30:00Z,,,,76,,,7,0,,0,0,,0,1,0,445306,,,,1.0,1.0,33.0,8,0,0,0,75,False,,0,1,2023-24,MID,Liverpool,3.1,0.04,0.87,0.83,1.28,1.0
Lawrence Vigouroux,0,,,,0,0,0,,,0.0,,,181,,,1,,0,0,0.0,,0.0,,2023-08-11T19:00:00Z,,,,0,,,13,0,,0,0,,0,1,0,20116,,,,3.0,0.0,0.0,0,0,0,0,40,True,,0,1,2023-24,GK,Burnley,-0.5,0.0,0.0,0.0,0.0,0.0
Jakub Moder,0,,,,0,0,0,,,0.0,,,144,,,4,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,12,0,,0,0,,0,1,0,6164,,,,1.0,4.0,0.0,0,0,0,0,45,True,,0,1,2023-24,MID,Brighton,1.5,0.0,0.0,0.0,0.0,0.0
Dara Costelloe,0,,,,0,0,0,,,0.0,,,164,,,1,,0,0,0.0,,0.0,,2023-08-11T19:00:00Z,,,,0,,,13,0,,0,0,,0,1,0,3268,,,,3.0,0.0,0.0,0,0,0,0,45,True,,0,1,2023-24,MID,Burnley,-0.5,0.0,0.0,0.0,0.0,0.0
John Stones,0,,,,0,0,0,,,0.0,,,368,,,1,,0,0,0.0,,0.0,,2023-08-11T19:00:00Z,,,,0,,,6,0,,0,0,,0,1,0,2333274,,,,3.0,0.0,0.0,0,0,0,0,55,False,,0,1,2023-24,DEF,Man City,4.1,0.0,0.0,0.0,0.0,0.0
Idrissa Gueye,0,,,,0,15,0,,,15.4,,,254,,,5,,1,0,3.9,,17.8,,2023-08-12T14:00:00Z,,,,90,,,10,0,,0,0,,0,1,0,4099,,,,1.0,0.0,6.0,2,0,0,0,50,True,,0,1,2023-24,MID,Everton,1.6,0.03,0.09,0.06,1.5,1.0
Harry Wilson,0,,,,0,13,1,,,32.9,,,288,,,5,,0,0,4.9,,10.8,,2023-08-12T14:00:00Z,,,,90,,,9,0,,0,0,,0,1,0,15157,,,,1.0,0.0,5.0,3,0,0,0,55,False,,0,1,2023-24,MID,Fulham,2.1,0.2,0.27,0.07,2.73,1.0
Marcus Bettinelli,0,,,,0,0,0,,,0.0,,,192,,,9,,0,0,0.0,,0.0,,2023-08-13T15:30:00Z,,,,0,,,11,0,,0,0,,0,1,0,2183,,,,1.0,1.0,0.0,0,0,0,0,40,True,,0,1,2023-24,GK,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm Ebiowei,0,,,,0,0,0,,,0.0,,,224,,,7,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,17,0,,0,0,,0,1,0,5422,,,,1.0,0.0,0.0,0,0,0,0,45,False,,0,1,2023-24,MID,Crystal Palace,1.5,0.0,0.0,0.0,0.0,0.0
Benjamin White,0,,,,0,8,0,,,7.3,,,29,,,2,,1,0,2.0,,10.8,,2023-08-12T12:00:00Z,,,,90,,,16,0,,0,0,,0,1,0,812755,,,,1.0,2.0,2.0,1,0,0,0,55,True,,1,1,2023-24,DEF,Arsenal,3.1,0.03,0.03,0.0,1.18,1.0
Teden Mengi,0,,,,0,0,0,,,0.0,,,393,,,10,,0,0,0.0,,0.0,,2023-08-14T19:00:00Z,,,,0,,,20,0,,0,0,,0,1,0,6502,,,,0.0,1.0,0.0,0,0,0,0,40,True,,0,1,2023-24,DEF,Man Utd,1.5,0.0,0.0,0.0,0.0,0.0
Ezri Konsa Ngoyo,0,,,,0,16,0,,,1.3,,,48,,,6,,5,0,1.5,,13.2,,2023-08-12T16:30:00Z,,,,90,,,15,0,,0,0,,0,1,0,102941,,,,1.0,5.0,0.0,0,0,0,0,45,False,,0,1,2023-24,DEF,Aston Villa,1.5,0.01,0.01,0.0,3.44,1.0
Thomas Partey,0,,,,0,18,0,,,27.6,,,15,,,2,,1,0,5.3,,23.8,,2023-08-12T12:00:00Z,,,,90,,,16,0,,0,0,,0,1,0,31892,,,,1.0,2.0,2.0,2,0,0,0,50,True,,0,1,2023-24,MID,Arsenal,2.1,0.06,0.06,0.0,1.18,1.0
Jamal Lewis,0,,,,0,0,0,,,0.0,,,420,,,6,,0,0,0.0,,0.0,,2023-08-12T16:30:00Z,,,,0,,,2,0,,0,0,,0,1,0,1456,,,,1.0,5.0,0.0,0,0,0,0,40,True,,0,1,2023-24,DEF,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0
Leon Bailey,0,,,,0,-1,0,,,3.8,,,34,,,6,,2,0,0.4,,0.2,,2023-08-12T16:30:00Z,,,,45,,,15,0,,0,0,,0,1,0,58138,,,,1.0,5.0,0.0,1,0,0,0,55,False,,0,1,2023-24,MID,Aston Villa,1.6,0.01,0.01,0.0,1.24,1.0
Ethan Horvath,0,,,,0,0,0,,,0.0,,,449,,,2,,0,0,0.0,,0.0,,2023-08-12T12:00:00Z,,,,0,,,1,0,,0,0,,0,1,0,11308,,,,1.0,2.0,0.0,0,0,0,0,45,False,,0,1,2023-24,GK,Nott'm Forest,1.9,0.0,0.0,0.0,0.0,0.0
Luke Plange,0,,,,0,0,0,,,0.0,,,237,,,7,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,17,0,,0,0,,0,1,0,2569,,,,1.0,0.0,0.0,0,0,0,0,45,False,,0,1,2023-24,FWD,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Luke Shaw,0,,,,0,25,1,,,3.7,,,398,,,10,,0,0,3.9,,27.0,,2023-08-14T19:00:00Z,,,,90,,,20,0,,0,0,,0,1,0,2192119,,,,0.0,1.0,8.0,5,0,0,0,55,True,,1,1,2023-24,DEF,Man Utd,3.1,0.04,0.04,0.0,2.27,1.0
Mario Lemina,0,,,,0,11,0,,,3.3,,,565,,,10,,1,0,2.3,,10.4,,2023-08-14T19:00:00Z,,,,90,,,14,0,,0,0,,0,1,0,2776,,,,0.0,1.0,9.0,1,0,0,0,50,False,,1,1,2023-24,MID,Wolves,1.1,0.01,0.11,0.1,1.46,1.0
Andi Zeqiri,0,,,,0,0,0,,,0.0,,,155,,,4,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,12,0,,0,0,,0,1,0,100072,,,,1.0,4.0,0.0,0,0,0,0,45,True,,0,1,2023-24,FWD,Brighton,1.5,0.0,0.0,0.0,0.0,0.0
James Tarkowski,0,,,,0,8,0,,,0.3,,,265,,,5,,1,0,1.9,,10.4,,2023-08-12T14:00:00Z,,,,90,,,10,0,,0,0,,0,1,0,179311,,,,1.0,0.0,8.0,2,0,0,0,45,True,,0,1,2023-24,DEF,Everton,2.0,0.03,0.07,0.04,1.5,1.0
Kristoffer Ajer,0,,,,0,7,0,,,1.0,,,90,,,8,,2,0,1.7,,14.2,,2023-08-13T13:00:00Z,,,,83,,,18,0,,0,0,,0,1,0,22045,,,,2.0,2.0,2.0,1,0,0,0,45,True,,0,1,2023-24,DEF,Brentford,2.0,0.01,0.01,0.0,1.14,1.0
Brennan Johnson,0,,,,0,0,0,,,0.3,,,450,,,2,,2,0,0.5,,0.0,,2023-08-12T12:00:00Z,,,,79,,,1,0,,0,0,,0,1,0,53529,,,,1.0,2.0,6.0,2,0,0,0,60,False,,0,1,2023-24,MID,Nott'm Forest,1.7,0.0,0.28,0.28,0.43,1.0
Jake O'Brien,0,,,,0,0,0,,,0.0,,,235,,,7,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,0,,,17,0,,0,0,,0,1,0,12650,,,,1.0,0.0,0.0,0,0,0,0,40,False,,0,1,2023-24,DEF,Crystal Palace,1.5,0.0,0.0,0.0,0.0,0.0
Ryan Sessegnon,0,,,,0,0,0,,,0.0,,,514,,,8,,0,0,0.0,,0.0,,2023-08-13T13:00:00Z,,,,0,,,4,0,,0,0,,0,1,0,820,,,,2.0,2.0,0.0,0,0,0,0,45,False,,0,1,2023-24,DEF,Spurs,0.0,0.0,0.0,0.0,0.0,0.0
Justin Kluivert,0,,,,0,2,0,,,0.0,,,72,,,3,,0,0,0.0,,0.0,,2023-08-12T14:00:00Z,,,,30,,,19,0,,0,0,,0,1,0,43879,,,,1.0,1.0,0.0,1,0,0,0,50,True,,0,1,2023-24,MID,Bournemouth,1.6,0.01,0.01,0.0,0.23,0.0
Viljami Sinisalo,0,,,,0,0,0,,,0.0,,,57,,,6,,0,0,0.0,,0.0,,2023-08-12T16:30:00Z,,,,0,,,15,0,,0,0,,0,1,0,723,,,,1.0,5.0,0.0,0,0,0,0,40,False,,0,1,2023-24,GK,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emile Højbjerg,0,,,,0,0,0,,,0.0,,,499,,,8,,0,0,0.0,,0.0,,2023-08-13T13:00:00Z,,,,0,,,4,0,,0,0,,0,1,0,51656,,,,2.0,2.0,0.0,0,0,0,0,55,False,,0,1,2023-24,MID,Spurs,2.1,0.0,0.0,0.0,0.0,0.0
Lesley Ugochukwu,0,,,,0,4,0,,,0.0,,,613,,,9,,0,0,0.0,,0.0,,2023-08-13T15:30:00Z,,,,1,,,11,0,,0,0,,0,1,0,10397,,,,1.0,1.0,0.0,1,0,0,0,45,True,,0,1,2023-24,MID,Chelsea,0.5,0.0,0.0,0.0,0.02,0.0
Arnaut Danjuma Groeneveld,0,,,,0,2,0,,,10.5,,,601,,,5,,1,0,1.8,,3.4,,2023-08-12T14:00:00Z,,,,18,,,10,0,,0,0,,0,1,0,12725,,,,1.0,0.0,4.0,1,0,0,0,55,True,,0,1,2023-24,MID,Everton,1.5,0.01,0.01,0.0,1.18,0.0
Callum Hudson-Odoi,0,,,,0,0,0,,,0.0,,,205,,,9,,0,0,0.0,,0.0,,2023-08-13T15:30:00Z,,,,0,,,11,0,,0,0,,0,1,0,4339,,,,1.0,1.0,0.0,0,0,0,0,50,True,,0,1,2023-24,MID,Chelsea,1.1,0.0,0.0,0.0,0.0,0.0
Kieran Tierney,0,,,,0,0,0,,,0.0,,,24,,,2,,0,0,0.0,,0.0,,2023-08-12T12:00:00Z,,,,0,,,16,0,,0,0,,0,1,0,27894,,,,1.0,2.0,0.0,0,0,0,0,45,True,,0,1,2023-24,DEF,Arsenal,2.5,0.0,0.0,0.0,0.0,0.0
Tim Ream,0,,,,1,28,1,,,0.6,,,281,,,5,,0,0,1.6,,15.8,,2023-08-12T14:00:00Z,,,,90,,,9,0,,0,0,,0,1,0,37677,,,,1.0,0.0,0.0,7,0,0,0,45,False,,0,1,2023-24,DEF,Fulham,2.0,0.0,0.0,0.0,2.73,1.0
